source_subtheme;source_subtheme_targets;impact_subtheme;impact_type;impact_weight;justification
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Food affordability;+2;The reduction of greenhouse gas emissions can lead to increased food production and reduced losses, making food more affordable and accessible, thus reinforcing food affordability.
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Competitive Agriculture;-1;Reducing GHG emissions may require changes in agricultural practices, potentially constraining the competitiveness of the agricultural sector, as some methods to reduce emissions might be more expensive or less efficient.
Net-Zero Technology - Road Vehicles;TA4.13,TA4.22,TA4.25,TA4.26,TA4.27,TA4.28,TA4.29,TA4.40,TA4.44,TA4.45,TA4.55;Food quality - Healthy Food;+1;The development of net-zero technology in road vehicles can enable the creation of new, sustainable food transportation systems, which can help maintain the quality of healthy food during transportation, thus enabling the achievement of healthy food targets.
Other Low-Carbon Fuels;TA4.4,TA4.5,TA4.6;Pesticides Reduction;-2;The production and use of other low-carbon fuels might require large areas of land for feedstock production, potentially leading to increased pesticide use, counteracting efforts to reduce pesticide use.
Biofuels;TA4.1,TA4.18,TA4.7;Competitive Agriculture;+2;The use of biofuels can provide new opportunities for agricultural production and rural development, reinforcing the competitiveness of the agricultural sector by creating new markets and revenue streams.
Hydrogen Distribution;TA4.23,TA4.30,TA4.31;Food quality;+1;Hydrogen distribution infrastructure can be used to power refrigeration systems for food storage and transportation, helping to maintain food quality and enabling the achievement of food quality targets.
Urban Mobility;TA4.54;Food affordability;+1;Improving urban mobility through sustainable transportation systems can increase access to food markets and reduce transportation costs, making food more affordable and enabling the achievement of food affordability targets.
Transport Logistics;TA4.11,TA4.36,TA4.37,TA4.39,TA4.43,TA4.50,TA4.51,TA4.56;Competitive Agriculture;+2;Efficient transport logistics can help reduce costs and increase the competitiveness of the agricultural sector by enabling faster and more reliable transportation of goods, thus reinforcing competitive agriculture.
Transport Logistics;TA4.11,TA4.36,TA4.37,TA4.39,TA4.43,TA4.50,TA4.51,TA4.56;Food quality - Animal Welfare;+1;Improved transport logistics can help reduce animal stress and improve welfare during transportation, enabling the achievement of animal welfare targets in food quality.
Rail;TA4.37,TA4.38,TA4.40;Food quality;+1;The development of rail infrastructure can enable the creation of new, sustainable food transportation systems, which can help maintain the quality of food during transportation, thus enabling the achievement of food quality targets.
