TA2.22;Member States shall collectively ensure a reduction of energy consumption of at least 11,7 % in 2030 compared to the projections of the 2020 EU Reference Scenario so that the Union’s final energy consumption amounts to no more than 763 Mtoe (art. 4 Directive);TA2_Clean, affordable and secure energy;Reducing Energy Consumption;This target is assigned to the sub-theme "Reducing Energy Consumption" because it aims to decrease the overall energy consumption in the EU.
TA2.22;Member States shall collectively ensure a reduction of energy consumption of at least 11,7 % in 2030 compared to the projections of the 2020 EU Reference Scenario so that the Union’s final energy consumption amounts to no more than 763 Mtoe (art. 4 Directive);TA2_Clean, affordable and secure energy;Energy Efficiency;This target is also assigned to the sub-theme "Energy Efficiency" as reducing energy consumption is a key aspect of energy efficiency.
TA6.35;(terrestrial, coastal and freshwater ecosystems) Member States shall put in place the restoration measures that are necessary to re-establish the habitat types listed in Annex I in areas not covered by those habitat types with the aim to reach their favourable reference area. Such measures shall be in place on areas representing at least 30 % of the additional overall surface needed to reach the total favourable reference area of each group of habitat types listed in Annex I, as quantified in the national restoration plan referred to in Article 12, by 2030, at least 60 % of that surface by 2040, and 100 % of that surface by 2050;TA6_Preserving and protecting biodiversity;Habitat Restoration;This target is assigned to the sub-theme "Habitat Restoration" because it focuses on restoring habitat types listed in Annex I.
TA6.35;(terrestrial, coastal and freshwater ecosystems) Member States shall put in place the restoration measures that are necessary to re-establish the habitat types listed in Annex I in areas not covered by those habitat types with the aim to reach their favourable reference area. Such measures shall be in place on areas representing at least 30 % of the additional overall surface needed to reach the total favourable reference area of each group of habitat types listed in Annex I, as quantified in the national restoration plan referred to in Article 12, by 2030, at least 60 % of that surface by 2040, and 100 % of that surface by 2050;TA6_Preserving and protecting biodiversity;Ecosystem Conservation;This target is also assigned to the sub-theme "Ecosystem Conservation" as it aims to conserve and restore ecosystems.
TA4.36;Transport by inland waterways and short sea shipping will increase by 25% compared to 2015, by 2030. They will increase by 50% by 2050.;TA4_Sustainable and smart mobility;Sustainable Transportation;This target is assigned to the sub-theme "Sustainable Transportation" because it aims to increase the use of sustainable transportation modes.
TA4.36;Transport by inland waterways and short sea shipping will increase by 25% compared to 2015, by 2030. They will increase by 50% by 2050.;TA4_Sustainable and smart mobility;Modal Shift;This target is also assigned to the sub-theme "Modal Shift" as it aims to shift transportation modes towards more sustainable options.
TA5.4;Reduce by 50% the use of more hazardous pesticides (target in common with the Biodiversity Strategy and Zero Pollution Action Plan);TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;This target is assigned to the sub-theme "Sustainable Agriculture" because it aims to reduce the use of hazardous pesticides in agriculture.
TA5.4;Reduce by 50% the use of more hazardous pesticides (target in common with the Biodiversity Strategy and Zero Pollution Action Plan);TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Reducing Chemical Use;This target is also assigned to the sub-theme "Reducing Chemical Use" as it aims to decrease the use of hazardous pesticides.
TA4.3;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall not exceed these limits: 2 % from 1 January 2025, 6 % from 1 January 2030, 14,5 % from 1 January 2035, 31 % from 1 January 2040, 62 % from 1 January 2045, 80 % from 1 January 2050.;TA4_Sustainable and smart mobility;Decarbonizing Transportation;This target is assigned to the sub-theme "Decarbonizing Transportation" because it aims to reduce the GHG intensity of energy used in shipping.
TA4.3;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall not exceed these limits: 2 % from 1 January 2025, 6 % from 1 January 2030, 14,5 % from 1 January 2035, 31 % from 1 January 2040, 62 % from 1 January 2045, 80 % from 1 January 2050.;TA4_Sustainable and smart mobility;Greenhouse Gas Reduction;This target is also assigned to the sub-theme "Greenhouse Gas Reduction" as it aims to decrease GHG emissions from shipping.
TA6.54;Promoting the sustainable forest bioeconomy for long-lived wood products;TA6_Preserving and protecting biodiversity;Sustainable Forest Management;This target is assigned to the sub-theme "Sustainable Forest Management" because it aims to promote sustainable forest bioeconomy.
