TA2.7;Over this decade, the EU will need to install, on average, approximately 45 GW per year of PV to reach the share of 45% of energy coming from renewables set out in the RePowerEU Plan;TA2_Clean, affordable and secure energy;Solar Energy;This target is assigned to the Solar Energy sub-theme because it specifically mentions the installation of PV, which is a key aspect of solar energy. The target's focus on increasing the share of energy from renewables also aligns with the broader goals of the Solar Energy sub-theme.

TA2.9;Member States shall collectively ensure that the share of energy from renewable sources in the Union’s gross final consumption of energy in 2030 is at least 42,5 %;TA2_Clean, affordable and secure energy;Renewable Energy;This target is assigned to the Renewable Energy sub-theme because it sets a specific goal for increasing the share of energy from renewable sources in the EU's energy consumption. The target's focus on renewable energy aligns with the broader goals of the Renewable Energy sub-theme.

TA2.10;Member States shall set an indicative target for innovative renewable energy technology of at least 5 % of newly installed renewable energy capacity by 2030;TA2_Clean, affordable and secure energy;Innovative Renewable Energy;This target is assigned to the Innovative Renewable Energy sub-theme because it specifically mentions innovative renewable energy technology. The target's focus on increasing the share of innovative renewable energy technology aligns with the broader goals of the Innovative Renewable Energy sub-theme.

TA2.14;Member States shall endeavour to increase the share of energy from renewable sources and from waste heat and cold in district heating and cooling by an indicative 2,2 percentage points as an annual average calculated for the period 2021 to 2030, starting from the share of energy from renewable sources and from waste heat and cold in district heating and cooling in 2020;TA2_Clean, affordable and secure energy;District Heating and Cooling;This target is assigned to the District Heating and Cooling sub-theme because it specifically mentions district heating and cooling. The target's focus on increasing the share of energy from renewable sources in district heating and cooling aligns with the broader goals of the District Heating and Cooling sub-theme.

TA2.20;Renovate each year at least 3% of the total floor area of buildings owned by all levels of public administration (as also agreed by Council-Parliament on 10.03.23);TA2_Clean, affordable and secure energy;Building Renovation;This target is assigned to the Building Renovation sub-theme because it specifically mentions renovating buildings. The target's focus on increasing the energy efficiency of buildings aligns with the broader goals of the Building Renovation sub-theme.

TA2.31;All existing buildings should be transformed into zero-emission buildings;TA2_Clean, affordable and secure energy;Zero-Emission Buildings;This target is assigned to the Zero-Emission Buildings sub-theme because it specifically mentions transforming buildings into zero-emission buildings. The target's focus on reducing greenhouse gas emissions from buildings aligns with the broader goals of the Zero-Emission Buildings sub-theme.

TA2.33;The national measures will have to ensure that at least 55% of the decrease of the average primary energy use is achieved through the renovation of the worst-performing buildings;TA2_Clean, affordable and secure energy;Building Renovation;This target is assigned to the Building Renovation sub-theme because it specifically mentions renovating buildings. The target's focus on increasing the energy efficiency of buildings aligns with the broader goals of the Building Renovation sub-theme.

TA2.38;The strategy sets targets for an installed capacity of at least 60 GW of offshore wind by 2030 and at least 300 GW by 2050;TA2_Clean, affordable and secure energy;Offshore Wind;This target is assigned to the Offshore Wind sub-theme because it specifically mentions offshore wind. The target's focus on increasing the installed capacity of offshore wind aligns with the broader goals of the Offshore Wind sub-theme.

TA2.39;The strategy sets targets for an installed capacity of at least 1 GW of ocean energy by 2030 and 40 GW by 2050;TA2_Clean, affordable and secure energy;Ocean Energy;This target is assigned to the Ocean Energy sub-theme because it specifically mentions ocean energy. The target's focus on increasing the installed capacity of ocean energy aligns with the broader goals of the Ocean Energy sub-theme.

TA3.1;Halve the amount of residual (non-recycled) municipal waste;TA3_Industrial strategy for a clean and circular economy;Waste Reduction;This target is assigned to the Waste Reduction sub-theme because it specifically mentions reducing municipal waste. The target's focus on reducing waste aligns with the broader goals of the Waste Reduction sub-theme.

TA3.4;By 2030 textile products placed on the EU market are long-lived and recyclable, to a great extent made of recycled fibres, free of hazardous substances and produced in respect of social rights and the environment;TA3_Industrial strategy for a clean and circular economy;Sustainable Textiles;This target is assigned to the Sustainable Textiles sub-theme because it specifically mentions textile products. The target's focus on making textile products more sustainable aligns with the broader goals of the Sustainable Textiles sub-theme.

TA3.12;by 2030, manufacturing capacity in the Union of the strategic net-zero technologies listed in the Annex approaches or reaches a benchmark of at least 40% of the Union’s annual deployment needs for the corresponding technologies necessary to achieve the Union’s 2030 climate and energy targets;TA3_Industrial strategy for a clean and circular economy;Net-Zero Technologies;This target is assigned to the Net-Zero Technologies sub-theme because it specifically mentions net-zero technologies. The target's focus on increasing the manufacturing capacity of net-zero technologies aligns with the broader goals of the Net-Zero Technologies sub-theme.

TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025 - 75% by average weight of lead-acid batteries, - 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries No later than 31 December 2030 - 80% by average weight of lead-acid batteries;TA3_Industrial strategy for a clean and circular economy;Battery Recycling;This target is assigned to the Battery Recycling sub-theme because it specifically mentions recycling batteries. The target's focus on increasing the recycling efficiency of batteries aligns with the broader goals of the Battery Recycling sub-theme.

TA3.23;All recycling shall achieve at least the following targets for recovery of materials: No later than 31 December 2027 - 50% lithium No later than 31 December 2031: - 80% lithium;TA3_Industrial strategy for a clean and circular economy;Material Recovery;This target is assigned to the Material Recovery sub-theme because it specifically mentions recovering materials. The target's focus on increasing the recovery of materials aligns with the broader goals of the Material Recovery sub-theme.

