GHG Reduction;Waste Reduction;+;2;The implementation of GHG reduction targets can reinforce waste reduction efforts by promoting the use of low-carbon technologies and renewable energy sources, which can lead to a decrease in waste generation and increase recycling rates.
GHG Reduction;Circularity/Recycling;+;2;The reduction of GHG emissions can also enable the transition to a more circular economy by promoting the use of renewable energy sources and low-carbon technologies, which can lead to a decrease in waste generation and an increase in recycling rates.
GHG Reduction;Net-Zero Technology - Road Vehicles;+;1;The implementation of GHG reduction targets can enable the development and deployment of net-zero technology in road vehicles, which can lead to a decrease in emissions from the transport sector.
GHG Reduction;Net-Zero Technology - Maritime Transport;+;1;The reduction of GHG emissions can also enable the development and deployment of net-zero technology in maritime transport, which can lead to a decrease in emissions from the maritime sector.
GHG Reduction;Net-Zero Technology - Aviation;+;1;The implementation of GHG reduction targets can enable the development and deployment of net-zero technology in aviation, which can lead to a decrease in emissions from the aviation sector.
GHG Reduction;Biofuels;+;1;The reduction of GHG emissions can enable the development and use of biofuels, which can lead to a decrease in emissions from the transport sector.
GHG Reduction;Other Low-Carbon Fuels;+;1;The implementation of GHG reduction targets can enable the development and use of other low-carbon fuels, which can lead to a decrease in emissions from the transport sector.
GHG Reduction;Hydrogen Distribution;+;1;The reduction of GHG emissions can enable the development and deployment of hydrogen distribution infrastructure, which can lead to an increase in the use of low-carbon fuels in the transport sector.
GHG Reduction;Urban Mobility;+;1;The implementation of GHG reduction targets can enable the development and deployment of low-carbon technologies in urban mobility, which can lead to a decrease in emissions from the transport sector.
GHG Reduction;Transport Logistics;+;1;The reduction of GHG emissions can enable the development and deployment of low-carbon technologies in transport logistics, which can lead to a decrease in emissions from the transport sector.
Circularity/Recycling;Waste Reduction;+;2;The implementation of circular economy and recycling targets can reinforce waste reduction efforts by promoting the use of recycled materials and reducing waste generation.
Circularity/Recycling;Net-Zero Technology - Road Vehicles;+;1;The transition to a circular economy can enable the development and deployment of net-zero technology in road vehicles, which can lead to a decrease in emissions from the transport sector.
Circularity/Recycling;Net-Zero Technology - Maritime Transport;+;1;The implementation of circular economy and recycling targets can enable the development and deployment of net-zero technology in maritime transport, which can lead to a decrease in emissions from the maritime sector.
Circularity/Recycling;Net-Zero Technology - Aviation;+;1;The transition to a circular economy can enable the development and deployment of net-zero technology in aviation, which can lead to a decrease in emissions from the aviation sector.
Circularity/Recycling;Biofuels;+;1;The implementation of circular economy and recycling targets can enable the development and use of biofuels, which can lead to a decrease in emissions from the transport sector.
Circularity/Recycling;Other Low-Carbon Fuels;+;1;The transition to a circular economy can enable the development and use of other low-carbon fuels, which can lead to a decrease in emissions from the transport sector.
Circularity/Recycling;Hydrogen Distribution;+;1;The implementation of circular economy and recycling targets can enable the development and deployment of hydrogen distribution infrastructure, which can lead to an increase in the use of low-carbon fuels in the transport sector.
Circularity/Recycling;Urban Mobility;+;1;The transition to a circular economy can enable the development and deployment of low-carbon technologies in urban mobility, which can lead to a decrease in emissions from the transport sector.
Circularity/Recycling;Transport Logistics;+;1;The implementation of circular economy and recycling targets can enable the development and deployment of low-carbon technologies in transport logistics, which can lead to a decrease in emissions from the transport sector.
Net-Zero Technology - Road Vehicles;Waste Reduction;+;2;The development and deployment of net-zero technology in road vehicles can reinforce waste reduction efforts by promoting the use of recycled materials and reducing waste generation.
Net-Zero Technology - Road Vehicles;Circularity/Recycling;+;2;The implementation of net-zero technology in road vehicles can enable the transition to a circular economy by promoting the use of recycled materials and reducing waste generation.
Net-Zero Technology - Maritime Transport;Waste Reduction;+;2;The development and deployment of net-zero technology in maritime transport can reinforce waste reduction efforts by promoting the use of recycled materials and reducing waste generation.
Net-Zero Technology - Maritime Transport;Circularity/Recycling;+;2;The implementation of net-zero technology in maritime transport can enable the transition to a circular economy by promoting the use of recycled materials and reducing waste generation.
Net-Zero Technology - Aviation;Waste Reduction;+;2;The development and deployment of net-zero technology in aviation can reinforce waste reduction efforts by promoting the use of recycled materials and reducing waste generation.
Net-Zero Technology - Aviation;Circularity/Recycling;+;2;The implementation of net-zero technology in aviation can enable the transition to a circular economy by promoting the use of recycled materials and reducing waste generation.
Biofuels;Waste Reduction;+;1;The development and use of biofuels can enable waste reduction efforts by promoting the use of recycled materials and reducing waste generation.
Biofuels;Circularity/Recycling;+;1;The implementation of biofuels can enable the transition to a circular economy by promoting the use of recycled materials and reducing waste generation.
Other Low-Carbon Fuels;Waste Reduction;+;1;The development and use of other low-carbon fuels can enable waste reduction efforts by promoting the use of recycled materials and reducing waste generation.
Other Low-Carbon Fuels;Circularity/Recycling;+;1;The implementation of other low-carbon fuels can enable the transition to a circular economy by promoting the use of recycled materials and reducing waste generation.
Hydrogen Distribution;Waste Reduction;+;1;The development and deployment of hydrogen distribution infrastructure can enable waste reduction efforts by promoting the use of recycled materials and reducing waste generation.
Hydrogen Distribution;Circularity/Recycling;+;1;The implementation of hydrogen distribution can enable the transition to a circular economy by promoting the use of recycled materials and reducing waste generation.
Urban Mobility;Waste Reduction;+;1;The development and deployment of low-carbon technologies in urban mobility can enable waste reduction efforts by promoting the use of recycled materials and reducing waste generation.
Urban Mobility;Circularity/Recycling;+;1;The implementation of low-carbon technologies in urban mobility can enable the transition to a circular economy by promoting the use of recycled materials and reducing waste generation.
Transport Logistics;Waste Reduction;+;1;The development and deployment of low-carbon technologies in transport logistics can enable waste reduction efforts by promoting the use of recycled materials and reducing waste generation.
Transport Logistics;Circularity/Recycling;+;1;The implementation of low-carbon technologies in transport logistics can enable the transition to a circular economy by promoting the use of recycled materials and reducing waste generation.
