GHG Reduction;Terrestrial Ecosystems Restoration;+;2;The implementation of GHG reduction targets can reinforce the restoration of terrestrial ecosystems by reducing the pressure on land use and promoting sustainable land management practices.
GHG Reduction;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;+;2;Reducing GHG emissions can also enable the restoration of agricultural ecosystems by promoting sustainable agriculture and reducing synthetic fertilizers and pesticides.
GHG Reduction;Terrestrial Ecosystems Restoration - Forests;+;2;The reduction of GHG emissions can also support the restoration of forests by promoting sustainable forest management and reducing deforestation.
GHG Reduction;Marine Ecosystem Restoration;+;1;Reducing GHG emissions can also contribute to the restoration of marine ecosystems by mitigating ocean acidification and promoting sustainable fishing practices.
GHG Reduction;Biodiversity Protection & Conservation;+;1;The implementation of GHG reduction targets can also support biodiversity protection and conservation by reducing pollution and promoting ecosystem services.
GHG Reduction;Biodiversity Protection & Conservation - Fisheries;+;1;Reducing GHG emissions can also support the protection and conservation of fisheries by promoting sustainable fishing practices and reducing pollution.
GHG Reduction;Biodiversity Protection & Conservation - Monitoring;+;1;The reduction of GHG emissions can also support biodiversity monitoring by promoting sustainable land use and reducing habitat destruction.
GHG Reduction;Biodiversity Protection & Conservation - Urban Nature;+;1;Reducing GHG emissions can also support urban nature conservation by promoting green infrastructure and reducing urban pollution.
GHG Reduction - Buildings;Terrestrial Ecosystems Restoration;+;2;The implementation of energy efficiency measures in buildings can reinforce the restoration of terrestrial ecosystems by reducing energy consumption and promoting sustainable land use.
GHG Reduction - Transports;Terrestrial Ecosystems Restoration;+;2;The reduction of GHG emissions from transport can also support the restoration of terrestrial ecosystems by promoting sustainable land use and reducing pollution.
GHG Removal;Terrestrial Ecosystems Restoration;+;1;The implementation of GHG removal measures can support the restoration of terrestrial ecosystems by promoting sustainable land management and reducing land degradation.
GHG Removal;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;+;1;GHG removal measures can also support the restoration of agricultural ecosystems by promoting sustainable agriculture and reducing synthetic fertilizers and pesticides.
GHG Removal;Terrestrial Ecosystems Restoration - Forests;+;1;The implementation of GHG removal measures can also support the restoration of forests by promoting sustainable forest management and reducing deforestation.
GHG Removal;Marine Ecosystem Restoration;+;1;GHG removal measures can contribute to the restoration of marine ecosystems by mitigating ocean acidification and promoting sustainable fishing practices.
GHG Removal;Biodiversity Protection & Conservation;+;1;The implementation of GHG removal measures can support biodiversity protection and conservation by reducing pollution and promoting ecosystem services.
GHG Removal;Biodiversity Protection & Conservation - Fisheries;+;1;GHG removal measures can support the protection and conservation of fisheries by promoting sustainable fishing practices and reducing pollution.
GHG Removal;Biodiversity Protection & Conservation - Monitoring;+;1;The implementation of GHG removal measures can support biodiversity monitoring by promoting sustainable land use and reducing habitat destruction.
GHG Removal;Biodiversity Protection & Conservation - Urban Nature;+;1;GHG removal measures can support urban nature conservation by promoting green infrastructure and reducing urban pollution.
Climate Resilience;Terrestrial Ecosystems Restoration;+;2;The implementation of climate resilience measures can reinforce the restoration of terrestrial ecosystems by promoting sustainable land management and reducing the risk of climate-related disasters.
Climate Resilience;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;+;2;Climate resilience measures can support the restoration of agricultural ecosystems by promoting sustainable agriculture and reducing synthetic fertilizers and pesticides.
Climate Resilience;Terrestrial Ecosystems Restoration - Forests;+;2;The implementation of climate resilience measures can also support the restoration of forests by promoting sustainable forest management and reducing deforestation.
Climate Resilience;Marine Ecosystem Restoration;+;1;Climate resilience measures can contribute to the restoration of marine ecosystems by mitigating ocean acidification and promoting sustainable fishing practices.
Climate Resilience;Biodiversity Protection & Conservation;+;1;The implementation of climate resilience measures can support biodiversity protection and conservation by reducing pollution and promoting ecosystem services.
Climate Resilience;Biodiversity Protection & Conservation - Fisheries;+;1;Climate resilience measures can support the protection and conservation of fisheries by promoting sustainable fishing practices and reducing pollution.
Climate Resilience;Biodiversity Protection & Conservation - Monitoring;+;1;Climate resilience measures can support biodiversity monitoring by promoting sustainable land use and reducing habitat destruction.
Climate Resilience;Biodiversity Protection & Conservation - Urban Nature;+;1;Climate resilience measures can support urban nature conservation by promoting green infrastructure and reducing urban pollution.
