source_subtheme;source_subtheme_targets;impact_subtheme;impact_type;impact_weight;justification
Renewable Energy;TA2.1,TA2.3,TA2.40,TA4.1,TA4.20,TA4.21,TA4.22;Terrestrial Ecosystems Restoration;+2;The increased use of renewable energy can lead to a reduction in greenhouse gas emissions, which in turn can help to restore terrestrial ecosystems by reducing the negative impacts of climate change on these ecosystems. This can create a reinforcing effect, where the restoration of ecosystems can further support the transition to renewable energy.
Renewable Energy;TA2.1,TA2.3,TA2.40,TA4.1,TA4.20,TA4.21,TA4.22;Biodiversity Protection & Conservation;-1;The large-scale deployment of renewable energy infrastructure, such as wind farms and solar panels, can have negative impacts on biodiversity, including the destruction of habitats and the disruption of ecosystems. This can constrain the achievement of biodiversity protection targets.
Renewable Energy - Hydrogen Production;TA2.2,TA2.38,TA2.39;Terrestrial Ecosystems Restoration;+1;The production of renewable hydrogen can help to reduce greenhouse gas emissions from industrial processes, which can in turn help to restore terrestrial ecosystems. This can create an enabling effect, where the use of renewable hydrogen can support the restoration of ecosystems.
Renewable Energy - Hydrogen Production;TA2.2,TA2.38,TA2.39;Biodiversity Protection & Conservation;-2;The production of renewable hydrogen can require large amounts of energy and resources, which can have negative impacts on biodiversity, including the destruction of habitats and the disruption of ecosystems. This can counteract the achievement of biodiversity protection targets.
Energy Efficiency;TA2.17,TA2.22,TA2.23,TA2.30,TA2.31,TA2.32,TA2.33,TA2.34,TA2.35,TA2.36;Terrestrial Ecosystems Restoration;+2;The improvement of energy efficiency can lead to a reduction in greenhouse gas emissions, which in turn can help to restore terrestrial ecosystems by reducing the negative impacts of climate change on these ecosystems. This can create a reinforcing effect, where the restoration of ecosystems can further support the improvement of energy efficiency.
Energy Efficiency;TA2.17,TA2.22,TA2.23,TA2.30,TA2.31,TA2.32,TA2.33,TA2.34,TA2.35,TA2.36;Biodiversity Protection & Conservation;-1;The improvement of energy efficiency can lead to increased economic activity, which can result in increased resource extraction and negative impacts on biodiversity. This can constrain the achievement of biodiversity protection targets.
Energy Efficiency - Buildings;TA2.18,TA2.20,TA2.21,TA2.24,TA2.25,TA2.26,TA2.27,TA2.28,TA2.29,TA2.30,TA2.31,TA2.33,TA2.34,TA2.35,TA2.36;Terrestrial Ecosystems Restoration;+1;The improvement of energy efficiency in buildings can help to reduce greenhouse gas emissions, which in turn can help to restore terrestrial ecosystems by reducing the negative impacts of climate change on these ecosystems. This can create an enabling effect, where the use of energy-efficient buildings can support the restoration of ecosystems.
Energy Efficiency - Buildings;TA2.18,TA2.20,TA2.21,TA2.24,TA2.25,TA2.26,TA2.27,TA2.28,TA2.29,TA2.30,TA2.31,TA2.33,TA2.34,TA2.35,TA2.36;Biodiversity Protection & Conservation;-2;The production of materials used in energy-efficient buildings can have negative impacts on biodiversity, including the destruction of habitats and the disruption of ecosystems. This can counteract the achievement of biodiversity protection targets.
Social Security - Energy;TA2.2,TA5.6,TA5.8;Terrestrial Ecosystems Restoration;+1;The provision of social security measures related to energy can help to reduce energy poverty, which can in turn help to restore terrestrial ecosystems by reducing the negative impacts of energy extraction on these ecosystems. This can create an enabling effect, where the provision of social security measures can support the restoration of ecosystems.
Social Security - Energy;TA2.2,TA5.6,TA5.8;Biodiversity Protection & Conservation;-1;The provision of social security measures related to energy can lead to increased energy consumption, which can result in negative impacts on biodiversity, including the destruction of habitats and the disruption of ecosystems. This can constrain the achievement of biodiversity protection targets.
