source_subtheme;source_subtheme_targets;impact_subtheme;impact_type;impact_weight;justification
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Food affordability;+2;The reduction of GHG emissions can lead to increased food production and reduced losses, making food more affordable and accessible, thus reinforcing food affordability.
Improve Air Quality;TA4.47,TA7.13,TA7.16,TA7.22,TA7.5;Food quality - Healthy Food;+1;Improved air quality can enable the growth of healthier crops, creating conditions that further the achievement of healthy food targets.
Improve Water Quality;TA5.8,TA7.1,TA7.14,TA7.15,TA7.2,TA7.23,TA7.24,TA7.4,TA7.7,TA7.6,TA7.9;Food quality;+2;Clean water is essential for food production and processing, reinforcing the achievement of food quality targets.
Improve Soils Health;TA5.3,TA6.12,TA6.15,TA6.49,TA7.10,TA7.12,TA7.19,TA7.20;Competitive Agriculture;+2;Healthy soils are critical for sustainable agriculture, reinforcing the competitiveness of the agricultural sector.
Noise Reduction;TA7.17;Food quality - Animal Welfare;+1;Reduced noise pollution can create conditions that further the achievement of animal welfare targets in food production.
Social Security - Sanitation;TA7.1,TA7.3,TA7.9;Food affordability;+2;Access to sanitation is essential for food security and affordability, reinforcing the achievement of food affordability targets.
Improve Water Quality;TA5.8,TA7.1,TA7.14,TA7.15,TA7.2,TA7.23,TA7.24,TA7.4,TA7.7,TA7.6,TA7.9;Pesticides Reduction;+1;Clean water can reduce the need for pesticides, creating conditions that further the achievement of pesticide reduction targets.
Improve Soils Health;TA5.3,TA6.12,TA6.15,TA6.49,TA7.10,TA7.12,TA7.19,TA7.20;Pesticides Reduction;+2;Healthy soils can reduce the need for pesticides, reinforcing the achievement of pesticide reduction targets.
Social Security - Sanitation;TA7.1,TA7.3,TA7.9;Social Security - Workers Protection;+3;Access to sanitation is inextricably linked to the protection of workers' health and well-being, making it impossible to achieve workers' protection without sanitation.
Improve Air Quality;TA4.47,TA7.13,TA7.16,TA7.22,TA7.5;Food quality - Animal Welfare;+1;Improved air quality can create conditions that further the achievement of animal welfare targets in food production.
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Competitive Agriculture;+2;The reduction of GHG emissions can lead to increased agricultural productivity and competitiveness, reinforcing the achievement of competitive agriculture targets.
