source_subtheme;source_subtheme_targets;impact_subtheme;impact_type;impact_weight;justification
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Food affordability;-1;Reducing GHG emissions can lead to increased costs for food production and transportation, potentially making food less affordable for low-income households. This could constrain the achievement of food affordability targets.
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Competitive Agriculture;+2;Policies aimed at reducing GHG emissions can also promote sustainable agriculture practices, reinforcing the competitiveness of the agricultural sector. This can lead to increased efficiency and productivity in agriculture.
Net-Zero Technology - Road Vehicles;TA4.13,TA4.22,TA4.25,TA4.26,TA4.27,TA4.28,TA4.29,TA4.40,TA4.44,TA4.45,TA4.55;Food quality - Healthy Food;+1;The promotion of electric vehicles can lead to reduced air pollution, creating a healthier environment and enabling the production of healthier food. This can contribute to the achievement of healthy food targets.
Transport Logistics;TA4.11,TA4.36,TA4.37,TA4.39,TA4.43,TA4.50,TA4.51,TA4.56,TA5.22;Food affordability;-1;Increased transportation costs due to the adoption of low-carbon technologies can make food more expensive, constraining the achievement of food affordability targets.
Biofuels;TA4.1,TA4.18,TA5.10,TA5.12;Competitive Agriculture;+2;The use of biofuels can provide new opportunities for farmers and promote sustainable agriculture practices, reinforcing the competitiveness of the agricultural sector.
Hydrogen Distribution;TA4.23,TA4.30,TA4.31;Food quality - Healthy Food;+1;The development of hydrogen distribution infrastructure can lead to the creation of new jobs and industries, enabling the production of healthier food. This can contribute to the achievement of healthy food targets.
Urban Mobility;TA4.54;Food quality - Animal Welfare;+1;Improved urban mobility can lead to reduced traffic congestion and air pollution, creating a healthier environment for animals and enabling the production of higher-quality animal products.
Transport Logistics;TA4.11,TA4.36,TA4.37,TA4.39,TA4.43,TA4.50,TA4.51,TA4.56,TA5.22;Pesticides Reduction;-2;The increased use of transportation for food and other goods can lead to increased pesticide use, counteracting efforts to reduce pesticide use.
Net-Zero Technology - Maritime Transport;TA4.33,TA4.34,TA4.45,TA4.57,TA4.58;Food affordability;-1;The adoption of low-carbon technologies in maritime transport can increase transportation costs, making food more expensive and constraining the achievement of food affordability targets.
Net-Zero Technology - Aviation;TA4.32,TA4.46;Competitive Agriculture;+2;The development of sustainable aviation fuels can provide new opportunities for farmers and promote sustainable agriculture practices, reinforcing the competitiveness of the agricultural sector.
Other Low-Carbon Fuels;TA4.4,TA4.5,TA4.6;Food quality - Healthy Food;+1;The use of low-carbon fuels can lead to reduced air pollution, creating a healthier environment and enabling the production of healthier food. This can contribute to the achievement of healthy food targets.
Rail;TA4.37,TA4.38,TA4.40;Food affordability;-1;Increased transportation costs due to the adoption of low-carbon technologies in rail can make food more expensive, constraining the achievement of food affordability targets.
