source_subtheme;source_subtheme_targets;impact_subtheme;impact_type;impact_weight;justification
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Terrestrial Ecosystems Restoration;+2;The reduction of greenhouse gas emissions can aid in the restoration of terrestrial ecosystems by mitigating climate change, which can have a reinforcing effect on the health and biodiversity of these ecosystems.
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Marine Ecosystem Restoration;+2;Reducing GHG emissions can help mitigate ocean acidification and temperature increases, reinforcing the restoration of marine ecosystems.
Biofuels;TA4.1,TA4.18,TA4.7;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;-1;The production of biofuels can compete with food crops for land use, potentially constraining the restoration of agricultural ecosystems.
Biofuels;TA4.1,TA4.18,TA4.7;Biodiversity Protection & Conservation;-1;Large-scale biofuel production can lead to habitat destruction and loss of biodiversity, constraining conservation efforts.
Net-Zero Technology - Road Vehicles;TA4.13,TA4.22,TA4.25,TA4.26,TA4.27,TA4.28,TA4.29,TA4.44,TA4.45,TA4.55;Urban Mobility;+2;The development of net-zero technology for road vehicles can reinforce urban mobility by providing cleaner and more efficient transportation options.
Net-Zero Technology - Road Vehicles;TA4.13,TA4.22,TA4.25,TA4.26,TA4.27,TA4.28,TA4.29,TA4.44,TA4.45,TA4.55;Transport Logistics;+2;Net-zero road vehicles can aid in reducing emissions from transport logistics, reinforcing efforts to make the sector more sustainable.
Hydrogen Distribution;TA4.23,TA4.30,TA4.31;Net-Zero Technology - Maritime Transport;+2;Hydrogen distribution infrastructure can support the development of net-zero technologies for maritime transport, reinforcing the transition to cleaner fuels.
Hydrogen Distribution;TA4.23,TA4.30,TA4.31;Net-Zero Technology - Aviation;+2;Similarly, hydrogen distribution can aid in the development of net-zero technologies for aviation, providing a cleaner alternative to traditional fuels.
Other Low-Carbon Fuels;TA4.4,TA4.5,TA4.6;Biodiversity Protection & Conservation - Fisheries;-1;The production and use of other low-carbon fuels can have unintended consequences on marine ecosystems, potentially constraining biodiversity conservation in fisheries.
Rail;TA4.37,TA4.38,TA4.40;Terrestrial Ecosystems Restoration;+1;The development of rail infrastructure can enable the restoration of terrestrial ecosystems by providing a cleaner mode of transportation and reducing the need for fossil fuels.
Rail;TA4.37,TA4.38,TA4.40;Transport Logistics;+2;Rail can reinforce transport logistics by offering a more efficient and environmentally friendly mode of freight transport.
Urban Mobility;TA4.54;Biodiversity Protection & Conservation - Urban Nature;+2;Urban mobility initiatives can reinforce biodiversity conservation in urban areas by promoting green spaces and reducing pollution.
Transport Logistics;TA4.11,TA4.36,TA4.37,TA4.39,TA4.43,TA4.50,TA4.51,TA4.56;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;+1;Sustainable transport logistics can enable the restoration of agricultural ecosystems by reducing the environmental impact of transportation and promoting more efficient use of resources.
