A Farm to Fork Strategy;A Clean Industrial Deal;+;2;The implementation of the Farm to Fork Strategy will reinforce the Clean Industrial Deal by promoting sustainable agriculture and reducing greenhouse gas emissions, which in turn will support the transition to a low-carbon economy and enhance the competitiveness of EU industry.
A Farm to Fork Strategy;A European Industrial Strategy;+;1;The Farm to Fork Strategy will enable the European Industrial Strategy by providing a sustainable and innovative food system, which will support the development of a competitive and low-carbon industry.
A Farm to Fork Strategy;A Proposal for a Regulation on deforestation-free products;+;1;The Farm to Fork Strategy will aid the Proposal for a Regulation on deforestation-free products by reducing the EU's reliance on products linked to deforestation and promoting sustainable land use.
A European Industrial Strategy;A Proposal for a Directive on the energy performance of buildings;+;1;The European Industrial Strategy will support the Proposal for a Directive on the energy performance of buildings by promoting energy efficiency and reducing energy consumption in buildings, which will enhance the competitiveness of EU industry.
A European Industrial Strategy;A REPowerEU Plan;+;2;The European Industrial Strategy will reinforce the REPowerEU Plan by promoting the development of renewable energy sources and reducing dependence on fossil fuels, which will support the transition to a low-carbon economy.
A Proposal for a Regulation on deforestation-free products;A Communication on a new approach for a sustainable blue economy in the EU;+;1;The Proposal for a Regulation on deforestation-free products will enable the Communication on a new approach for a sustainable blue economy in the EU by promoting sustainable and deforestation-free products, which will support the development of a sustainable blue economy.
A REPowerEU Plan;A Communication on a new approach for a sustainable blue economy in the EU;+;2;The REPowerEU Plan will support the Communication on a new approach for a sustainable blue economy in the EU by promoting the development of renewable energy sources and reducing dependence on fossil fuels, which will enhance the sustainability of the blue economy.
A Proposal for a Directive on the energy performance of buildings;A Communication on a new approach for a sustainable blue economy in the EU;+;1;The Proposal for a Directive on the energy performance of buildings will aid the Communication on a new approach for a sustainable blue economy in the EU by promoting energy efficiency and reducing energy consumption in buildings, which will support the development of a sustainable blue economy.
A Clean Industrial Deal;A Proposal for a Regulation on packaging and packaging waste;+;1;The Clean Industrial Deal will support the Proposal for a Regulation on packaging and packaging waste by promoting sustainable packaging and reducing waste, which will enhance the competitiveness of EU industry.
A Proposal for a Regulation on packaging and packaging waste;A Communication on a new approach for a sustainable blue economy in the EU;+;1;The Proposal for a Regulation on packaging and packaging waste will enable the Communication on a new approach for a sustainable blue economy in the EU by promoting sustainable packaging and reducing waste, which will support the development of a sustainable blue economy.
A European Industrial Strategy;A Proposal for a Regulation on packaging and packaging waste;-;1;The European Industrial Strategy may constrain the Proposal for a Regulation on packaging and packaging waste by promoting industrial growth and consumption, which could lead to increased packaging waste.
A REPowerEU Plan;A Proposal for a Regulation on packaging and packaging waste;-;1;The REPowerEU Plan may counteract the Proposal for a Regulation on packaging and packaging waste by promoting increased energy consumption and production, which could lead to increased packaging waste.
A Proposal for a Directive on the energy performance of buildings;A Proposal for a Regulation on packaging and packaging waste;-;1;The Proposal for a Directive on the energy performance of buildings may constrain the Proposal for a Regulation on packaging and packaging waste by promoting energy efficiency and reducing energy consumption, which could limit the demand for packaging materials.
