TA1.1;Climate Neutrality (2040 target under discussion);TA1_Climate ambition;GHG Reduction;This target is assigned to the GHG Reduction sub-theme as it directly mentions climate neutrality, which is a key aspect of reducing greenhouse gas emissions.
TA1.1;Climate Neutrality (2040 target under discussion);TA1_Climate ambition;Climate Resilience;This target is also assigned to the Climate Resilience sub-theme as achieving climate neutrality is essential for building a climate-resilient society.
TA1.10;The total quantity of allowances for the new emissions trading system should follow a linear trajectory to reach the emission reduction target for 2030, taking into account the cost-efficient contribution of the buildings and road transport sectors of 43 % emission reductions by 2030 compared to 2005 and of the additional sectors, a combined cost-efficient contribution of 42 % emission reductions by 2030 compared to 2005.;TA1_Climate ambition;GHG Reduction;This target is assigned to the GHG Reduction sub-theme as it specifically mentions emission reductions in various sectors.
TA1.10;The total quantity of allowances for the new emissions trading system should follow a linear trajectory to reach the emission reduction target for 2030, taking into account the cost-efficient contribution of the buildings and road transport sectors of 43 % emission reductions by 2030 compared to 2005 and of the additional sectors, a combined cost-efficient contribution of 42 % emission reductions by 2030 compared to 2005.;TA1_Climate ambition;GHG Reduction - Buildings;This target is also assigned to the GHG Reduction - Buildings sub-theme as it mentions emission reductions in the buildings sector.
TA1.10;The total quantity of allowances for the new emissions trading system should follow a linear trajectory to reach the emission reduction target for 2030, taking into account the cost-efficient contribution of the buildings and road transport sectors of 43 % emission reductions by 2030 compared to 2005 and of the additional sectors, a combined cost-efficient contribution of 42 % emission reductions by 2030 compared to 2005.;TA1_Climate ambition;GHG Reduction - Transports;This target is also assigned to the GHG Reduction - Transports sub-theme as it mentions emission reductions in the road transport sector.
TA1.11;Upgrade national targets in line with an EU-wide reduction of 40% in the ESR sectors compared to 2005. Member States contribute to the overall EU reduction in 2030 with targets ranging from -10% to -50% below 2005 level (sectors: transport, buildings, agriculture and waste);TA1_Climate ambition;GHG Reduction;This target is assigned to the GHG Reduction sub-theme as it mentions an EU-wide reduction in greenhouse gas emissions.
TA1.11;Upgrade national targets in line with an EU-wide reduction of 40% in the ESR sectors compared to 2005. Member States contribute to the overall EU reduction in 2030 with targets ranging from -10% to -50% below 2005 level (sectors: transport, buildings, agriculture and waste);TA1_Climate ambition;GHG Reduction - Buildings;This target is also assigned to the GHG Reduction - Buildings sub-theme as it mentions emission reductions in the buildings sector.
TA1.11;Upgrade national targets in line with an EU-wide reduction of 40% in the ESR sectors compared to 2005. Member States contribute to the overall EU reduction in 2030 with targets ranging from -10% to -50% below 2005 level (sectors: transport, buildings, agriculture and waste);TA1_Climate ambition;GHG Reduction - Transports;This target is also assigned to the GHG Reduction - Transports sub-theme as it mentions emission reductions in the transport sector.
TA1.12;Achieve an EU net greenhouse gas removal of 310 million tonnes CO2 equivalent per year for the land use, land use change and forestry (LULUCF) sector;TA1_Climate ambition;GHG Removal;This target is assigned to the GHG Removal sub-theme as it specifically mentions net greenhouse gas removal.
TA1.13;For the period from 2021 to 2025 each Member State shall ensure that greenhouse gas emissions  from the sector do not exceed greenhouse gas removals, calculated as the sum of total emissions and total removals on its territory in all of the land accounting categories (no debit rule). The accounting benchmark for the EU is ca. -229 Mt CO2e/yr for 2021-2025.;TA1_Climate ambition;GHG Reduction;This target is assigned to the GHG Reduction sub-theme as it mentions limiting greenhouse gas emissions.
