TA2.1;REPowerEU sets a target of 10 million tonnes of domestic renewable hydrogen production and 10 million tonnes of renewable hydrogen imports by 2030.;TA2_Clean, affordable and secure energy;Renewable Hydrogen Production;This target is assigned to the sub-theme "Renewable Hydrogen Production" because it specifically mentions the production and import of renewable hydrogen, which is a key aspect of this sub-theme. The target aims to increase the use of renewable hydrogen, which is a clean and affordable energy source.

TA2.1;REPowerEU sets a target of 10 million tonnes of domestic renewable hydrogen production and 10 million tonnes of renewable hydrogen imports by 2030.;TA2_Clean, affordable and secure energy;Hydrogen Imports;This target is also assigned to the sub-theme "Hydrogen Imports" because it mentions the import of renewable hydrogen, which is a crucial aspect of ensuring a stable and secure energy supply.

TA2.2;Set up at least one renewables-based energy community in every municipality with a population higher than 10.000 by 2025;TA2_Clean, affordable and secure energy;Renewable Energy Communities;This target is assigned to the sub-theme "Renewable Energy Communities" because it aims to establish energy communities that are based on renewable energy sources, which is a key aspect of this sub-theme.

TA2.7;Over this decade, the EU will need to install, on average, approximately 45 GW per year of PV to reach the share of 45% of energy coming from renewables set out in the REPowerEU Plan.;TA2_Clean, affordable and secure energy;Solar Energy;This target is assigned to the sub-theme "Solar Energy" because it specifically mentions the installation of photovoltaic (PV) systems, which is a key aspect of solar energy production.

TA2.7;Over this decade, the EU will need to install, on average, approximately 45 GW per year of PV to reach the share of 45% of energy coming from renewables set out in the REPowerEU Plan.;TA2_Clean, affordable and secure energy;Renewable Energy Targets;This target is also assigned to the sub-theme "Renewable Energy Targets" because it aims to increase the share of energy coming from renewable sources, which is a key aspect of this sub-theme.

TA2.16;Member States shall endeavour to increase the share of renewable sources in the amount of energy sources used for final energy and non-energy purposes in the industry sector by an indicative increase of at least 1.6 percentage points as an annual average calculated for the periods 2021 to 2025 and 2026 to 2030;TA2_Clean, affordable and secure energy;Renewable Energy in Industry;This target is assigned to the sub-theme "Renewable Energy in Industry" because it aims to increase the use of renewable energy sources in the industry sector, which is a key aspect of this sub-theme.

TA2.21;Member States shall ensure that the total final energy consumption of all public bodies combined is reduced by at least 1.9% each year, when compared to 2021.;TA2_Clean, affordable and secure energy;Energy Efficiency in Public Bodies;This target is assigned to the sub-theme "Energy Efficiency in Public Bodies" because it aims to reduce the energy consumption of public bodies, which is a key aspect of energy efficiency.

TA2.22;Member States shall collectively ensure a reduction of energy consumption of at least 11.7% in 2030 compared to the projections of the 2020 EU Reference Scenario so that the Union’s final energy consumption amounts to no more than 763 Mtoe.;TA2_Clean, affordable and secure energy;Energy Consumption Reduction;This target is assigned to the sub-theme "Energy Consumption Reduction" because it aims to reduce the overall energy consumption of the EU, which is a key aspect of energy efficiency.

TA2.28;Reduce buildings’ energy consumption for heating and cooling by 18% compared to 2015 levels by 2030;TA2_Clean, affordable and secure energy;Building Energy Efficiency;This target is assigned to the sub-theme "Building Energy Efficiency" because it aims to reduce the energy consumption of buildings, which is a key aspect of energy efficiency.

TA2.33;The national measures will have to ensure that at least 55% of the decrease of the average primary energy use is achieved through the renovation of the worst-performing buildings.;TA2_Clean, affordable and secure energy;Building Renovation;This target is assigned to the sub-theme "Building Renovation" because it aims to renovate buildings to improve their energy efficiency, which is a key aspect of this sub-theme.

TA2.38;Cumulative EU offshore goals of installed capacity: 60 GW by 2030 and 300 GW by 2050;TA2_Clean, affordable and secure energy;Offshore Renewable Energy;This target is assigned to the sub-theme "Offshore Renewable Energy" because it specifically mentions the installation of offshore renewable energy capacity, which is a key aspect of this sub-theme.

TA3.1;Halve the amount of residual (non-recycled) municipal waste by 2030;TA3_Industrial strategy for a clean and circular economy;Waste Reduction;This target is assigned to the sub-theme "Waste Reduction" because it aims to reduce the amount of municipal waste, which is a key aspect of waste management.

TA3.12;By 2030, manufacturing capacity in the Union of the strategic net-zero technologies listed in the Annex approaches or reaches a benchmark of at least 40% of the Union’s annual deployment needs.;TA3_Industrial strategy for a clean and circular economy;Net-Zero Technologies;This target is assigned to the sub-theme "Net-Zero Technologies" because it aims to increase the manufacturing capacity of net-zero technologies, which is a key aspect of this sub-theme.

TA3.19;Any natural or legal person that places on the market products incorporating portable batteries shall ensure that those batteries are readily removable and replaceable by the end-user at any time during the lifetime of the product.;TA3_Industrial strategy for a clean and circular economy;Sustainable Product Design;This target is assigned to the sub-theme "Sustainable Product Design" because it aims to ensure that products are designed with sustainability in mind, which is a key aspect of this sub-theme.

TA3.22;All recycling shall achieve at least the following targets for recovery of materials: - No later than 31 December 2027, 90% for cobalt, copper, lead, nickel, - No later than 31 December 2031, 95% for cobalt, copper, lead, nickel,;TA3_Industrial strategy for a clean and circular economy;Recycling Targets;This target is assigned to the sub-theme "Recycling Targets" because it sets specific targets for the recovery of materials through recycling, which is a key aspect of waste management.

