TA4.3;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall be reduced, compared to the reference value (91.16 gCO2e/MJ) by: 2% from 1 January 2025, 6% from 1 January 2030, 14.5% from 1 January 2035, 31% from 1 January 2040, 62% from 1 January 2045, 80% from 1 January 2050. Regulation (EU) 2023/1805;TA4_Sustainable and smart mobility;Reducing Greenhouse Gas Emissions;This target is assigned to the sub-theme "Reducing Greenhouse Gas Emissions" because it aims to decrease the GHG intensity of energy used on board ships.
TA3.8;By 2030, Union extraction capacity should be able of extracting the ores, minerals or concentrates needed to produce at least 10% of the Union’s annual consumption of strategic raw materials, to the extent possible in light of the Union’s reserves. Regulation (EU) 2024/1252;TA3_Industrial strategy for a clean and circular economy;Extracting Strategic Raw Materials;This target is assigned to the sub-theme "Extracting Strategic Raw Materials" because it focuses on increasing the Union's extraction capacity for strategic raw materials.
TA2.17;A target of 15% electricity interconnection for 2030 RED III (Directive (EU) 2023/2413);TA2_Clean, affordable and secure energy;Increasing Electricity Interconnection;This target is assigned to the sub-theme "Increasing Electricity Interconnection" because it sets a target for electricity interconnection among EU countries.
TA1.9;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005 (increasing the linear emissions reduction factor from 2.2% per year up to 4.4%), by 2030 Directive (EU) 2023/959;TA1_Climate ambition;Enhancing Emission Trading;This target is assigned to the sub-theme "Enhancing Emission Trading" because it aims to increase the ambition of the EU Emission Trading System.
TA6.36;(urban ecosystems) By 2030, Member States shall ensure that there is no net loss in the total national area of urban green space, and of urban tree canopy cover in urban ecosystem areas. Member States may exclude from that total national area the urban ecosystem areas in which the share of urban green space in the urban centres and urban clusters exceeds 45% and the share of urban tree canopy cover therein exceeds 10%. 'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Preserving Urban Ecosystems;This target is assigned to the sub-theme "Preserving Urban Ecosystems" because it focuses on maintaining urban green spaces and tree canopy cover.
TA3.16;Producers of portable batteries or, where appointed in accordance with Article 57(1), producer responsibility organisations, shall attain, and maintain durably, at least the following collection targets for waste portable batteries: - 45% by 31 December 2023, - 63% by 31 December 2027, - 73% by 31 December 2030. Regulation (EU) 2023/1542;TA3_Industrial strategy for a clean and circular economy;Collecting Waste Batteries;This target is assigned to the sub-theme "Collecting Waste Batteries" because it sets collection targets for waste portable batteries.
TA5.35;Preparedness, shock resilience, adaptation and transformation: Strengthen the resilience of the EU food system. Build up resilience to climate change, possible future diseases and pandemics. Increasing the sustainability of food producers will ultimately increase their resilience.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Enhancing Food System Resilience;This target is assigned to the sub-theme "Enhancing Food System Resilience" because it aims to strengthen the EU food system's resilience to various challenges.
TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;TA7_Towards a zero-pollution ambition for a toxic free environment;Reducing Chemical Pesticides;This target is assigned to the sub-theme "Reducing Chemical Pesticides" because it focuses on decreasing the use of chemical pesticides to improve soil quality.
TA2.25;Reduce buildings’ final energy consumption by 14. A Renovation Wave for Europe;TA2_Clean, affordable and secure energy;Reducing Building Energy Consumption;This target is assigned to the sub-theme "Reducing Building Energy Consumption" because it aims to decrease the final energy consumption of buildings.
TA5.23;Employment and working conditions: Create new job opportunities. Improve working conditions, ensure occupation health and safety.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Improving Working Conditions;This target is assigned to the sub-theme "Improving Working Conditions" because it focuses on creating new job opportunities and enhancing working conditions.
