TA3.51;The contribution of waste management operators to achieve recycling of plastics;TA2.13;-;The implementation of TA3.51 may lead to an increase in the recycling of plastics, which could reduce the amount of plastic waste in landfills and incinerators, thereby decreasing greenhouse gas emissions and contributing to the achievement of TA2.13's target of reducing emissions from the transport sector.
TA4.3;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall be reduced;TA2.17;+;The reduction of GHG emissions from shipping, as targeted by TA4.3, may contribute to the achievement of TA2.17's target of increasing the share of renewable energy in the electricity mix, as the shipping sector's transition to cleaner energy sources could lead to an increase in the overall share of renewable energy.
TA4.5;Aviation fuel suppliers shall ensure that Sustainable Aviation Fuel (SAF) made available to aircraft operators at each Union airport will be at least 2% from 2025;TA2.13;+;The implementation of TA4.5 may lead to a reduction in greenhouse gas emissions from the aviation sector, which could contribute to the achievement of TA2.13's target of reducing emissions from the transport sector.
TA4.6;Of the SAF targets reported above, synthetic aviation fuels should represent a minimum share of 1.2% from 2030;TA4.5;+;The target of TA4.6 is closely related to TA4.5, as it specifies the share of synthetic aviation fuels within the overall SAF target, and its achievement may depend on the progress made towards TA4.5.
TA4.7;Each Member State shall set an obligation on fuel suppliers to ensure that the combined share of advanced biofuels and biogas produced from the feedstock listed in Part A of Annex IX and of renewable fuels of non-biological origin in the energy supplied to the transport sector is at least 1% in 2025;TA2.13;+;The implementation of TA4.7 may lead to an increase in the use of renewable fuels in the transport sector, which could contribute to the achievement of TA2.13's target of reducing emissions from the transport sector.
TA4.8;Member States with maritime ports shall endeavour to ensure that as of 2030 the share of renewable fuels of non-biological origin (RFNBOs) in the total amount of energy supplied to the maritime transport sector is at least 1.2%;TA2.17;+;The target of TA4.8 may contribute to the achievement of TA2.17's target of increasing the share of renewable energy in the electricity mix, as the maritime transport sector's transition to cleaner energy sources could lead to an increase in the overall share of renewable energy.
TA4.9;Cut the emissions of transport sector by 90% by 2050 relative to 1990;TA2.13;+;The implementation of TA4.9 may lead to a significant reduction in greenhouse gas emissions from the transport sector, which could contribute to the achievement of TA2.13's target of reducing emissions from the transport sector.
TA4.10;Each Member State shall ensure that at least 3% of the total floor area of heated and/or cooled buildings that are owned by public bodies is renovated each year to be transformed into at least nearly zero-energy buildings or zero-emission buildings;TA2.14;+;The renovation of public buildings, as targeted by TA4.10, may lead to a reduction in energy consumption and greenhouse gas emissions from the building sector, which could contribute to the achievement of TA2.14's target of increasing the share of renewable energy in the heating and cooling sector.
TA4.11;Reduce the average door-to-door cost of combined transport operations by at least 10% within 7 years;TA4.9;-;The implementation of TA4.11 may lead to an increase in the efficiency of transport operations, but it may not necessarily lead to a reduction in greenhouse gas emissions, which could negatively impact the achievement of TA4.9's target of cutting transport sector emissions by 90% by 2050.
TA4.13;For urban buses, manufacturers shall comply with the 90% minimum shares in their fleet of new heavy-duty vehicles;TA4.9;+;The implementation of TA4.13 may lead to an increase in the use of low-emission vehicles in urban areas, which could contribute to the achievement of TA4.9's target of cutting transport sector emissions by 90% by 2050.
