TA2.11;The amount of renewable fuels and renewable electricity supplied to the transport sector leads to a: (i) share of renewable energy within the final consumption of energy in the transport sector of at least 29 % by 2030; or (ii) GHG intensity reduction of at least 14.5 % by 2030, compared to the baseline set out in Article 27(1), in accordance with an indicative trajectory set by the Member State.;TA3.1;+;The implementation of TA2.11 is likely to have a positive impact on TA3.1, as the increased use of renewable fuels and electricity in the transport sector can lead to a reduction in greenhouse gas emissions, which in turn can help reduce pollution and promote a healthier environment, ultimately contributing to the goal of halving the amount of residual municipal waste by 2030.;The connection between these two targets is based on the idea that reducing emissions in one sector can have a positive impact on other environmental goals, such as waste reduction.

TA2.13;The share of renewable energy in the electricity mix should double to 55-60%, and projections show a share of around 84% by 2050.;TA3.8;+;The implementation of TA2.13 is likely to have a positive impact on TA3.8, as the increased share of renewable energy in the electricity mix can lead to a reduction in the EU's extraction capacity needs, thereby promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that increasing renewable energy production can reduce the demand for primary materials, leading to a more circular economy.

TA2.14;Each Member State shall increase the share of renewable energy in the heating and cooling sector by at least 0.8 percentage points as an annual average calculated for the period 2021 to 2025 and by at least 1.1 percentage points as an annual average calculated for the period 2026 to 2030.;TA3.9;+;The implementation of TA2.14 is likely to have a positive impact on TA3.9, as the increased use of renewable energy in the heating and cooling sector can lead to a reduction in the EU's processing capacity needs, thereby promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that increasing renewable energy production can reduce the demand for primary materials, leading to a more circular economy.

TA2.15;By 2022, achieve 18% of the total increase in the share of energy from renewable sources between that Member State’s binding 2020 national target, and its contribution to the 2030 target of the share of energy from renewable sources in gross final consumption of energy.;TA3.12;-;The implementation of TA2.15 may have a negative impact on TA3.12, as the focus on achieving short-term renewable energy targets may divert attention and resources away from the development of manufacturing capacity for strategic net-zero technologies.;This connection is based on the idea that prioritizing short-term goals may come at the expense of long-term investments in critical technologies.

TA2.16;Member States shall endeavour to increase the share of renewable sources in the amount of energy sources used for final energy and non-energy purposes in the industry sector by an indicative increase of at least 1.6 percentage points as an annual average calculated for the periods 2021 to 2025 and 2026 to 2030.;TA3.13;+;The implementation of TA2.16 is likely to have a positive impact on TA3.13, as the increased use of renewable energy in the industry sector can lead to a reduction in waste generation and promote the development of recycling technologies.;This connection is based on the idea that increasing renewable energy production can reduce the demand for primary materials, leading to a more circular economy.

TA2.17;A target of 15% electricity interconnection for 2030;TA3.15;+;The implementation of TA2.17 is likely to have a positive impact on TA3.15, as increased electricity interconnection can facilitate the exchange of renewable energy between countries, promoting the development of a more integrated and efficient energy system.;This connection is based on the idea that increased interconnection can lead to a more resilient and sustainable energy system.

TA2.21;Member States shall ensure that the total final energy consumption of all public bodies combined is reduced by at least 1.9% each year, when compared to 2021.;TA3.18;-;The implementation of TA2.21 may have a negative impact on TA3.18, as the focus on reducing energy consumption in public bodies may divert attention and resources away from the development of recycling technologies for industrial batteries.;This connection is based on the idea that prioritizing energy efficiency may come at the expense of investments in critical technologies.

TA2.22;Member States shall collectively ensure a reduction of energy consumption of at least 11.7% in 2030 compared to the projections of the 2020 EU Reference Scenario.;TA3.19;+;The implementation of TA2.22 is likely to have a positive impact on TA3.19, as the reduction in energy consumption can lead to a decrease in electronic waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that reducing energy consumption can lead to a reduction in waste generation.

TA2.23;Member States shall make efforts to collectively contribute to the indicative Union primary energy consumption target amounting to no more than 992.5 Mtoe in 2030.;TA3.20;+;The implementation of TA2.23 is likely to have a positive impact on TA3.20, as the reduction in primary energy consumption can lead to a decrease in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that reducing primary energy consumption can lead to a reduction in waste generation.

TA2.24;Each Member State shall ensure that at least 3% of the total floor area of heated and/or cooled buildings that are owned by public bodies is renovated each year to be transformed into at least nearly zero-energy buildings or zero-emission buildings.;TA3.21;+;The implementation of TA2.24 is likely to have a positive impact on TA3.21, as the renovation of public buildings can lead to a reduction in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that reducing waste generation in public buildings can lead to a reduction in waste generation overall.

TA2.25;Reduce buildings’ final energy consumption by 14%;TA3.22;+;The implementation of TA2.25 is likely to have a positive impact on TA3.22, as the reduction in final energy consumption can lead to a decrease in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that reducing energy consumption can lead to a reduction in waste generation.

TA2.26;At least double the annual energy renovation rate of residential and non-residential buildings by 2030 and to foster deep energy renovations.;TA3.23;-;The implementation of TA2.26 may have a negative impact on TA3.23, as the focus on increasing the energy renovation rate may divert attention and resources away from the development of recycling technologies for construction materials.;This connection is based on the idea that prioritizing energy efficiency may come at the expense of investments in critical technologies.

TA2.28;Reduce buildings’ energy consumption for heating and cooling by 18% compared to 2015 levels by 2030;TA3.24;+;The implementation of TA2.28 is likely to have a positive impact on TA3.24, as the reduction in energy consumption can lead to a decrease in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that reducing energy consumption can lead to a reduction in waste generation.

TA2.29;Member states will have to renovate 16% of worst-performing non-residential buildings by 2030 and, by 2033, the worst-performing 26% through minimum energy performance requirements.;TA3.25;+;The implementation of TA2.29 is likely to have a positive impact on TA3.25, as the renovation of non-residential buildings can lead to a reduction in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that reducing waste generation in non-residential buildings can lead to a reduction in waste generation overall.

TA2.33;The national measures will have to ensure that at least 55% of the decrease of the average primary energy use is achieved through the renovation of the worst-performing buildings.;TA3.26;+;The implementation of TA2.33 is likely to have a positive impact on TA3.26, as the renovation of worst-performing buildings can lead to a reduction in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that reducing waste generation in worst-performing buildings can lead to a reduction in waste generation overall.

TA2.34;Member States shall ensure that the average primary energy use of the entire residential building stock decreases by at least 16% compared to 2020 by 2030;TA3.27;+;The implementation of TA2.34 is likely to have a positive impact on TA3.27, as the reduction in primary energy use can lead to a decrease in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that reducing primary energy use can lead to a reduction in waste generation.

TA2.37;By 2030, the share of renewable energy in the electricity mix should double to 55-60%, and projections show a share of around 84% by 2050.;TA2.11;+;The implementation of TA2.37 is likely to have a positive impact on TA2.11, as the increased share of renewable energy in the electricity mix can lead to a reduction in greenhouse gas emissions from the transport sector, promoting the development of renewable fuels and reducing emissions.;This connection is based on the idea that increasing renewable energy production can lead to a reduction in emissions from other sectors.

TA2.38;Cumulative EU offshore goals of installed capacity: 60 GW by 2030 and 300 GW by 2050;TA2.13;+;The implementation of TA2.38 is likely to have a positive impact on TA2.13, as the development of offshore wind energy can lead to an increase in the share of renewable energy in the electricity mix, promoting the development of renewable energy sources and reducing emissions.;This connection is based on the idea that increasing offshore wind energy production can lead to a reduction in emissions from the energy sector.

TA2.39;The strategy sets targets for an installed capacity of at least 1 GW of ocean energy by 2030 and 40 GW by 2050;TA2.14;+;The implementation of TA2.39 is likely to have a positive impact on TA2.14, as the development of ocean energy can lead to an increase in the share of renewable energy in the heating and cooling sector, promoting the development of renewable energy sources and reducing emissions.;This connection is based on the idea that increasing ocean energy production can lead to a reduction in emissions from the heating and cooling sector.

TA2.40;Around 30% of EU primary steel production is expected to be decarbonised on the basis of renewable hydrogen;TA2.16;+;The implementation of TA2.40 is likely to have a positive impact on TA2.16, as the development of renewable hydrogen can lead to a reduction in greenhouse gas emissions from the industry sector, promoting the development of renewable energy sources and reducing emissions.;This connection is based on the idea that increasing renewable hydrogen production can lead to a reduction in emissions from the industry sector.

TA3.1;Halve the amount of residual (non-recycled) municipal waste by 2030;TA2.11;-;The implementation of TA3.1 may have a negative impact on TA2.11, as the focus on reducing municipal waste may divert attention and resources away from the development of renewable fuels for the transport sector.;This connection is based on the idea that prioritizing waste reduction may come at the expense of investments in critical technologies.

TA3.3;Double EU’s circular material use rate in the coming decade;TA2.13;+;The implementation of TA3.3 is likely to have a positive impact on TA2.13, as the increase in circular material use can lead to a reduction in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that increasing circular material use can lead to a reduction in waste generation.

TA3.8;By 2030, Union extraction capacity should be able to extract the ores, minerals or concentrates needed to produce at least 10% of the Union’s annual consumption of strategic raw materials;TA2.16;+;The implementation of TA3.8 is likely to have a positive impact on TA2.16, as the development of extraction capacity can lead to an increase in the share of renewable energy in the industry sector, promoting the development of renewable energy sources and reducing emissions.;This connection is based on the idea that increasing extraction capacity can lead to a reduction in emissions from the industry sector.

TA3.9;By 2030, Union processing capacity, including for all intermediate processing steps, should be able to produce at least 40% of the Union’s annual consumption of strategic raw materials;TA2.14;+;The implementation of TA3.9 is likely to have a positive impact on TA2.14, as the development of processing capacity can lead to an increase in the share of renewable energy in the heating and cooling sector, promoting the development of renewable energy sources and reducing emissions.;This connection is based on the idea that increasing processing capacity can lead to a reduction in emissions from the heating and cooling sector.

TA3.11;Diversify the Union’s imports of strategic raw materials with a view to ensuring that, by 2030, the Union’s annual consumption of each strategic raw material at any relevant stage of processing can rely on imports from several third countries or from overseas countries or territories (OCTs) and that no third country accounts for more than 65% of the Union’s annual consumption of such a strategic raw material;TA2.17;+;The implementation of TA3.11 is likely to have a positive impact on TA2.17, as the diversification of imports can lead to an increase in the security of supply, promoting the development of renewable energy sources and reducing emissions.;This connection is based on the idea that increasing the security of supply can lead to a reduction in emissions from the energy sector.

