TA5.32;Food security: Ensuring food security and access to quality, safe, sustainable, nutritious food for all.;TA6.47;(trees);+;The implementation of TA5.32 is likely to have a positive impact on TA6.47, as ensuring food security and access to sustainable food can contribute to the goal of planting three billion trees by 2030, which can help to achieve food security and sustainable agriculture.
TA5.33;Nutrition and healthy, sustainable diets: Move to healthier and more sustainable diets.;TA6.6;6. The risk and use of chemical pesticides is reduced by 50%, and the use of more hazardous pesticides is reduced by 50%;+;The implementation of TA5.33 is likely to have a positive impact on TA6.6, as moving to healthier and more sustainable diets can reduce the use of chemical pesticides and promote more sustainable agricultural practices.
TA5.34;Health impact of diets: Reversing of the rise in overweight and obesity rates across the EU by 2030.;TA6.6;6. The risk and use of chemical pesticides is reduced by 50%, and the use of more hazardous pesticides is reduced by 50%;+;The implementation of TA5.34 is likely to have a positive impact on TA6.6, as reversing the rise in overweight and obesity rates can contribute to reducing the use of chemical pesticides and promoting healthier diets.
TA6.1;1.a Legally protect a minimum of 30% of the EU’s land area.;TA6.47;(trees);+;The implementation of TA6.1 is likely to have a positive impact on TA6.47, as protecting a minimum of 30% of the EU's land area can contribute to the goal of planting three billion trees by 2030.
TA6.2;1.b Legally protect a minimum of 30% of the EU's sea area.;TA6.10;7. At least 10% of agricultural area is under high-diversity landscape features;+;The implementation of TA6.2 is likely to have a positive impact on TA6.10, as protecting a minimum of 30% of the EU's sea area can contribute to the goal of having at least 10% of agricultural area under high-diversity landscape features.
TA6.3;2.a Strictly protect at least a third of the EU'S protected areas.;TA6.6;6. The risk and use of chemical pesticides is reduced by 50%, and the use of more hazardous pesticides is reduced by 50%;+;The implementation of TA6.3 is likely to have a positive impact on TA6.6, as strictly protecting at least a third of the EU's protected areas can contribute to reducing the use of chemical pesticides and promoting more sustainable agricultural practices.
TA6.4;2b. Strictly protect all remaining EU primary and old-growth forests;TA6.47;(trees);+;The implementation of TA6.4 is likely to have a positive impact on TA6.47, as strictly protecting all remaining EU primary and old-growth forests can contribute to the goal of planting three billion trees by 2030.
TA6.6;6. The risk and use of chemical pesticides is reduced by 50%, and the use of more hazardous pesticides is reduced by 50%;TA5.33;Nutrition and healthy, sustainable diets: Move to healthier and more sustainable diets.;+;The implementation of TA6.6 is likely to have a positive impact on TA5.33, as reducing the use of chemical pesticides can contribute to moving to healthier and more sustainable diets.
TA6.6;6. The risk and use of chemical pesticides is reduced by 50%, and the use of more hazardous pesticides is reduced by 50%;TA5.34;Health impact of diets: Reversing of the rise in overweight and obesity rates across the EU by 2030.;+;The implementation of TA6.6 is likely to have a positive impact on TA5.34, as reducing the use of chemical pesticides can contribute to reversing the rise in overweight and obesity rates.
TA6.10;7. At least 10% of agricultural area is under high-diversity landscape features;TA6.2;1.b Legally protect a minimum of 30% of the EU's sea area.;+;The implementation of TA6.10 is likely to have a positive impact on TA6.2, as having at least 10% of agricultural area under high-diversity landscape features can contribute to protecting a minimum of 30% of the EU's sea area.
TA6.47;(trees);TA5.32;Food security: Ensuring food security and access to quality, safe, sustainable, nutritious food for all.;+;The implementation of TA6.47 is likely to have a positive impact on TA5.32, as planting three billion trees by 2030 can contribute to ensuring food security and access to sustainable food.
TA7.4;The Industrial Emissions Directive (IED) aims at preventing or reducing emissions from large industrial installations and intensive farming into the environment.;TA6.6;6. The risk and use of chemical pesticides is reduced by 50%, and the use of more hazardous pesticides is reduced by 50%;+;The implementation of TA7.4 is likely to have a positive impact on TA6.6, as preventing or reducing emissions from large industrial installations and intensive farming can contribute to reducing the use of chemical pesticides.
TA7.5;The revised Urban Wastewater Treatment Directive (UWWTD) extends the scope of the 1991 UWWTD to improve and maintain access to sanitation for all;TA6.10;7. At least 10% of agricultural area is under high-diversity landscape features;+;The implementation of TA7.5 is likely to have a positive impact on TA6.10, as improving and maintaining access to sanitation for all can contribute to having at least 10% of agricultural area under high-diversity landscape features.
