TA6.29;The contribution of the sectors covered by the EU ETS with respect to the EU Climate ambition should be of -62 % compared to 2005;TA5.12;+;The implementation of TA6.29 is likely to have a positive impact on TA5.12, as reducing greenhouse gas emissions can help preserve biodiversity and promote sustainable agriculture, which in turn can contribute to securing access to a range of quality seeds for plant varieties. This can help adapt to the pressures of climate change and promote sustainable food systems.

TA6.30;The EU should achieve a 30% reduction in greenhouse gas emissions from agriculture by 2030;TA5.14;+;The implementation of TA6.30 is likely to have a positive impact on TA5.14, as reducing food waste and promoting sustainable agriculture can help reduce greenhouse gas emissions and promote a circular economy. This can help reduce the environmental impact of food production and consumption.

TA6.31;The EU should restore at least 20% of degraded habitats by 2030;TA5.17;+;The implementation of TA6.31 is likely to have a positive impact on TA5.17, as restoring habitats can help promote biodiversity and support the development of sustainable and resilient food systems. This can help improve the economic viability of farming and promote fair income distribution.

TA6.32;The EU should promote the use of organic farming and reduce the use of chemical pesticides;TA5.16;+;The implementation of TA6.32 is likely to have a positive impact on TA5.16, as promoting organic farming and reducing chemical pesticides can help improve income distribution and promote fair prices for farmers. This can help support the development of sustainable and resilient food systems.

TA6.33;The EU should protect and restore marine ecosystems;TA5.20;+;The implementation of TA6.33 is likely to have a positive impact on TA5.20, as protecting and restoring marine ecosystems can help promote sustainable fishing practices and support the development of resilient food systems. This can help improve food security and promote sustainable livelihoods.

TA6.34;The EU should improve the health and well-being of citizens by reducing air pollution;TA5.21;+;The implementation of TA6.34 is likely to have a positive impact on TA5.21, as reducing air pollution can help improve public health and promote sustainable transportation systems. This can help support the development of resilient and sustainable food systems.

TA6.35;The EU should promote sustainable and healthy diets;TA5.29;+;The implementation of TA6.35 is likely to have a positive impact on TA5.29, as promoting sustainable and healthy diets can help reduce the environmental impact of food production and consumption. This can help support the development of resilient and sustainable food systems.

TA6.36;The EU should reduce waste and promote recycling;TA5.22;+;The implementation of TA6.36 is likely to have a positive impact on TA5.22, as reducing waste and promoting recycling can help support the development of circular economy practices. This can help reduce the environmental impact of food production and consumption.

TA6.37;The EU should promote sustainable urban planning and reduce the urban-rural divide;TA5.23;+;The implementation of TA6.37 is likely to have a positive impact on TA5.23, as promoting sustainable urban planning can help reduce the urban-rural divide and support the development of resilient and sustainable food systems. This can help improve food security and promote sustainable livelihoods.

TA6.38;The EU should protect and restore natural habitats;TA5.24;+;The implementation of TA6.38 is likely to have a positive impact on TA5.24, as protecting and restoring natural habitats can help promote biodiversity and support the development of sustainable and resilient food systems. This can help improve the economic viability of farming and promote fair income distribution.

TA6.39;The EU should reduce the use of chemical pesticides and promote integrated pest management;TA5.25;+;The implementation of TA6.39 is likely to have a positive impact on TA5.25, as reducing the use of chemical pesticides can help promote sustainable agriculture and support the development of resilient food systems. This can help improve public health and promote sustainable livelihoods.

TA6.40;The EU should promote the use of renewable energy and reduce greenhouse gas emissions;TA5.26;+;The implementation of TA6.40 is likely to have a positive impact on TA5.26, as promoting the use of renewable energy can help reduce greenhouse gas emissions and support the development of sustainable and resilient food systems. This can help improve food security and promote sustainable livelihoods.

TA6.41;The EU should protect and restore marine ecosystems;TA5.27;+;The implementation of TA6.41 is likely to have a positive impact on TA5.27, as protecting and restoring marine ecosystems can help promote sustainable fishing practices and support the development of resilient food systems. This can help improve food security and promote sustainable livelihoods.

TA6.42;The EU should promote sustainable and healthy diets;TA5.28;+;The implementation of TA6.42 is likely to have a positive impact on TA5.28, as promoting sustainable and healthy diets can help reduce the environmental impact of food production and consumption. This can help support the development of resilient and sustainable food systems.

TA6.43;The EU should reduce waste and promote recycling;TA5.29;+;The implementation of TA6.43 is likely to have a positive impact on TA5.29, as reducing waste and promoting recycling can help support the development of circular economy practices. This can help reduce the environmental impact of food production and consumption.

TA6.44;The EU should promote sustainable urban planning and reduce the urban-rural divide;TA5.30;+;The implementation of TA6.44 is likely to have a positive impact on TA5.30, as promoting sustainable urban planning can help reduce the urban-rural divide and support the development of resilient and sustainable food systems. This can help improve food security and promote sustainable livelihoods.

TA5.12;Securing and ensuring access to a range of quality seeds for plant varieties in order to adapt to the pressures of climate change.;TA6.29;-;The implementation of TA5.12 may have a negative impact on TA6.29, as the increased demand for quality seeds may lead to increased land use and greenhouse gas emissions, potentially conflicting with the goal of reducing emissions from land use.

TA5.14;Reduce food waste.;TA6.30;-;The implementation of TA5.14 may have a negative impact on TA6.30, as reducing food waste may lead to increased food production and consumption, potentially conflicting with the goal of reducing greenhouse gas emissions from agriculture.

TA5.16;Income distribution.;TA6.32;-;The implementation of TA5.16 may have a negative impact on TA6.32, as the focus on income distribution may lead to increased costs for farmers and reduced competitiveness, potentially conflicting with the goal of promoting organic farming and reducing chemical pesticides.

TA5.17;Help farmers and fishers to strengthen their position in the supply chain.;TA6.33;-;The implementation of TA5.17 may have a negative impact on TA6.33, as the focus on strengthening the position of farmers and fishers may lead to increased fishing and agricultural activities, potentially conflicting with the goal of protecting and restoring marine ecosystems.

TA5.20;Preserve the price affordability of food.;TA6.34;-;The implementation of TA5.20 may have a negative impact on TA6.34, as the focus on preserving price affordability may lead to increased food production and consumption, potentially conflicting with the goal of reducing air pollution and promoting sustainable transportation systems.

