TA2.41;TA2.41;TA4.1;TA4.1;+;1;The implementation of TA2.41, which aims to achieve cumulative end-use energy savings, may have a positive impact on TA4.1, which targets the production of sustainable biomethane. By reducing energy consumption, TA2.41 can lead to increased availability of biomass for biomethane production, thus supporting the achievement of TA4.1.; 
TA2.21;TA2.21;TA4.7;TA4.7;+;1;The implementation of TA2.21, which aims to reduce the total final energy consumption of public bodies, may have a positive impact on TA4.7, which sets an obligation on fuel suppliers to ensure a combined share of advanced biofuels and biogas. By reducing energy consumption, TA2.21 can lead to increased demand for alternative fuels, thus supporting the achievement of TA4.7.; 
TA2.22;TA2.22;TA4.18;TA4.18;-;1;The implementation of TA2.22, which aims to reduce energy consumption, may have a negative impact on TA4.18, which limits the share of biofuels and biogas produced from certain feedstocks. By reducing energy consumption, TA2.22 may lead to decreased production of biofuels and biogas, thus hindering the achievement of TA4.18.; 
TA2.25;TA2.25;TA4.5;TA4.5;-;1;The implementation of TA2.25, which aims to reduce buildings' final energy consumption, may have a negative impact on TA4.5, which targets the use of Sustainable Aviation Fuels (SAF). By reducing energy consumption, TA2.25 may lead to decreased demand for SAF, thus hindering the achievement of TA4.5.; 
TA2.26;TA2.26;TA4.19;TA4.19;+;1;The implementation of TA2.26, which aims to double the annual energy renovation rate of residential and non-residential buildings, may have a positive impact on TA4.19, which targets the provision of electricity supply to stationary aircraft. By increasing the renovation rate, TA2.26 can lead to increased adoption of energy-efficient technologies, thus supporting the achievement of TA4.19.; 
TA2.40;TA2.40;TA4.32;TA4.32;+;1;The implementation of TA2.40, which aims to decarbonize primary steel production, may have a positive impact on TA4.32, which targets the deployment of shore-side electricity supply to inland waterway vessels. By promoting the use of renewable hydrogen, TA2.40 can support the achievement of TA4.32.; 
TA2.17;TA2.17;TA4.33;TA4.33;+;1;The implementation of TA2.17, which aims to achieve a target of 15% electricity interconnection, may have a positive impact on TA4.33, which targets the deployment of shore-side electricity supply to inland waterway vessels. By increasing electricity interconnection, TA2.17 can support the achievement of TA4.33.; 
TA2.10;TA2.10;TA4.25;TA4.25;+;2;The implementation of TA2.10, which sets an indicative target for innovative renewable energy technology, may have a positive impact on TA4.25, which targets the power output of publicly accessible recharging stations. By promoting innovative renewable energy technologies, TA2.10 can support the achievement of TA4.25.; 
TA2.37;TA2.37;TA4.30;TA4.30;+;1;The implementation of TA2.37, which aims to increase the share of renewable energy in the electricity mix, may have a positive impact on TA4.30, which targets the deployment of publicly accessible hydrogen refuelling stations. By increasing the share of renewable energy, TA2.37 can support the achievement of TA4.30.; 
TA2.14;TA2.14;TA4.6;TA4.6;+;1;The implementation of TA2.14, which aims to increase the share of renewable energy in the heating and cooling sector, may have a positive impact on TA4.6, which targets the share of synthetic aviation fuels. By increasing the share of renewable energy, TA2.14 can support the achievement of TA4.6.; 
TA2.9;TA2.9;TA4.9;TA4.9;+;2;The implementation of TA2.9, which aims to increase the share of energy from renewable sources, may have a positive impact on TA4.9, which targets the reduction of emissions from the transport sector. By increasing the share of renewable energy, TA2.9 can support the achievement of TA4.9.; 
TA2.2;TA2.2;TA4.13;TA4.13;+;1;The implementation of TA2.2, which aims to set up renewables-based energy communities, may have a positive impact on TA4.13, which targets the minimum shares of new heavy-duty vehicles. By promoting the use of renewable energy, TA2.2 can support the achievement of TA4.13.; 
TA2.4;TA2.4;TA4.20;TA4.20;-;1;The implementation of TA2.4, which aims to double the current deployment rate of individual heat pumps, may have a negative impact on TA4.20, which targets the installation of renewable hydrogen electrolysers. By promoting the use of heat pumps, TA2.4 may lead to decreased demand for renewable hydrogen, thus hindering the achievement of TA4.20.; 
TA2.5;TA2.5;TA4.11;TA4.11;+;1;The implementation of TA2.5, which aims to bring online solar photovoltaic capacity, may have a positive impact on TA4.11, which targets the reduction of the average door-to-door cost of combined transport operations. By increasing the availability of renewable energy, TA2.5 can support the achievement of TA4.11.; 
TA2.7;TA2.7;TA4.27;TA4.27;+;1;The implementation of TA2.7, which aims to install solar photovoltaic capacity, may have a positive impact on TA4.27, which targets the deployment of publicly accessible recharging points for heavy-duty electric vehicles. By increasing the availability of renewable energy, TA2.7 can support the achievement of TA4.27.; 
TA2.3;TA2.3;TA4.31;TA4.31;+;1;The implementation of TA2.3, which aims to ensure the contribution of renewable fuels of non-biological origin, may have a positive impact on TA4.31, which targets the deployment of publicly accessible hydrogen refuelling stations with a total capacity of at least 1 tonne per day. By promoting the use of renewable fuels, TA2.3 can support the achievement of TA4.31.; 
TA2.1;TA2.1;TA4.55;TA4.55;+;1;The implementation of TA2.1, which aims to set a target for domestic renewable hydrogen production and imports, may have a positive impact on TA4.55, which targets zero-emission in urban logistics. By increasing the availability of renewable hydrogen, TA2.1 can support the achievement of TA4.55.
