TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA7.9;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;+2;Reinforcing;The reduction of GHG emissions will contribute to improving air quality, as it will lead to a decrease in the emissions of air pollutants, thus reducing the number of premature deaths caused by air pollution.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA7.13;Reduce by 25% the EU ecosystems where air pollution threatens biodiversity, by 2030;+2;Reinforcing;The reduction of GHG emissions will also contribute to reducing the EU ecosystems where air pollution threatens biodiversity, as it will lead to a decrease in the emissions of air pollutants, thus protecting biodiversity.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;+2;Reinforcing;The reduction of GHG emissions will contribute to improving soil quality, as it will lead to a decrease in the use of chemical pesticides, thus reducing soil pollution.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA7.8;Improve soil quality by reducing nutrient losses use by 50%, by 2030;+2;Reinforcing;The reduction of GHG emissions will also contribute to improving soil quality, as it will lead to a decrease in nutrient losses, thus reducing soil degradation.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA7.15;Having all soils in healthy condition by 2050;+2;Reinforcing;The reduction of GHG emissions will contribute to having all soils in healthy condition, as it will lead to a decrease in soil degradation and pollution, thus protecting soil health.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+2;Reinforcing;The reduction of GHG emissions will also contribute to improving water quality, as it will lead to a decrease in waste and plastic litter, thus reducing water pollution.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA7.11;Improve water quality by reducing microplastics released into the environment (by 30%);+2;Reinforcing;The reduction of GHG emissions will contribute to improving water quality, as it will lead to a decrease in microplastics released into the environment, thus reducing water pollution.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA7.16;By means of an updated and harmonised list of pollutants affecting surface and groundwater, updated existing quality standards, new monitoring requirements, improved and more accessible data, and a more flexible framework for addressing pollutants of emerging concerns;+2;Reinforcing;The reduction of GHG emissions will also contribute to improving water quality, as it will lead to a decrease in pollutants released into the environment, thus reducing water pollution.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA7.14;Reduce the share of people chronically disturbed by transport noise by 30%, by 2030;+2;Reinforcing;The reduction of GHG emissions will contribute to reducing the share of people chronically disturbed by transport noise, as it will lead to a decrease in transport emissions, thus reducing noise pollution.
TA1.8;Reach energy neutrality in the wastewater treatment sector by 2045.;TA7.9;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;+1;Enabling;Reaching energy neutrality in the wastewater treatment sector will enable the improvement of air quality, as it will lead to a decrease in energy consumption and emissions, thus reducing air pollution.
TA1.9;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;TA7.13;Reduce by 25% the EU ecosystems where air pollution threatens biodiversity, by 2030;+2;Reinforcing;The EU ETS will contribute to reducing the EU ecosystems where air pollution threatens biodiversity, as it will lead to a decrease in emissions of air pollutants, thus protecting biodiversity.
TA1.11;ESR. Increased national targets in line with an EU- wide reduction of 40% in the ESR sectors compared to 2005;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;+2;Reinforcing;The ESR will contribute to improving soil quality, as it will lead to a decrease in the use of chemical pesticides, thus reducing soil pollution.
TA1.13;No debit rule. For the period from 2021 to 2025, each Member State shall ensure that greenhouse gas emissions from the sector do not exceed greenhouse gas removals;TA7.15;Having all soils in healthy condition by 2050;+2;Reinforcing;The no debit rule will contribute to having all soils in healthy condition, as it will lead to a decrease in soil degradation and pollution, thus protecting soil health.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA7.4;The Industrial Emissions Directive (IED) aims at preventing or reducing emissions from large industrial installations and intensive farming into the environment.;+1;Enabling;The reduction of GHG emissions will enable the prevention or reduction of emissions from large industrial installations and intensive farming, thus reducing pollution.
TA1.7;Reduce methane emissions by 35 to 37% compared to 2005 levels, by 2030;TA7.9;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;+2;Reinforcing;The reduction of methane emissions will contribute to improving air quality, as it will lead to a decrease in emissions of air pollutants, thus reducing air pollution.
TA1.15;Reduce buildings’ greenhouse gas emissions by 60%, by 2030;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+1;Enabling;Reducing buildings' greenhouse gas emissions will enable the improvement of water quality, as it will lead to a decrease in energy consumption and emissions, thus reducing waste and plastic litter.
TA1.10;ETS2. Contribution of the buildings and road transport sectors of 43% emission reductions by 2030 compared to 2005;TA7.11;Improve water quality by reducing microplastics released into the environment (by 30%);+1;Enabling;The ETS2 will enable the improvement of water quality, as it will lead to a decrease in microplastics released into the environment, thus reducing water pollution.
