TA6.1;1.a Legally protect a minimum of 30% of the EU’s land area;TA7.9;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;+;2;The protection of 30% of the EU's land area will likely lead to a reduction in air pollution, as natural habitats can act as air purifiers, thereby contributing to improved air quality and a decrease in premature deaths caused by air pollution.
;;;;;;
TA6.14;12. There is a 50% reduction in the number of Red List species threatened by Invasive Alien Species (IAS);TA7.13;Reduce by 25% the EU ecosystems where air pollution threatens biodiversity, by 2030;+;2;Reducing the number of Red List species threatened by IAS will likely contribute to a decrease in air pollution, as IAS can exacerbate air pollution, and thus, a reduction in IAS will lead to improved ecosystem health and biodiversity, which in turn will reduce the number of ecosystems threatened by air pollution.
;;;;;;
TA6.3;2.a Strictly protect at least a third of the EU'S protected areas;TA7.5;The revised Urban Wastewater Treatment Directive (UWWTD) extends the scope of the 1991 UWWTD;+;1;Strictly protecting at least a third of the EU's protected areas will likely lead to improved wastewater treatment, as protected areas can include wetlands that help to filter and purify wastewater, thereby contributing to improved water quality.
;;;;;;
TA6.8;5. The decline of pollinators is reversed;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+;1;Reversing the decline of pollinators will likely contribute to improved water quality, as pollinators play a crucial role in maintaining ecosystem health, and healthy ecosystems are essential for maintaining good water quality and reducing plastic litter.
;;;;;;
TA6.33;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures for the terrestrial, coastal and freshwater habitats of the species listed in Annexes II, IV and V;TA7.15;Having all soils in healthy condition by 2050;+;2;Restoring terrestrial, coastal, and freshwater ecosystems will likely contribute to improved soil health, as these ecosystems play a crucial role in maintaining soil quality and fertility, and thus, will help to achieve the target of having all soils in healthy condition by 2050.
;;;;;;
TA6.40;(pollinator) Member States shall, by putting in place in a timely manner appropriate and effective measures, improve pollinator diversity and reverse the decline of pollinator populations;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;+;2;Improving pollinator diversity and reversing the decline of pollinator populations will likely contribute to improved soil quality, as pollinators play a crucial role in maintaining ecosystem health, and reducing chemical pesticide use will help to protect pollinators and improve soil quality.
;;;;;;
TA6.2;1.b Legally protect a minimum of 30% of the EU's sea area;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+;2;Protecting 30% of the EU's sea area will likely contribute to improved water quality, as marine protected areas can help to reduce plastic litter and improve the overall health of marine ecosystems, which in turn will contribute to improved water quality.
;;;;;;
TA6.28;In accordance with the CFP, it is crucial to continue and accelerate the work of rebuilding and keeping fish stocks above MSY levels;TA7.14;Reduce the share of people chronically disturbed by transport noise by 30%, by 2030;-;1;Rebuilding and keeping fish stocks above MSY levels may lead to increased fishing activities, which could lead to increased transport noise, thereby counteracting efforts to reduce the share of people chronically disturbed by transport noise.
;;;;;;
