TA3.3;Double EU’s circular material use rate in the coming decade;TA7.9;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;2;The implementation of TA3.3 could reinforce TA7.9 by reducing pollution from waste management and increasing the use of recycled materials, thus improving air quality and reducing premature deaths.;The connection between these two targets is based on the fact that improving air quality is closely linked to reducing pollution, and increasing the circular material use rate can lead to a reduction in waste and pollution, which in turn can improve air quality.
TA3.13;By 2030, Union recycling capacity, including for all intermediate recycling steps, should be able of producing at least 25% of the Union’s annual consumption of strategic raw materials;TA7.4;The Industrial Emissions Directive (IED) aims at preventing or reducing emissions from large industrial installations and intensive farming into the environment.;1;The implementation of TA3.13 could enable TA7.4 by increasing the recycling capacity for strategic raw materials, which can lead to a reduction in emissions from industrial activities.;The connection between these two targets is based on the fact that increasing recycling capacity can lead to a reduction in the need for primary raw materials, which can reduce emissions from industrial activities.
TA3.15;Producers of starting, lighting and ignition batteries, industrial batteries and electric vehicle batteries or, where appointed in accordance with Article 57(1), producer responsibility organisations, shall take back, free of charge and without an obligation on the end-user to buy a new battery;TA7.5;The revised Urban Wastewater Treatment Directive (UWWTD) extends the scope of the 1991 UWWTD;1;The implementation of TA3.15 could enable TA7.5 by increasing the collection and recycling of batteries, which can lead to a reduction in pollution in water bodies.;The connection between these two targets is based on the fact that proper waste management of batteries can prevent pollution in water bodies, which is closely linked to the revised UWWTD.
TA3.16;Producers of portable batteries or, where appointed in accordance with Article 57(1), producer responsibility organisations, shall attain, and maintain durably, at least the following collection targets for waste portable batteries;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);1;The implementation of TA3.16 could enable TA7.10 by increasing the collection and recycling of portable batteries, which can lead to a reduction in plastic litter at sea.;The connection between these two targets is based on the fact that reducing waste from portable batteries can contribute to reducing plastic litter at sea.
TA3.17;Producers of LMT batteries or, where appointed in accordance with Article 57(1), producer responsibility organisations, shall attain, and maintain durably, at least the following collection targets of waste LMT batteries;TA7.11;Improve water quality by reducing microplastics released into the environment (by 30%);1;The implementation of TA3.17 could enable TA7.11 by increasing the collection and recycling of LMT batteries, which can lead to a reduction in microplastics released into the environment.;The connection between these two targets is based on the fact that reducing waste from LMT batteries can contribute to reducing microplastics in the environment.
TA3.18;For industrial batteries with a capacity greater than 2kWh, except those with exclusively external storage, electric vehicle batteries and starting, lighting and ignition batteries that contain cobalt, lead, lithium or nickel in active materials, the minimum recycled content percentage for each battery model per year and per manufacturing plant shall be;TA7.14;Reduce the share of people chronically disturbed by transport noise by 30%, by 2030;-1;The implementation of TA3.18 could constrain TA7.14 by increasing the use of recycled materials in battery production, which may lead to increased noise pollution from transport activities.;The connection between these two targets is based on the fact that increasing the use of recycled materials in battery production may lead to increased transport activities, which can increase noise pollution.
TA3.19;Any natural or legal person that places on the market products incorporating portable batteries shall ensure that those batteries are readily removable and replaceable by the end-user at any time during the lifetime of the product;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;1;The implementation of TA3.19 could enable TA7.6 by promoting the use of sustainable and environmentally-friendly products, which can lead to a reduction in chemical pesticides use.;The connection between these two targets is based on the fact that promoting sustainable products can contribute to reducing chemical pesticides use.
TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025- 75% by average weight of lead-acid batteries- 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteriesNo later than 31 December 2030- 80% by average weight of lead-acid batteries Regulation (EU) 2023/1542;TA7.8;Improve soil quality by reducing nutrient losses use by 50%, by 2030;1;The implementation of TA3.20 could enable TA7.8 by increasing the recycling efficiency of waste batteries, which can lead to a reduction in nutrient losses.;The connection between these two targets is based on the fact that increasing recycling efficiency can contribute to reducing nutrient losses.
TA3.21;Recycling shall achieve at least the following targets for recycling efficiency:- No later than 31 December 2025, 65% by average weight of lithium-based batteries- No later than 31 December 2030, 70% by average weight of lithium-based batteries.Regulation (EU) 2023/1542;TA7.15;Having all soils in healthy condition by 2050;2;The implementation of TA3.21 could reinforce TA7.15 by increasing the recycling efficiency of lithium-based batteries, which can lead to a reduction in pollution and improvement of soil health.;The connection between these two targets is based on the fact that improving recycling efficiency can contribute to reducing pollution and improving soil health.
TA3.22;All recycling shall achieve at least the following targets for recovery of materials:- No later than 31 December 2027, 90% for cobalt, copper, lead, nickel- No later than 31 December 2031, 95% for cobalt, copper, lead, nickelRegulation (EU) 2023/1542;TA7.4;The Industrial Emissions Directive (IED) aims at preventing or reducing emissions from large industrial installations and intensive farming into the environment.;1;The implementation of TA3.22 could enable TA7.4 by increasing the recovery of materials from recycling, which can lead to a reduction in emissions from industrial activities.;The connection between these two targets is based on the fact that increasing material recovery can contribute to reducing emissions from industrial activities.
TA3.23;All recycling shall achieve at least the following targets for recovery of materials, 50% for lithium, no later than 31 December 2027 and 80% for lithium no later than 31 December 2031.Regulation (EU) 2023/1542;TA7.5;The revised Urban Wastewater Treatment Directive (UWWTD) extends the scope of the 1991 UWWTD;1;The implementation of TA3.23 could enable TA7.5 by increasing the recovery of lithium, which can lead to a reduction in pollution in water bodies.;The connection between these two targets is based on the fact that increasing lithium recovery can contribute to reducing pollution in water bodies.
TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);1;The implementation of TA3.30 could enable TA7.10 by reducing packaging waste, which can lead to a reduction in plastic litter at sea.;The connection between these two targets is based on the fact that reducing packaging waste can contribute to reducing plastic litter at sea.
TA3.31;Member States shall take the necessary measures to attain the recycling targets of 65% by weight of all packaging waste generated by 31 December 2025, and of 70% by weight of all packaging waste generated by 31 December 2030. Proposal on packaging and packaging waste;TA7.11;Improve water quality by reducing microplastics released into the environment (by 30%);1;The implementation of TA3.31 could enable TA7.11 by increasing the recycling of packaging waste, which can lead to a reduction in microplastics released into the environment.;The connection between these two targets is based on the fact that increasing recycling of packaging waste can contribute to reducing microplastics in the environment.
TA3.33;Member States shall take the necessary measures to attain a recycling target of 25% of wood by weight of wood contained in packaging waste generated by 31 December 2025 and of 30% by 31 December 2030. Proposal on packaging and packaging waste;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;1;The implementation of TA3.33 could enable TA7.6 by promoting the use of sustainable forestry practices, which can lead to a reduction in chemical pesticides use.;The connection between these two targets is based on the fact that sustainable forestry practices can contribute to reducing chemical pesticides use.
TA3.34;Member States shall take the necessary measures to attain a recycling target of 70% of ferrous metals by weight of ferrous metals contained in packaging waste generated by 31 December 2025 and of 80% by 31 December 2030 Proposal on packaging and packaging waste;TA7.8;Improve soil quality by reducing nutrient losses use by 50%, by 2030;1;The implementation of TA3.34 could enable TA7.8 by increasing the recycling of ferrous metals, which can lead to a reduction in nutrient losses.;The connection between these two targets is based on the fact that increasing recycling of ferrous metals can contribute to reducing nutrient losses.
TA3.35;Member States shall take the necessary measures to attain a recycling target of 50% of aluminium by weight of aluminium contained in packaging waste generated by 31 December 2025 and of 60% by 31 December 2030 Proposal on packaging and packaging waste;TA7.15;Having all soils in healthy condition by 2050;2;The implementation of TA3.35 could reinforce TA7.15 by increasing the recycling of aluminium, which can lead to a reduction in pollution and improvement of soil health.;The connection between these two targets is based on the fact that improving recycling efficiency can contribute to reducing pollution and improving soil health.
