source_subtheme;source_subtheme_targets;impact_subtheme;impact_type;impact_weight;justification
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Terrestrial Ecosystems Restoration;+2;The reduction of greenhouse gas emissions can aid in the restoration of terrestrial ecosystems by mitigating climate change, which can have a reinforcing effect on the health and biodiversity of these ecosystems.
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Biodiversity Protection & Conservation;+2;Reducing GHG emissions can help protect biodiversity by reducing the impact of climate change on ecosystems, which can have a reinforcing effect on conservation efforts.
Net-Zero Technology - Road Vehicles;TA4.13,TA4.22,TA4.25,TA4.26,TA4.27,TA4.28,TA4.29;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;+1;The promotion of net-zero technology in road vehicles can enable the restoration of agricultural ecosystems by reducing air pollution and greenhouse gas emissions, creating conditions that further ecosystem restoration.
Net-Zero Technology - Road Vehicles;TA4.13,TA4.22,TA4.25,TA4.26,TA4.27,TA4.28,TA4.29;Biodiversity Protection & Conservation - Urban Nature;+1;The adoption of net-zero technology in road vehicles can improve air quality in urban areas, enabling the protection and restoration of urban natural habitats and biodiversity.
Biofuels;TA4.1,TA4.18;Terrestrial Ecosystems Restoration;+1;The use of biofuels can contribute to the restoration of terrestrial ecosystems by providing an alternative to fossil fuels and reducing greenhouse gas emissions, creating conditions that further ecosystem restoration.
Other Low-Carbon Fuels;TA4.4,TA4.5,TA4.6;Marine Ecosystem Restoration;+1;The development and use of other low-carbon fuels can aid in the restoration of marine ecosystems by reducing pollution and greenhouse gas emissions from shipping, creating conditions that further ecosystem restoration.
Hydrogen Distribution;TA4.23,TA4.30,TA4.31;Net-Zero Technology - Maritime Transport;+2;The development of hydrogen distribution infrastructure can reinforce the adoption of net-zero technology in maritime transport, providing a low-carbon alternative to traditional fuels.
Urban Mobility;TA4.54,TA4.55;Biodiversity Protection & Conservation - Urban Nature;+2;The promotion of urban mobility can aid in the protection and restoration of urban natural habitats and biodiversity by reducing air pollution and promoting sustainable transportation, having a reinforcing effect on conservation efforts.
Transport Logistics;TA4.11,TA4.36,TA4.37,TA4.39,TA4.43,TA4.45,TA4.50,TA4.51,TA4.56,TA4.57;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;+1;The optimization of transport logistics can enable the restoration of agricultural ecosystems by reducing emissions and promoting sustainable agriculture practices, creating conditions that further ecosystem restoration.
Rail;TA4.37,TA4.38,TA4.40;Terrestrial Ecosystems Restoration;+1;The development of rail infrastructure can aid in the restoration of terrestrial ecosystems by providing a low-carbon alternative to road transport and reducing greenhouse gas emissions, creating conditions that further ecosystem restoration.
