source_subtheme;source_subtheme_targets;impact_subtheme;impact_type;impact_weight;justification
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Waste Reduction - Municipal Waste;+2;The reduction of GHG emissions can aid in the reduction of waste by promoting sustainable practices and reducing the need for landfills, which in turn can help achieve waste reduction targets.
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Circularity/Recycling - Municipal Waste;+2;Reducing GHG emissions can encourage the adoption of circular economy practices, including recycling and composting, which can help reduce municipal waste.
Net-Zero Technology - Road Vehicles;TA4.13,TA4.22,TA4.25,TA4.26,TA4.27,TA4.28,TA4.29;Waste Reduction - Municipal Waste;+1;The promotion of net-zero technology in road vehicles can lead to increased use of electric vehicles, which can reduce waste generated by traditional vehicles, such as oil and fuel filters.
Net-Zero Technology - Road Vehicles;TA4.13,TA4.22,TA4.25,TA4.26,TA4.27,TA4.28,TA4.29;Circularity/Recycling - Vehicle Circularity;+3;The development of net-zero technology in road vehicles is inextricably linked to the circularity and recycling of vehicle materials, as electric vehicles require significant amounts of critical raw materials.
Net-Zero Technology - Maritime Transport;TA4.33,TA4.34,TA4.45;Waste Reduction - Municipal Waste;+1;The adoption of net-zero technology in maritime transport can lead to reduced waste generation from shipping activities, such as oil spills and waste disposal.
Net-Zero Technology - Aviation;TA4.32,TA4.46;Waste Reduction - Municipal Waste;+1;The development of net-zero technology in aviation can lead to reduced waste generation from air travel, such as reduced fuel consumption and waste disposal.
Biofuels;TA4.1,TA4.18;Waste Reduction - Food Waste;+2;The production of biofuels from organic waste can help reduce food waste and promote sustainable practices in the agricultural sector.
Other Low-Carbon Fuels;TA4.4,TA4.5,TA4.6;Waste Reduction - Plastic & Packaging;+1;The use of low-carbon fuels can lead to reduced waste generation from plastic packaging, as biodegradable materials can replace traditional plastics.
Hydrogen Distribution;TA4.23,TA4.30,TA4.31;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;+2;The development of hydrogen distribution infrastructure can aid in the recycling of critical raw materials, such as those used in fuel cells and batteries.
Urban Mobility;TA4.54,TA4.55;Waste Reduction - Municipal Waste;+1;The promotion of urban mobility can lead to reduced waste generation from transportation activities, such as reduced fuel consumption and waste disposal.
Transport Logistics;TA4.11,TA4.36,TA4.37,TA4.43,TA4.50,TA4.51,TA4.56,TA4.57;Waste Reduction - Municipal Waste;+1;The optimization of transport logistics can lead to reduced waste generation from transportation activities, such as reduced fuel consumption and waste disposal.
Rail;TA4.37,TA4.38,TA4.40;Waste Reduction - Municipal Waste;+1;The promotion of rail transport can lead to reduced waste generation from transportation activities, such as reduced fuel consumption and waste disposal.
Net-Zero Technology - Manufacturing;TA3.12;Critical Raw Materials - Extraction & Import;-2;The development of net-zero technology in manufacturing may counteract the reduction of critical raw material extraction and import, as the demand for these materials may increase to support the transition to net-zero technologies.
