source_subtheme;source_subtheme_targets;impact_subtheme;impact_type;impact_weight;justification
Biofuels;TA4.1,TA4.18,TA4.22;Food quality;+1;The production of biofuels can lead to an increase in food prices, which may impact food quality by making it less affordable for low-income households.
Biofuels;TA4.1,TA4.18,TA4.22;Food affordability;-1;The use of biofuels can lead to competition with food crops for land and water, potentially reducing food availability and increasing prices, thus impacting food affordability.
Net-Zero Technology - Road Vehicles;TA4.13,TA4.26,TA4.27;Transport Logistics;+2;The development of net-zero technology for road vehicles can aid in reducing emissions from transportation, which is a key aspect of transport logistics, thus reinforcing its targets.
Net-Zero Technology - Road Vehicles;TA4.13,TA4.26,TA4.27;Urban Mobility;+2;The implementation of net-zero technology for road vehicles can contribute to reducing emissions in urban areas, thus supporting urban mobility targets.
Net-Zero Technology - Maritime Transport;TA4.33,TA4.34,TA4.45;Transport Logistics;+2;The adoption of net-zero technology in maritime transport can help decrease emissions from shipping, which is a crucial part of transport logistics, thereby reinforcing its objectives.
Net-Zero Technology - Aviation;TA4.32,TA4.46;Transport Logistics;+2;The development and use of net-zero technology in aviation can lead to a reduction in emissions from air travel, supporting transport logistics targets.
Hydrogen Distribution;TA4.23,TA4.30,TA4.31;Transport Logistics;+1;The expansion of hydrogen distribution infrastructure can enable the use of hydrogen as a low-carbon fuel for transportation, thus creating conditions that further transport logistics targets.
Other Low-Carbon Fuels;TA4.4,TA4.5,TA4.6;Food quality;-1;The production of other low-carbon fuels, like those from agricultural waste, can compete with food production for resources, potentially impacting food quality by reducing the availability of certain food products.
Other Low-Carbon Fuels;TA4.4,TA4.5,TA4.6;Food affordability;-1;The use of agricultural land for low-carbon fuel production can lead to higher food prices due to reduced food availability, thus affecting food affordability.
Rail;TA4.37,TA4.38,TA4.40;Transport Logistics;+3;The enhancement of rail infrastructure and services is indivisible from the achievement of efficient and low-carbon transport logistics, as rail is a key mode of transportation that can significantly reduce emissions.
Urban Mobility;TA4.54,TA4.55;Food quality;+1;Improving urban mobility through sustainable transportation options can aid in reducing air pollution, which can have positive effects on food quality by improving the overall environmental conditions for food production and consumption.
Urban Mobility;TA4.54,TA4.55;Food affordability;+1;Enhanced urban mobility can lead to better access to markets and employment opportunities, potentially increasing income and thus improving food affordability.
Transport Logistics;TA4.11,TA4.36,TA4.43;Food quality;+1;Efficient transport logistics can reduce the time and cost of transporting food, potentially improving food quality by reducing spoilage and increasing the availability of fresh products.
Transport Logistics;TA4.11,TA4.36,TA4.43;Food affordability;+1;Streamlined transport logistics can lower the costs associated with food transportation, making food more affordable for consumers.
