TA4.45;The death toll for all modes of transport should be close to zero in the EU;TA5.24;+;The reduction of deaths in transport will likely have a positive impact on ensuring fair, inclusive, and ethical value chains, as safer transportation can lead to improved working conditions and reduced risks for workers.
TA4.45;The death toll for all modes of transport should be close to zero in the EU;TA5.29;+;Reducing transport-related deaths can also contribute to ensuring affordability and access to sufficient, nutritious, and sustainable food, as safer roads can facilitate the transportation of goods and reduce the economic burden of accidents on the food system.
TA5.2;Reduce overall EU sales of antimicrobials for farmed animals and in aquaculture by 50% by 2030;TA4.48;+;Reducing antimicrobial sales can help minimize the development of antibiotic-resistant bacteria, which is crucial for protecting human health and the environment, aligning with the goal of reducing nutrient losses and chemical pesticides' use in the EU.
TA5.2;Reduce overall EU sales of antimicrobials for farmed animals and in aquaculture by 50% by 2030;TA6.1;+;This reduction can also positively impact biodiversity preservation, as the overuse of antimicrobials can harm ecosystems and reduce biodiversity, and reducing their use can help mitigate these effects.
TA5.3;Reduce nutrient losses by at least 50%, while ensuring no deterioration on soil fertility;TA4.55;+;Reducing nutrient losses is closely related to the goal of achieving zero-emission in urban logistics, as efficient nutrient management can reduce the environmental impact of urban logistics and transportation.
TA5.3;Reduce nutrient losses by at least 50%, while ensuring no deterioration on soil fertility;TA6.11;+;This target can also contribute to the preservation of biodiversity, as reducing nutrient losses can help maintain healthy ecosystems and preserve biodiversity, particularly in areas with high-diversity landscape features.
TA5.6;Increase sustainable fishing and aquaculture. Bring fish stocks to sustainable levels. Significant increase in organic aquaculture;TA4.56;+;Sustainable fishing and aquaculture practices can help reduce the environmental impact of the fishing industry, increasing the uptake of short-sea shipping and reducing reliance on more polluting modes of transportation.
TA5.6;Increase sustainable fishing and aquaculture. Bring fish stocks to sustainable levels. Significant increase in organic aquaculture;TA6.10;+;Sustainable aquaculture can contribute to the preservation of biodiversity, particularly in marine ecosystems, by promoting practices that minimize harm to the environment and preserve ecosystem services.
TA5.9;Increase organic farming with the aim to achieve at least 25% of total farmland under organic farming by 2030;TA4.55;+;Organic farming can help reduce the environmental impact of agriculture, contributing to the goal of achieving zero-emission in urban logistics by promoting sustainable and environmentally friendly practices.
TA5.9;Increase organic farming with the aim to achieve at least 25% of total farmland under organic farming by 2030;TA6.11;+;Organic farming can also contribute to the preservation of biodiversity, as it promotes practices that maintain ecosystem services, reduce pollution, and preserve biodiversity, particularly in areas with high-diversity landscape features.
TA5.14;Scale-up and promote sustainable and socially responsible production methods and circular business models in food processing and retail;TA4.55;+;Sustainable production methods and circular business models can help reduce waste and the environmental impact of food processing and retail, contributing to the goal of achieving zero-emission in urban logistics.
TA5.14;Scale-up and promote sustainable and socially responsible production methods and circular business models in food processing and retail;TA6.1;+;These practices can also contribute to the preservation of biodiversity, as they promote sustainable and environmentally friendly practices that minimize harm to ecosystems and preserve biodiversity.
TA5.17;Help farmers and fishers to strengthen their position in the supply chain and to capture a fair share of the added value of sustainable production;TA4.48;+;Strengthening the position of farmers and fishers in the supply chain can help reduce the environmental impact of agriculture and fishing, contributing to the goal of reducing nutrient losses and chemical pesticides' use in the EU.
TA5.17;Help farmers and fishers to strengthen their position in the supply chain and to capture a fair share of the added value of sustainable production;TA6.11;+;This can also contribute to the preservation of biodiversity, as fair and sustainable practices can promote ecosystem services, reduce pollution, and preserve biodiversity, particularly in areas with high-diversity landscape features.
TA5.20;Foster the competitiveness of the EU supply sector;TA4.56;+;Fostering competitiveness in the EU supply sector can help increase the uptake of short-sea shipping, reducing reliance on more polluting modes of transportation and contributing to a more sustainable logistics sector.
TA5.20;Foster the competitiveness of the EU supply sector;TA6.10;+;Competitiveness in the supply sector can also contribute to the preservation of biodiversity, as sustainable and environmentally friendly practices can promote ecosystem services, reduce pollution, and preserve biodiversity, particularly in areas with high-diversity landscape features.
TA5.23;Create new job opportunities;TA4.54;+;Creating new job opportunities in the food sector can contribute to the goal of increasing active transport modes, such as cycling, by promoting sustainable and environmentally friendly practices that reduce the need for polluting transportation modes.
TA5.23;Create new job opportunities;TA6.1;+;New job opportunities can also contribute to the preservation of biodiversity, as sustainable and environmentally friendly practices can promote ecosystem services, reduce pollution, and preserve biodiversity, particularly in areas with high-diversity landscape features.
TA5.25;Promote better animal welfare to improve animal health and food quality;TA4.48;+;Promoting better animal welfare can help reduce the environmental impact of agriculture, contributing to the goal of reducing nutrient losses and chemical pesticides' use in the EU.
TA5.25;Promote better animal welfare to improve animal health and food quality;TA6.11;+;Better animal welfare can also contribute to the preservation of biodiversity, as sustainable and environmentally friendly practices can promote ecosystem services, reduce pollution, and preserve biodiversity, particularly in areas with high-diversity landscape features.
TA5.29;Ensure affordability and access to sufficient, nutritious and sustainable food;TA4.55;+;Ensuring affordability and access to sustainable food can contribute to the goal of achieving zero-emission in urban logistics, as sustainable food systems can reduce the environmental impact of food production, processing, and transportation.
TA5.29;Ensure affordability and access to sufficient, nutritious and sustainable food;TA6.1;+;Affordability and access to sustainable food can also contribute to the preservation of biodiversity, as sustainable food systems can promote ecosystem services, reduce pollution, and preserve biodiversity, particularly in areas with high-diversity landscape features.
TA5.32;Ensuring all access to quality, safe, sustainable, nutritious food.;TA4.54;+;Ensuring access to quality and sustainable food can contribute to the goal of increasing active transport modes, such as cycling, by promoting sustainable and environmentally friendly practices that reduce the need for polluting transportation modes.
TA5.32;Ensuring all access to quality, safe, sustainable, nutritious food.;TA6.1;+;Access to quality and sustainable food can also contribute to the preservation of biodiversity, as sustainable food systems can promote ecosystem services, reduce pollution, and preserve biodiversity, particularly in areas with high-diversity landscape features.
TA5.34;Reverse prevalence of overweight and diet-related diseases;TA4.54;+;Reversing the prevalence of overweight and diet-related diseases can contribute to the goal of increasing active transport modes, such as cycling, by promoting sustainable and environmentally friendly practices that reduce the need for polluting transportation modes.
TA5.34;Reverse prevalence of overweight and diet-related diseases;TA6.1;+;Reversing the prevalence of overweight and diet-related diseases can also contribute to the preservation of biodiversity, as sustainable and environmentally friendly practices can promote ecosystem services, reduce pollution, and preserve biodiversity, particularly in areas with high-diversity landscape features.
TA6.1;Legally protect a minimum of 30% of the EU's land area;TA4.56;+;Protecting a minimum of 30% of the EU's land area can help increase the uptake of short-sea shipping, reducing reliance on more polluting modes of transportation and contributing to a more sustainable logistics sector.
TA6.1;Legally protect a minimum of 30% of the EU's land area;TA5.9;+;Land protection can also contribute to the preservation of biodiversity, as protected areas can promote ecosystem services, reduce pollution, and preserve biodiversity, particularly in areas with high-diversity landscape features, and increase organic farming.
TA6.10;At least 10% of agricultural area is under high-diversity landscape features;TA5.9;+;High-diversity landscape features in agricultural areas can contribute to the preservation of biodiversity, and increase organic farming, promoting ecosystem services, reducing pollution, and preserving biodiversity.
TA6.10;At least 10% of agricultural area is under high-diversity landscape features;TA5.14;+;High-diversity landscape features can also contribute to sustainable and socially responsible production methods and circular business models in food processing and retail, promoting ecosystem services and reducing pollution.
TA6.11;At least 25% of agricultural land is under organic farming management;TA5.9;+;Organic farming management can contribute to the preservation of biodiversity, promoting ecosystem services, reducing pollution, and preserving biodiversity, particularly in areas with high-diversity landscape features, and increase the share of organic farming.
TA6.11;At least 25% of agricultural land is under organic farming management;TA5.14;+;Organic farming management can also contribute to sustainable and socially responsible production methods and circular business models in food processing and retail, promoting ecosystem services and reducing pollution.
TA4.45;The death toll for all modes of transport should be close to zero in the EU;TA5.24;-;However, achieving zero deaths in transport may require significant investments in infrastructure and technology, potentially diverting resources away from other areas, such as ensuring fair, inclusive, and ethical value chains.
TA4.55;Zero-emission in urban logistics;TA5.9;-;Zero-emission urban logistics may require significant changes to urban planning and infrastructure, potentially limiting the growth of organic farming or other sustainable practices if not carefully managed.
TA4.56;Increase the uptake of short-sea shipping instead of using more polluting modes;TA5.20;-;Increasing short-sea shipping may lead to increased competition for the EU supply sector, potentially negatively impacting the competitiveness of the sector.
TA5.2;Reduce overall EU sales of antimicrobials for farmed animals and in aquaculture by 50% by 2030;TA4.48;-;Reducing antimicrobial sales may lead to increased costs for farmers and the agricultural sector, potentially negatively impacting the reduction of nutrient losses and chemical pesticides' use in the EU.
TA5.6;Increase sustainable fishing and aquaculture. Bring fish stocks to sustainable levels. Significant increase in organic aquaculture;TA4.56;-;Sustainable fishing and aquaculture practices may lead to increased costs for the fishing industry, potentially limiting the increase in short-sea shipping and the reduction of reliance on more polluting modes of transportation.
TA5.9;Increase organic farming with the aim to achieve at least 25% of total farmland under organic farming by 2030;TA4.55;-;Organic farming may require significant changes to agricultural practices and infrastructure, potentially limiting the achievement of zero-emission urban logistics if not carefully managed.
TA5.14;Scale-up and promote sustainable and socially responsible production methods and circular business models in food processing and retail;TA4.55;-;Sustainable production methods and circular business models may require significant investments in infrastructure and technology, potentially limiting the achievement of zero-emission urban logistics if not carefully managed.
TA5.17;Help farmers and fishers to strengthen their position in the supply chain and to capture a fair share of the added value of sustainable production;TA4.48;-;Strengthening the position of farmers and fishers in the supply chain may lead to increased costs for the agricultural sector, potentially negatively impacting the reduction of nutrient losses and chemical pesticides' use in the EU.
TA5.20;Foster the competitiveness of the EU supply sector;TA4.56;-;Fostering competitiveness in the EU supply sector may lead to increased competition for short-sea shipping, potentially limiting the increase in the uptake of short-sea shipping.
TA5.23;Create new job opportunities;TA4.54;-;Creating new job opportunities in the food sector may lead to increased labor costs, potentially limiting the achievement of active transport modes, such as cycling.
TA5.25;Promote better animal welfare to improve animal health and food quality;TA4.48;-;Promoting better animal welfare may lead to increased costs for farmers and the agricultural sector, potentially negatively impacting the reduction of nutrient losses and chemical pesticides' use in the EU.
TA5.29;Ensure affordability and access to sufficient, nutritious and sustainable food;TA4.55;-;Ensuring affordability and access to sustainable food may require significant investments in infrastructure and technology, potentially limiting the achievement of zero-emission urban logistics.
TA5.32;Ensuring all access to quality, safe, sustainable, nutritious food.;TA4.54;-;Ensuring access to quality and sustainable food may lead to increased costs for the food sector, potentially limiting the achievement of active transport modes, such as cycling.
TA5.34;Reverse prevalence of overweight and diet-related diseases;TA4.54;-;Reversing the prevalence of overweight and diet-related diseases may require significant changes to urban planning and infrastructure, potentially limiting the achievement of active transport modes, such as cycling.
TA6.1;Legally protect a minimum of 30% of the EU's land area;TA5.9;-;Protecting a minimum of 30% of the EU's land area may limit the growth of organic farming or other sustainable practices if not carefully managed.
TA6.10;At least 10% of agricultural area is under high-diversity landscape features;TA5.14;-;High-diversity landscape features in agricultural areas may require significant investments in infrastructure and technology, potentially limiting the achievement of sustainable and socially responsible production methods and circular business models in food processing and retail.
TA6.11;At least 25% of agricultural land is under organic farming management;TA5.9;-;Organic farming management may require significant changes to agricultural practices and infrastructure, potentially limiting the growth of organic farming or other sustainable practices if not carefully managed.
