TA2.21;The contribution of the sectors covered by the EU ETS with respect to the EU Climate ambition should be of -62% compared to 2005;TA4.45;+;The reduction of greenhouse gas emissions in the EU ETS sector is likely to have a positive impact on the target of achieving zero-emission ocean-going vessels, as a decrease in emissions from the transportation sector can contribute to a cleaner environment and encourage the development of more sustainable transportation options.

TA2.22;The EU's greenhouse gas emission projections reported by the Member States to the EEA result in a reduction of ETS emissions of 55% to 59% in the ETS sectors in 2030;TA4.46;+;The reduction of greenhouse gas emissions in the EU ETS sector is likely to have a positive impact on the target of achieving zero-emission large aircraft, as a decrease in emissions from the aviation sector can contribute to a cleaner environment and encourage the development of more sustainable aviation options.

TA2.23;Member States shall make efforts to collectively contribute to the indicative Union primary energy consumption target amounting to no more than 992.5 Mtoe in 2030;TA4.5;+;The reduction of primary energy consumption is likely to have a positive impact on the target of increasing the share of green aviation fuels, as a decrease in energy consumption can contribute to a reduction in greenhouse gas emissions and encourage the development of more sustainable energy sources.

TA2.24;Each Member State shall ensure that at least 3% of the total floor area of heated and/or cooled buildings that are owned by public bodies is renovated each year to be transformed into at least nearly zero-energy buildings or zero-emission buildings;TA4.55;+;The renovation of public buildings is likely to have a positive impact on the target of achieving zero-emission in urban logistics, as a decrease in energy consumption from buildings can contribute to a reduction in greenhouse gas emissions and encourage the development of more sustainable urban planning options.

TA2.25;Reduce buildings' final energy consumption by 14%;TA4.54;+;The reduction of final energy consumption in buildings is likely to have a positive impact on the target of increasing the number of cycling infrastructure, as a decrease in energy consumption can contribute to a reduction in greenhouse gas emissions and encourage the development of more sustainable transportation options.

TA2.26;At least double the annual energy renovation rate of residential and non-residential buildings by 2030 and to foster deep energy renovations;TA4.56;+;The increase in energy renovation rate is likely to have a positive impact on the target of increasing the use of short-sea shipping, as a decrease in energy consumption from buildings can contribute to a reduction in greenhouse gas emissions and encourage the development of more sustainable transportation options.

TA2.27;Indicative national targets aiming to achieve the deep renovation of at least 35 million building units by 2030;TA4.57;+;The deep renovation of buildings is likely to have a positive impact on the target of renovating the EU’s maritime fleet, as a decrease in energy consumption from buildings can contribute to a reduction in greenhouse gas emissions and encourage the development of more sustainable maritime options.

TA2.28;Reduce buildings' energy consumption for heating and cooling by 18% compared to 2015 levels by 2030;TA4.58;+;The reduction of energy consumption for heating and cooling is likely to have a positive impact on the target of achieving zero-emission ports, as a decrease in energy consumption can contribute to a reduction in greenhouse gas emissions and encourage the development of more sustainable port options.

TA2.29;For the non-residential building stock, the revised rules require to gradually improve it via minimum energy performance standards;TA4.6;+;The improvement of non-residential building stock is likely to have a positive impact on the target of increasing the use of synthetic aviation fuels, as a decrease in energy consumption from buildings can contribute to a reduction in greenhouse gas emissions and encourage the development of more sustainable aviation options.

TA2.30;The revised directive will make zero-emission buildings the new standard for new buildings;TA4.7;+;The promotion of zero-emission buildings is likely to have a positive impact on the target of increasing the share of advanced biofuels and biogas in the energy mix, as a decrease in energy consumption from buildings can contribute to a reduction in greenhouse gas emissions and encourage the development of more sustainable energy sources.

