TA3.11;The Union's access to a secure and sustainable supply of critical raw materials by ensuring that the Union's recycling capacity, including for all intermediate recycling steps, is able to produce at least 15% of the Union's annual consumption of strategic raw materials;TA2.22;+;The implementation of TA3.11 is likely to have a positive impact on TA2.22, as a secure and sustainable supply of critical raw materials can support the reduction of energy consumption and the transition to renewable energy sources, thereby contributing to the achievement of the target of reducing energy consumption by at least 11.7% by 2030.;The connection between the two targets is based on the fact that critical raw materials are essential for the production of renewable energy technologies, and a secure supply of these materials can facilitate the transition to a low-carbon economy.

TA3.12;By 2030, manufacturing capacity in the Union of the strategic net-zero technologies listed in the Annex approaches or reaches a benchmark of at least 40% of the Union’s annual deployment needs for the corresponding technologies necessary to achieve the Union’s 2030 climate and energy targets;TA2.23;+;The implementation of TA3.12 is likely to have a positive impact on TA2.23, as the development of manufacturing capacity for net-zero technologies can support the reduction of primary energy consumption and the achievement of the target of reducing primary energy consumption to no more than 992.5 Mtoe by 2030.;The connection between the two targets is based on the fact that the development of net-zero technologies is essential for reducing primary energy consumption and achieving a low-carbon economy.

TA3.13;nan;TA2.24;-;There is no target content for TA3.13, therefore no connection can be made.;No connection can be made due to the lack of target content.

TA3.14;nan;TA2.25;-;There is no target content for TA3.14, therefore no connection can be made.;No connection can be made due to the lack of target content.

TA3.15;Producers of portable batteries or, where appointed in accordance with Article 57(1), producer responsibility organisations, shall ensure that all waste portable batteries, Light Means of Transport (LMT) batteries, and SLI batteries, regardless of their nature, chemical composition, condition, brand, or origin, are collected separately in the territory of a Member State where they make these batteries available on the market for the first time.;TA2.26;+;The implementation of TA3.15 is likely to have a positive impact on TA2.26, as the collection of waste batteries can support the development of a circular economy and the reduction of waste, thereby contributing to the achievement of the target of doubling the annual energy renovation rate of residential and non-residential buildings by 2030.;The connection between the two targets is based on the fact that the collection of waste batteries is an essential step in the development of a circular economy, which can support the reduction of waste and the achievement of energy efficiency targets.

TA3.16;Producers of portable batteries or producer responsibility organisations shall attain, and maintain durably, at least the following collection targets for waste portable batteries: 45 % by 31 December 2023, 63 % by 31 December 2027, 73 % by 31 December 2030.;TA2.27;+;The implementation of TA3.16 is likely to have a positive impact on TA2.27, as the collection of waste portable batteries can support the development of a circular economy and the reduction of waste, thereby contributing to the achievement of the target of achieving the deep renovation of at least 35 million building units by 2030.;The connection between the two targets is based on the fact that the collection of waste batteries is an essential step in the development of a circular economy, which can support the reduction of waste and the achievement of energy efficiency targets.

TA3.17;Producers of LMT batteries or producer responsibility organisations shall attain, and maintain durably, at least the following collection targets of waste LMT batteries: 51 % by 31 December 2028, 61 % by 31 December 2031.;TA2.28;+;The implementation of TA3.17 is likely to have a positive impact on TA2.28, as the collection of waste LMT batteries can support the development of a circular economy and the reduction of waste, thereby contributing to the achievement of the target of reducing buildings' energy consumption for heating and cooling by 18% by 2030.;The connection between the two targets is based on the fact that the collection of waste batteries is an essential step in the development of a circular economy, which can support the reduction of waste and the achievement of energy efficiency targets.

TA3.18;Recycled content in industrial batteries, electric vehicle batteries, LMT batteries, and SLI batteries: Cobalt:  16 % by 2031 (26% by 2036), Lead: 85% (85%), Nickel: 6% (12%), Lithium 6% (15%);TA2.29;+;The implementation of TA3.18 is likely to have a positive impact on TA2.29, as the increase in recycled content in batteries can support the development of a circular economy and the reduction of waste, thereby contributing to the achievement of the target of renovating the 16% worst-performing buildings by 2030 and the 26% worst-performing buildings by 2033.;The connection between the two targets is based on the fact that the increase in recycled content in batteries is an essential step in the development of a circular economy, which can support the reduction of waste and the achievement of energy efficiency targets.

TA3.19;All batteries incorporated in market products shall be readily removable and replaceable by the end-user at any time during the lifetime (except some derogations);TA2.30;+;The implementation of TA3.19 is likely to have a positive impact on TA2.30, as the design of batteries for removability and replaceability can support the development of a circular economy and the reduction of waste, thereby contributing to the achievement of the target of making zero-emission buildings the new standard for new buildings.;The connection between the two targets is based on the fact that the design of batteries for removability and replaceability is an essential step in the development of a circular economy, which can support the reduction of waste and the achievement of energy efficiency targets.

TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025 - 75% by average weight of lead-acid batteries, - 80% by average weight of nickel-cadmium batteries, - 50% by average weight of other waste batteries;TA2.31;+;The implementation of TA3.20 is likely to have a positive impact on TA2.31, as the increase in recycling efficiency can support the development of a circular economy and the reduction of waste, thereby contributing to the achievement of the target of recycling or preparing for reuse 65% of all packaging waste by 2025.;The connection between the two targets is based on the fact that the increase in recycling efficiency is an essential step in the development of a circular economy, which can support the reduction of waste and the achievement of energy efficiency targets.

