TA3.11;The EU has to reduce landfill to a maximum of 10% of municipal waste;TA6.12;+;The reduction of landfill can lead to a decrease in pollution and greenhouse gas emissions, which can have a positive impact on the preservation and protection of biodiversity.
TA3.11;The EU has to reduce landfill to a maximum of 10% of municipal waste;TA6.14;+;Reducing landfill can help decrease the number of Red List species threatened by invasive alien species, as it can reduce the introduction and spread of invasive species.
TA3.11;The EU has to reduce landfill to a maximum of 10% of municipal waste;TA6.17;+;The reduction of landfill can contribute to the reduction of negative impacts on sensitive species and habitats, including those caused by pollution and waste.
TA3.12;By 2030, manufacturing capacity in the Union of the strategic net-zero technologies listed in the Annex approaches or reaches a benchmark of at least 40% of the Union’s annual deployment needs;TA6.12;+;Increasing manufacturing capacity for net-zero technologies can lead to the development of more sustainable and environmentally-friendly technologies, which can help preserve and protect biodiversity.
TA3.12;By 2030, manufacturing capacity in the Union of the strategic net-zero technologies listed in the Annex approaches or reaches a benchmark of at least 40% of the Union’s annual deployment needs;TA6.14;+;The development of net-zero technologies can help reduce the impact of human activities on the environment, including the reduction of invasive alien species.
TA3.13;nan;TA6.12;-;No connection can be established due to the lack of content for TA3.13.
TA3.14;nan;TA6.12;-;No connection can be established due to the lack of content for TA3.14.
TA3.15;Producers of portable batteries or, where appointed in accordance with Article 57(1), producer responsibility organisations, shall ensure that all waste portable batteries, Light Means of Transport (LMT) batteries, and SLI batteries, regardless of their nature, chemical composition, condition, brand, or origin, are collected separately in the territory of a Member State where they make these batteries available on the market for the first time.;TA6.17;+;The separate collection of waste batteries can help reduce pollution and the negative impacts on sensitive species and habitats.
TA3.16;Producers of portable batteries or producer responsibility organisations, shall attain, and maintain durably, at least the following collection targets for waste portable batteries: 45 % by 31 December 2023, 63 % by 31 December 2027, 73 % by 31 December 2030.;TA6.14;+;Increasing the collection targets for waste portable batteries can help reduce the amount of waste and pollution, which can have a positive impact on reducing the number of Red List species threatened by invasive alien species.
TA3.17;Producers of LMT (Light Means of Transport) batteries or producer responsibility organisations, shall attain, and maintain durably, at least the following collection targets of waste LMT batteries: 51 % by 31 December 2028, 61 % by 31 December 2031.;TA6.17;+;The collection of waste LMT batteries can help reduce pollution and the negative impacts on sensitive species and habitats.
TA3.18;Recycled content in industrial batteries, electric vehicle batteries, LMT batteries, and SLI batteries: Cobalt:  16 % by 2031 (26% by 2036), Lead: 85% (85%), Nickel: 6% (12%), Lithium 6% (15%);TA6.12;+;Increasing the recycled content in batteries can help reduce the demand for primary materials, which can have a positive impact on preserving and protecting biodiversity.
TA3.2;Reduce its circular material use rate in the coming decade;TA6.12;+;Reducing the circular material use rate can help decrease the amount of waste and pollution, which can have a positive impact on preserving and protecting biodiversity.
TA3.20;Reduce packaging waste by 5% per Member State per capita compared to 2018 by 2030, 10% by 2035 and 15% by 2040;TA6.14;+;Reducing packaging waste can help decrease the amount of waste and pollution, which can have a positive impact on reducing the number of Red List species threatened by invasive alien species.
TA3.30;All batteries incorporated in market products shall be readily removable and replaceable by the end-user at any time during the lifetime;TA6.17;+;The removability and replaceability of batteries can help reduce electronic waste and promote sustainable consumption, which can have a positive impact on reducing pollution and preserving biodiversity.
TA3.31;Recycling or preparing for re-use 65% of all packaging waste by 2025, 70% by 2030;TA6.12;+;Increasing recycling and re-use of packaging waste can help reduce the amount of waste and pollution, which can have a positive impact on preserving and protecting biodiversity.
TA3.32;Recycling of plastic in packaging: 55%;TA6.14;+;Increasing plastic recycling in packaging can help reduce the amount of plastic waste and pollution, which can have a positive impact on reducing the number of Red List species threatened by invasive alien species.
TA3.33;Recycling of wood in packaging: 30%;TA6.17;+;Increasing wood recycling in packaging can help reduce the amount of wood waste and promote sustainable forestry practices, which can have a positive impact on preserving biodiversity.
