TA3.38;The EU has a target of 77% by weight for the separate collection for recycling of waste single-use plastic beverage bottles by 2025 and 90% by 2029;TA6.38;The target aims to increase the habitat area in good condition for habitat types listed in Annex I until at least 90% is in good condition;+;The implementation of TA3.38 could lead to an increase in recycling rates, which in turn could reduce waste and pollution, thereby contributing to the conservation of habitats and biodiversity, as outlined in TA6.38.
TA3.40;Member States shall meet the target of 77% by weight for the separate collection for recycling of waste single-use plastic beverage bottles by 2025 and 90% by 2029;TA6.42;The target aims to restore the natural connectivity of rivers and natural functions of the related floodplains;+;The reduction of plastic waste through TA3.40 could help restore natural habitats and ecosystems, which is in line with the objectives of TA6.42.
TA3.42;The recovery targets for WEEE falling within certain categories of Annex III shall be 85% for Category 1, 80% for Category 2, and 75% for Category 5 or 6;TA6.51;The target aims to achieve an increasing trend at national level of at least six out of seven indicators in forest ecosystems;+;The proper disposal and recycling of WEEE, as outlined in TA3.42, could reduce pollution and promote sustainable forest management, which is connected to the objectives of TA6.51.
TA3.43;The preparation for re-use targets for WEEE falling within certain categories of Annex III shall be 80% for Category 1 or Category 4, 70% for Category 2, and 55% for Category 5 or Category 6;TA6.52;The target aims to achieve an increasing trend at national level of the common forest bird index;+;The preparation for re-use of WEEE, as outlined in TA3.43, could promote sustainable consumption patterns and reduce waste, which is in line with the objectives of TA6.52.
TA4.1;The amendments in Dir. 2023/2413 aim to support the achievement of the Union’s target of an annual production of sustainable biomethane of 35 billion cubic meters by 2030;TA6.47;The target aims to put in place measures which shall aim to achieve an increasing trend at national level of at least two out of the three following indicators in agricultural ecosystems;+;The production of sustainable biomethane, as outlined in TA4.1, could contribute to the reduction of greenhouse gas emissions in agricultural ecosystems, which is connected to the objectives of TA6.47.
TA4.10;The EU fisheries are encouraged to continue the positive trend towards reducing fuel intensity by reducing the fossil-fuel consumption per kg of landed product for at least an additional 15% for the period 2019-2030;TA6.47;The target aims to put in place measures which shall aim to achieve an increasing trend at national level of at least two out of the three following indicators in agricultural ecosystems;+;The reduction of fuel intensity in fisheries, as outlined in TA4.10, could lead to a decrease in greenhouse gas emissions, which is in line with the objectives of TA6.47.
TA4.11;The EU aims to reduce the average door-to-door cost of combined transport operations by at least 10% within 7 years;TA6.47;The target aims to put in place measures which shall aim to achieve an increasing trend at national level of at least two out of the three following indicators in agricultural ecosystems;+;The reduction of transport costs, as outlined in TA4.11, could lead to increased efficiency and reduced emissions in the agricultural sector, which is connected to the objectives of TA6.47.
TA4.12;The EU aims to reduce GHG intensity in the maritime sector, with targets of -2% from 2025, -6% from 2030, and -14.5% from 2035;TA6.42;The target aims to restore the natural connectivity of rivers and natural functions of the related floodplains;+;The reduction of GHG emissions in the maritime sector, as outlined in TA4.12, could contribute to the restoration of natural habitats and ecosystems, which is in line with the objectives of TA6.42.
TA4.13;The EU aims for 100% of new urban buses to be zero-emission by 2030;TA6.51;The target aims to achieve an increasing trend at national level of at least six out of seven indicators in forest ecosystems;+;The promotion of zero-emission buses, as outlined in TA4.13, could reduce air pollution and promote sustainable transportation, which is connected to the objectives of TA6.51.
TA4.14;The EU aims for renewable and low-carbon fuels to represent 6-9% of the international maritime transport fuel mix by 2030 and 86-88% by 2050;TA6.42;The target aims to restore the natural connectivity of rivers and natural functions of the related floodplains;+;The promotion of renewable and low-carbon fuels, as outlined in TA4.14, could reduce pollution and promote sustainable transportation, which is in line with the objectives of TA6.42.
TA4.15;The EU aims to reduce the average CO2 emissions of new heavy-duty motor vehicles by 15% by 2025, 45% by 2030, and 65% by 2035;TA6.51;The target aims to achieve an increasing trend at national level of at least six out of seven indicators in forest ecosystems;+;The reduction of CO2 emissions from heavy-duty vehicles, as outlined in TA4.15, could contribute to the reduction of air pollution and promotion of sustainable transportation, which is connected to the objectives of TA6.51.
