TA3.38;The Union's access to a secure and sustainable supply of critical raw materials by ensuring that the Union's extraction capacity is able to extract the ores, minerals or concentrates needed to produce at least 10% of the Union's annual consumption of strategic raw materials, to the extent that the Union’s reserves allow for this;TA4.1;+;The implementation of TA3.38 is likely to have a positive impact on TA4.1, as a secure and sustainable supply of critical raw materials can support the production of sustainable biomethane, which is a key component of the EU's energy strategy.;The connection between these two targets is based on the fact that critical raw materials are essential for the production of various energy technologies, including biomethane production facilities.

TA3.40;Member States shall meet the target of 77% by weight for the separate collection for recycling of waste single-use plastic beverage bottles by 2025 and 90% by 2029;TA4.14;+;The implementation of TA3.40 can have a positive impact on TA4.14, as increasing the collection and recycling of plastic waste can lead to a reduction in marine litter and support the development of sustainable and renewable fuels for the maritime sector.;This connection is based on the idea that reducing plastic waste and increasing recycling rates can contribute to a cleaner and more sustainable environment, which is essential for the development of sustainable fuels.

TA3.41;From 2019, the minimum collection rate to be achieved annually shall be 65 % of the average weight of EEE placed on the market in the Member State concerned, or alternatively 85 % of WEEE generated on the territory of that Member State.;TA4.15;+;The implementation of TA3.41 can have a positive impact on TA4.15, as increasing the collection and recycling of WEEE can lead to a reduction in electronic waste and support the development of sustainable and renewable fuels for the transportation sector.;This connection is based on the idea that reducing electronic waste and increasing recycling rates can contribute to a cleaner and more sustainable environment, which is essential for the development of sustainable fuels.

TA3.42;From 15 August 2018, the recovery targets for the WEEE falling within the following categories of Annex III shall be: 90% for Category 1 or Category 4, 80% for Category 2, and 75% for Category 5 or Category 6.;TA4.16;+;The implementation of TA3.42 can have a positive impact on TA4.16, as increasing the recovery and recycling of WEEE can lead to a reduction in electronic waste and support the development of sustainable and renewable fuels for the transportation sector.;This connection is based on the idea that reducing electronic waste and increasing recycling rates can contribute to a cleaner and more sustainable environment, which is essential for the development of sustainable fuels.

TA3.43;From 15 August 2018, the preparation for re-use targets for the WEEE falling within the following categories of Annex III shall be: 80% for Category 1 or Category 4, 70% for Category 2, and 55% for Category 5 or Category 6.;TA4.17;+;The implementation of TA3.43 can have a positive impact on TA4.17, as increasing the preparation for re-use and recycling of WEEE can lead to a reduction in electronic waste and support the development of sustainable and renewable fuels for the transportation sector.;This connection is based on the idea that reducing electronic waste and increasing recycling rates can contribute to a cleaner and more sustainable environment, which is essential for the development of sustainable fuels.

TA3.44;From 15 August 2018, the recycling targets for the WEEE falling within the following categories of Annex III shall be: 0% for Category 1 or Category 4, 70% for Category 2, and 55% for Category 5 or Category 6.;TA4.18;-;The implementation of TA3.44 may have a negative impact on TA4.18, as the low recycling targets for certain categories of WEEE may not be sufficient to support the development of sustainable and renewable fuels for the transportation sector.;This connection is based on the idea that low recycling targets may not be enough to support the development of sustainable fuels, and may lead to a reliance on non-renewable energy sources.

TA3.45;By 2025, the preparing for re-use and recycling of municipal waste shall be increased to a minimum of 55% by weight (60% by 2030, 65% by 2035);TA4.19;+;The implementation of TA3.45 can have a positive impact on TA4.19, as increasing the preparation for re-use and recycling of municipal waste can lead to a reduction in waste and support the development of sustainable and renewable fuels for the transportation sector.;This connection is based on the idea that reducing waste and increasing recycling rates can contribute to a cleaner and more sustainable environment, which is essential for the development of sustainable fuels.

TA3.46;Member States should aim to achieve an indicative Union-wide food waste reduction target of 30 % by 2025 and 50 % by 2030;TA4.20;+;The implementation of TA3.46 can have a positive impact on TA4.20, as reducing food waste can lead to a reduction in the environmental impact of food production and support the development of sustainable and renewable fuels for the transportation sector.;This connection is based on the idea that reducing food waste can contribute to a cleaner and more sustainable environment, which is essential for the development of sustainable fuels.

TA3.47;Hazardous household waste will have to be collected separately by 2022, bio-waste by 2023 and textiles by 2025;TA4.21;+;The implementation of TA3.47 can have a positive impact on TA4.21, as increasing the separate collection of hazardous household waste, bio-waste, and textiles can lead to a reduction in waste and support the development of sustainable and renewable fuels for the transportation sector.;This connection is based on the idea that reducing waste and increasing recycling rates can contribute to a cleaner and more sustainable environment, which is essential for the development of sustainable fuels.

TA3.48;nan;TA4.22;-;There is no target content for TA3.48, so there is no connection to be made.;No justification is necessary, as there is no target content.

TA3.5;By 2030, producers will have responsibility for their products along the value chain, including when they become waste. The circular textiles ecosystem is thriving, driven by sufficient capacities for innovative fibre-to-fibre recycling, while the incineration and landfilling of textiles is reduced to the minimum.;TA4.23;+;The implementation of TA3.5 can have a positive impact on TA4.23, as increasing the recycling and re-use of textiles can lead to a reduction in waste and support the development of sustainable and renewable fuels for the transportation sector.;This connection is based on the idea that reducing waste and increasing recycling rates can contribute to a cleaner and more sustainable environment, which is essential for the development of sustainable fuels.

TA3.6;nan;TA4.24;-;There is no target content for TA3.6, so there is no connection to be made.;No justification is necessary, as there is no target content.

TA3.7;nan;TA4.25;-;There is no target content for TA3.7, so there is no connection to be made.;No justification is necessary, as there is no target content.

TA3.8;The Union's access to a secure and sustainable supply of critical raw materials by ensuring that the Union's extraction capacity is able to extract the ores, minerals or concentrates needed to produce at least 10% of the Union's annual consumption of strategic raw materials, to the extent that the Union’s reserves allow for this;TA4.26;+;The implementation of TA3.8 can have a positive impact on TA4.26, as a secure and sustainable supply of critical raw materials can support the production of sustainable biomethane, which is a key component of the EU's energy strategy.;The connection between these two targets is based on the fact that critical raw materials are essential for the production of various energy technologies, including biomethane production facilities.

TA3.9;The Union's access to a secure and sustainable supply of critical raw materials by ensuring that the Union's processing capacity, including for all intermediate processing steps, is able to produce at least 40% of the Union's annual consumption of strategic raw materials;TA4.27;+;The implementation of TA3.9 can have a positive impact on TA4.27, as a secure and sustainable supply of critical raw materials can support the production of sustainable biomethane, which is a key component of the EU's energy strategy.;The connection between these two targets is based on the fact that critical raw materials are essential for the production of various energy technologies, including biomethane production facilities.

TA4.1;The amendments in Dir. 2023/2413 are also intended to support the achievement of the Union’s target of an annual production of sustainable biomethane of 35 billion cubic meters by 2030;TA3.38;+;The implementation of TA4.1 can have a positive impact on TA3.38, as increasing the production of sustainable biomethane can support the development of a secure and sustainable supply of critical raw materials.;This connection is based on the idea that sustainable biomethane production can contribute to a cleaner and more sustainable environment, which is essential for the development of critical raw materials.

TA4.2;nan;TA3.39;-;There is no target content for TA4.2, so there is no connection to be made.;No justification is necessary, as there is no target content.

TA4.3;nan;TA3.40;-;There is no target content for TA4.3, so there is no connection to be made.;No justification is necessary, as there is no target content.

TA4.4;nan;TA3.41;-;There is no target content for TA4.4, so there is no connection to be made.;No justification is necessary, as there is no target content.

TA4.5;nan;TA3.42;-;There is no target content for TA4.5, so there is no connection to be made.;No justification is necessary, as there is no target content.

TA4.6;nan;TA3.43;-;There is no target content for TA4.6, so there is no connection to be made.;No justification is necessary, as there is no target content.

TA4.7;nan;TA3.44;-;There is no target content for TA4.7, so there is no connection to be made.;No justification is necessary, as there is no target content.

TA4.8;nan;TA3.45;-;There is no target content for TA4.8, so there is no connection to be made.;No justification is necessary, as there is no target content.

TA4.9;nan;TA3.46;-;There is no target content for TA4.9, so there is no connection to be made.;No justification is necessary, as there is no target content.

TA4.10;EU fisheries are encouraged to continue the positive trend, as observed for the period 2009-2019, towards reducing fuel intensity by reducing the fossil-fuel consumption per kg of landed product for at least an additional 15% for the period 2019-2030;TA3.47;+;The implementation of TA4.10 can have a positive impact on TA3.47, as reducing fuel intensity in fisheries can lead to a reduction in waste and support the development of sustainable and renewable fuels for the transportation sector.;This connection is based on the idea that reducing fuel consumption can contribute to a cleaner and more sustainable environment, which is essential for the development of sustainable fuels.

TA4.11;Reduce the average door-to-door cost of combined transport operations by at least 10% within 7 years;TA3.48;+;The implementation of TA4.11 can have a positive impact on TA3.48, as reducing the cost of combined transport operations can lead to a reduction in waste and support the development of sustainable and renewable fuels for the transportation sector.;This connection is based on the idea that reducing costs can contribute to a cleaner and more sustainable environment, which is essential for the development of sustainable fuels.

TA4.12;GHG intensity reduction target in the maritime sector (link Agreement Council - Parliament on 23.03.2023): -2% from 1 January 2025, -6% from 1 January 2030, -14.5% from 1 January 2035, -31% from 1 January 2040, -62% from 1 January 2045, -80% from 1 January 2050;TA3.49;+;The implementation of TA4.12 can have a positive impact on TA3.49, as reducing GHG intensity in the maritime sector can lead to a reduction in waste and support the development of sustainable and renewable fuels for the transportation sector.;This connection is based on the idea that reducing GHG emissions can contribute to a cleaner and more sustainable environment, which is essential for the development of sustainable fuels.

TA4.13;For new urban buses the share of zeroemissions vehicles shall be 100% as from the reporting period of the year 2030;TA3.50;+;The implementation of TA4.13 can have a positive impact on TA3.50, as increasing the share of zero-emission vehicles can lead to a reduction in waste and support the development of sustainable and renewable fuels for the transportation sector.;This connection is based on the idea that reducing emissions from urban buses can contribute to a cleaner and more sustainable environment, which is essential for the development of sustainable fuels.

TA4.14;Renewable and low-carbon fuels should represent between 6% and 9% of the international maritime transport fuel mix by 2030 and between 86% and 88% by 2050;TA3.51;+;The implementation of TA4.14 can have a positive impact on TA3.51, as increasing the share of renewable and low-carbon fuels in maritime transport can lead to a reduction in waste and support the development of sustainable and renewable fuels for the transportation sector.;This connection is based on the idea that reducing emissions from maritime transport can contribute to a cleaner and more sustainable environment, which is essential for the development of sustainable fuels.

TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles, other than special purpose, off-road, off-road special purpose, and vocational vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019: (a) for vehicle sub-groups 4-UD, 4-RD, 4-LH, 5-RD, 5-LH, 9-RD, 9-LH, 10-RD, and 10-LH for the reporting periods of the years 2025 to 2029 by 15 %, for all vehicle sub-groups for the reporting periods of the years 2030 to 2034 by 45 %, (c) for all vehicle sub-groups for the reporting periods of the years 2035 to 2039 by 65 %, (d) for all vehicle sub-groups for the reporting periods of the year 2040 onwards by 90%;TA3.52;+;The implementation of TA4.15 can have a positive impact on TA3.52, as reducing CO2 emissions from heavy-duty vehicles can lead to a reduction in waste and support the development of sustainable and renewable fuels for the transportation sector.;This connection is based on the idea that reducing emissions from heavy-duty vehicles can contribute to a cleaner and more sustainable environment, which is essential for the development of sustainable fuels.

