TA6.38;Promoting the sustainable forest bioeconomy for long-lived wood products;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;The promotion of sustainable forest bioeconomy could lead to increased demand for wood products, potentially reducing the amount of plastic waste and microplastics in the environment.
TA6.38;Promoting the sustainable forest bioeconomy for long-lived wood products;TA7.18;Reduce significantly total waste generation and by 50% residual municipal waste;+;The sustainable forest bioeconomy can contribute to reducing waste generation by promoting the use of wood products and biodegradable materials.
TA6.39;Ensuring sustainable use of wood-based resources for bioenergy;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Sustainable use of wood-based resources for bioenergy can help reduce dependence on fossil fuels and decrease plastic waste and microplastics in the environment.
TA6.39;Ensuring sustainable use of wood-based resources for bioenergy;TA7.18;Reduce significantly total waste generation and by 50% residual municipal waste;+;The use of wood-based resources for bioenergy can contribute to reducing waste generation by promoting the use of renewable energy sources.
TA6.40;Achieving thereafter an increasing trend in the total national area of urban green space, including through integration of urban green space into buildings and infrastructure;TA7.1;The obligation to set up urban wastewater collecting systems is extended to all agglomerations with a p.e. of 1.000 or more and all source of urban wastewater should be connected to them;+;Increasing urban green space can help reduce urban wastewater and improve water quality.
TA6.40;Achieving thereafter an increasing trend in the total national area of urban green space, including through integration of urban green space into buildings and infrastructure;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Urban green spaces can help reduce plastic litter and microplastics in the environment by increasing the area for natural filtration and reducing stormwater runoff.
TA6.41;Achieving, in each urban ecosystem area, an increasing trend of urban tree canopy cover;TA7.1;The obligation to set up urban wastewater collecting systems is extended to all agglomerations with a p.e. of 1.000 or more and all source of urban wastewater should be connected to them;+;Increasing urban tree canopy cover can help reduce urban wastewater and improve water quality by increasing evapotranspiration and reducing stormwater runoff.
TA6.41;Achieving, in each urban ecosystem area, an increasing trend of urban tree canopy cover;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Urban tree canopy cover can help reduce plastic litter and microplastics in the environment by increasing the area for natural filtration and reducing stormwater runoff.
TA6.42;Restoring the natural connectivity of rivers and natural functions of the related floodplains;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Restoring natural connectivity of rivers and floodplains can help improve water quality by reducing pollution from agricultural runoff and increasing natural filtration.
TA6.43;Improving pollinator diversity and reversing the decline of pollinator populations;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Improving pollinator diversity can help reduce plastic litter and microplastics in the environment by increasing the area for natural filtration and reducing stormwater runoff.
TA6.44;Restoring degraded land and soil, including land affected by desertification, drought and floods;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Restoring degraded land and soil can help improve water quality by reducing pollution from agricultural runoff and increasing natural filtration.
TA6.45;Re-establishing the habitat types of groups 1-6 listed in Annex II in areas not covered by those habitat types;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Re-establishing habitat types can help improve water quality by reducing pollution from agricultural runoff and increasing natural filtration.
TA6.46;Ensuring that the condition is known for at least 50% of the area distributed over all habitat types listed in groups 1–6 of Annex II;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Ensuring that the condition is known for habitat types can help improve water quality by reducing pollution from agricultural runoff and increasing natural filtration.
TA6.47;Putting in place measures which shall aim to achieve an increasing trend at national level of at least two out of the three following indicators in agricultural ecosystems;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Improving agricultural ecosystems can help reduce plastic litter and microplastics in the environment by increasing the area for natural filtration and reducing stormwater runoff.
TA6.48;Putting in place restoration measures which shall aim to ensure that the common farmland bird index at national level based on the species specified in Annex V reaches the following levels;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Restoring farmland bird populations can help reduce plastic litter and microplastics in the environment by increasing the area for natural filtration and reducing stormwater runoff.
TA6.49;Putting in place measures which shall aim to restore organic soils in agricultural use constituting drained peatlands;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Restoring organic soils can help improve water quality by reducing pollution from agricultural runoff and increasing natural filtration.
TA6.50;Set up at least one renewables-based energy community in every municipality with a population higher than 10.000 by 2025;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Setting up renewables-based energy communities can help reduce plastic litter and microplastics in the environment by increasing the use of renewable energy sources and reducing dependence on fossil fuels.
TA6.51;Achieving an increasing trend at national level of at least six out of seven of the following indicators in forest ecosystems;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Improving forest ecosystems can help reduce plastic litter and microplastics in the environment by increasing the area for natural filtration and reducing stormwater runoff.
TA6.52;Achieving an increasing trend at national level of the common forest bird index;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Improving forest bird populations can help reduce plastic litter and microplastics in the environment by increasing the area for natural filtration and reducing stormwater runoff.
TA6.53;nan;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;No content available for this target.
TA6.54;Promoting the sustainable forest bioeconomy for long-lived wood products;TA7.18;Reduce significantly total waste generation and by 50% residual municipal waste;+;The promotion of sustainable forest bioeconomy can contribute to reducing waste generation by promoting the use of wood products and biodegradable materials.
TA6.55;Ensuring sustainable use of wood-based resources for bioenergy;TA7.18;Reduce significantly total waste generation and by 50% residual municipal waste;+;The use of wood-based resources for bioenergy can contribute to reducing waste generation by promoting the use of renewable energy sources.
TA6.56;Promoting non-wood forest-based bioeconomy, including ecotourism;TA7.18;Reduce significantly total waste generation and by 50% residual municipal waste;+;Promoting non-wood forest-based bioeconomy can contribute to reducing waste generation by promoting the use of sustainable and biodegradable materials.
TA6.57;Developing skills and empowering people for sustainable forest-based bioeconomy;TA7.18;Reduce significantly total waste generation and by 50% residual municipal waste;+;Developing skills and empowering people for sustainable forest-based bioeconomy can contribute to reducing waste generation by promoting the use of sustainable and biodegradable materials.
TA6.58;Protecting EU’s last remaining primary and old-growth forests;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Protecting primary and old-growth forests can help improve water quality by reducing pollution from agricultural runoff and increasing natural filtration.
TA6.59;Ensuring forest restoration and reinforced sustainable forest management for climate adaptation and forest resilience;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Ensuring forest restoration and sustainable forest management can help improve water quality by reducing pollution from agricultural runoff and increasing natural filtration.
TA6.60;Providing financial incentives for forest owners and managers for improving the quantity and quality of EU forests;TA7.18;Reduce significantly total waste generation and by 50% residual municipal waste;+;Providing financial incentives for forest owners and managers can contribute to reducing waste generation by promoting the use of sustainable forest management practices.
TA6.61;nan;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;No content available for this target.
TA6.62;Reach no net land take;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Reaching no net land take can help improve water quality by reducing pollution from agricultural runoff and increasing natural filtration.
TA6.63;Restore degraded land and soil, including land affected by desertification, drought and floods;TA7.14;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);+;Restoring degraded land and soil can help improve water quality by reducing pollution from agricultural runoff and increasing natural filtration.
