TA6.7; The contribution of the sectors covered by the EU ETS with respect to the EU Climate ambition should be of -62 % compared to 2005 (increasing the linear emissions reduction factor from 2.2 % per year up to 4.4 %); TA3.12; by 2030, manufacturing capacity in the Union of the strategic net-zero technologies listed in the Annex approaches or reaches a benchmark of at least 40% of the Union’s annual deployment needs for the corresponding technologies necessary to achieve the Union’s 2030 climate and energy targets; +; The implementation of TA6.7 is likely to have a positive impact on TA3.12 as reducing greenhouse gas emissions through the EU ETS can create a favorable environment for the development and deployment of net-zero technologies.
TA3.14; ; TA6.9; The risk and use of chemical pesticides is reduced by 50%, and the use of more hazardous pesticides is reduced by 50% (target partially in common with the Farm to Fork Strategy and Biodiversity Strategy); -; There is no target content for TA3.14, however, TA6.9 is likely to have a negative impact on some targets in list B related to agriculture and pesticide use, as reducing chemical pesticides can lead to increased costs and challenges for farmers.
TA7.1; The obligation to set up urban wastewater collecting systems is extended to all agglomerations with a p.e. of 1.000 or more and all source of urban wastewater should be connected to them; TA3.20; Reduce significantly total waste generation and by 50% residual municipal waste; +; The implementation of TA7.1 can have a positive impact on TA3.20 as proper wastewater management can reduce waste generation and promote more efficient use of resources.
TA3.2; Reduce landfill to a maximum of 10% of municipal waste; TA7.14; Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%); +; The implementation of TA3.2 is likely to have a positive impact on TA7.14 as reducing landfill waste can decrease the amount of waste that ends up in oceans and waterways, contributing to improved water quality.
TA6.8; The decline of pollinators is reversed (the target is in common with "A New Deal for Pollinators"); TA3.17; Producers of LMT batteries or producer responsibility organisations, shall attain, and maintain durably, at least the following collection targets of waste LMT batteries: 51 % by 31 December 2028, 61 % by 31 December 2031.; -; The implementation of TA6.8 may have a negative impact on TA3.17 as the increased demand for pollinator-friendly practices and potentially more expensive and labor-intensive farming methods could lead to higher costs for battery producers and affect their ability to meet collection targets.
TA3.11; Diversify the Union's imports of strategic raw materials with a view to ensuring that the Union's annual consumption of each strategic raw material at any relevant stage of processing can rely on imports from several third countries, none of which provide more than 65% of the Union's annual consumption; TA7.10; Improve soil quality by reducing nutrient losses and chemical pesticides’ use by 50% (target partially in common with the Farm to Fork strategy and Biodiversity strategy); +; The implementation of TA3.11 is likely to have a positive impact on TA7.10 as diversifying imports of strategic raw materials can lead to more sustainable and responsible sourcing practices, which can in turn contribute to improved soil quality.
TA7.12; Develop measures to significantly increase efforts to identify, investigate, assess and remediate contaminated sites, so that soil pollution will no longer pose a health or environmental risk; TA3.24; Reduce the generation of food waste in processing and manufacturing by 10% in comparison to the amount generated in 2020; +; The implementation of TA7.12 can have a positive impact on TA3.24 as remediating contaminated sites can lead to improved soil health, which can in turn contribute to more efficient and sustainable food production practices, reducing food waste.
TA3.25; Reduce the generation of food waste per capita, jointly in retail and other distribution of food, in restaurants and food services and in households, by 30 % in comparison to the amount generated in 2020; TA7.13; Improve air quality to reduce the number of premature deaths caused by air pollution by 55%; +; The implementation of TA3.25 is likely to have a positive impact on TA7.13 as reducing food waste can lead to decreased energy consumption, transportation, and production, resulting in lower air pollution emissions.
TA7.16; Reduce by 25% the EU ecosystems where air pollution threatens biodiversity; TA3.28; The plastic part in packaging shall contain the following minimum percentage of recycled content recovered from post-consumer plastic waste, per unit of packaging: From 1 January 2030 (i) 30% for contact sensitive packaging made from polyethylene terephthalate (PET) as major component; +; The implementation of TA7.16 can have a positive impact on TA3.28 as reducing air pollution can lead to improved ecosystem health, which can in turn contribute to increased biodiversity and more efficient use of resources, including reduced plastic waste.
TA3.29; Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory; TA7.17; Reduce the share of people chronically disturbed by transport noise by 30%; +; The implementation of TA3.29 is likely to have a positive impact on TA7.17 as reducing plastic waste can lead to decreased transportation needs, resulting in lower noise pollution emissions.
TA7.18; Reduce significantly total waste generation and by 50% residual municipal waste; TA3.30; Reduce packaging waste by 5% per Member State per capita compared to 2018 by 2030, 10% by 2035 and 15% by 2040; +; The implementation of TA7.18 can have a positive impact on TA3.30 as reducing total waste generation can lead to decreased packaging waste, contributing to a more circular economy.
TA3.31; Recycling or preparing for re-use 65% of all packaging waste by 2025, 70% by 2030; TA7.19; Improve soil quality by reducing nutrient losses and chemical pesticides’ use by 50% (target partially in common with the Farm to Fork strategy and Biodiversity strategy); +; The implementation of TA3.31 is likely to have a positive impact on TA7.19 as increased recycling and re-use of packaging waste can lead to reduced waste generation, contributing to improved soil health and more sustainable agricultural practices.
TA7.20; Having all soils in healthy condition by 2050; TA3.32; Recycling of plastic in packaging: 55%; +; The implementation of TA7.20 can have a positive impact on TA3.32 as healthy soils can contribute to increased plastic recycling efficiency and reduced plastic waste generation.
TA3.33; Recycling of wood in packaging: 30%; TA7.21; Minimise or eliminate the use of pesticides in sensitive areas such as urban green areas (target not strictly reported in the Biodiversity dashboard platform); +; The implementation of TA3.33 is likely to have a positive impact on TA7.21 as increased wood recycling can lead to reduced pesticide use in sensitive areas, contributing to improved ecosystem health.
TA7.22; The revision of the Ambient Air Quality Directives would merge the Directives into one, and seek to align EU air quality standards more closely with WHO recommendations; TA3.34; Recycling of ferrous metals in packaging: 80%; +; The implementation of TA7.22 can have a positive impact on TA3.34 as improved air quality can lead to increased recycling efficiency and reduced waste generation, contributing to a more circular economy.
TA3.35; Recycling of aluminium in packaging: 60%; TA7.23; Remove micropollutants from wastewater. An additional treatment, i.e. quaternary treatment, should therefore be introduced in order to ensure that a large spectrum of micro-pollutants is removed from urban wastewater.; +; The implementation of TA3.35 is likely to have a positive impact on TA7.23 as increased aluminium recycling can lead to reduced waste generation and improved wastewater treatment efficiency.
TA7.24; Improve nutrient removal from wastewater. Tertiary treatment should be systematically imposed to all urban wastewater treatment plants of 100 000 p.e. and above, as such plants represent an important remaining source of nitrogen and phosphorus discharge.; TA3.36; Recycling of glass in packaging: 75%; +; The implementation of TA7.24 can have a positive impact on TA3.36 as improved nutrient removal from wastewater can lead to increased glass recycling efficiency and reduced waste generation.
TA3.37; Recycling of paper and cardboard in packaging: 85%; TA7.25; nan; +; There is no target content for TA7.25, however, TA3.37 is likely to have a positive impact on other targets related to waste reduction and recycling as increased paper and cardboard recycling can contribute to a more circular economy.
