TA3.11;The EU's access to a secure and sustainable supply of critical raw materials by ensuring that the Union's extraction capacity is able to extract the ores, minerals or concentrates needed to produce at least 10% of the Union's annual consumption of strategic raw materials, to the extent that the Union’s reserves allow for this;TA4.1;+;The implementation of TA3.11 is likely to have a positive impact on TA4.1, as a secure and sustainable supply of critical raw materials will support the production of sustainable biomethane, which is a key component of the REPowerEU Plan.;The connection between these two targets is based on the fact that critical raw materials are essential for the production of sustainable biomethane, and a secure supply of these materials will enable the EU to meet its biomethane production targets.

TA3.12;By 2030, manufacturing capacity in the Union of the strategic net-zero technologies listed in the Annex approaches or reaches a benchmark of at least 40% of the Union’s annual deployment needs for the corresponding technologies necessary to achieve the Union’s 2030 climate and energy targets;TA4.14;+;The implementation of TA3.12 is likely to have a positive impact on TA4.14, as the development of manufacturing capacity for strategic net-zero technologies will support the production of renewable and low-carbon fuels, including those used in maritime transport.;The connection between these two targets is based on the fact that the development of manufacturing capacity for strategic net-zero technologies will enable the EU to produce the fuels and technologies needed to support the transition to a low-carbon economy in the maritime sector.

TA3.13;nan;TA4.10;-;There is no target content for TA3.13, so it is not possible to determine its impact on TA4.10.;No connection can be made due to the lack of content for TA3.13.

TA3.14;nan;TA4.11;-;There is no target content for TA3.14, so it is not possible to determine its impact on TA4.11.;No connection can be made due to the lack of content for TA3.14.

TA3.15;Producers of portable batteries or, where appointed in accordance with Article 57(1), producer responsibility organisations, shall ensure that all waste portable batteries, Light Means of Transport (LMT) batteries, and SLI batteries, regardless of their nature, chemical composition, condition, brand, or origin, are collected separately in the territory of a Member State where they make these batteries available on the market for the first time.;TA4.16;-;The implementation of TA3.15 may have a negative impact on TA4.16, as the collection of waste batteries may lead to an increase in the cost of producing new batteries, which could make electric vehicles more expensive and less competitive.;The connection between these two targets is based on the fact that the collection of waste batteries may increase the cost of producing new batteries, which could have a negative impact on the affordability of electric vehicles.

