TA4.20;The death toll for all modes of transport should be close to zero in the EU.;TA4.45;+;The implementation of TA4.20, which aims to reduce the death toll for all modes of transport, is likely to have a positive impact on TA4.45, which aims to have zero-emission ocean-going vessels, as reducing transport-related deaths can lead to increased investment in sustainable and safe transportation modes, including zero-emission vessels.;The connection between these two targets is based on the idea that improving transport safety can lead to increased adoption of sustainable transport modes, which in turn can contribute to reducing emissions and achieving climate goals.

TA4.21;In a third phase, from 2030 onwards and towards 2050, renewable hydrogen technologies should reach maturity and be deployed at large scale to reach all hard-to-decarbonise sectors where other alternatives might not be feasible or have higher costs.;TA4.45;+;The implementation of TA4.21, which aims to deploy renewable hydrogen technologies at large scale, is likely to have a positive impact on TA4.45, which aims to have zero-emission ocean-going vessels, as renewable hydrogen can be used as a zero-emission fuel for vessels.;The connection between these two targets is based on the idea that the development and deployment of renewable hydrogen technologies can contribute to the decarbonization of the transport sector, including the maritime sector.

TA4.22;Build three million public electric charging points by 2030.;TA4.45;+;The implementation of TA4.22, which aims to build public electric charging points, is likely to have a positive impact on TA4.45, which aims to have zero-emission ocean-going vessels, as the development of electric charging infrastructure can contribute to the adoption of electric and hybrid vessels.;The connection between these two targets is based on the idea that the development of electric charging infrastructure can support the transition to zero-emission transportation modes, including maritime transport.

TA4.23;Build 1.000 hydrogen stations by 2030.;TA4.45;+;The implementation of TA4.23, which aims to build hydrogen stations, is likely to have a positive impact on TA4.45, which aims to have zero-emission ocean-going vessels, as the development of hydrogen infrastructure can contribute to the adoption of hydrogen-powered vessels.;The connection between these two targets is based on the idea that the development of hydrogen infrastructure can support the transition to zero-emission transportation modes, including maritime transport.

TA4.24;nan;TA4.45;-;There is no content for TA4.24, so there is no impact on TA4.45.;There is no connection between these two targets as TA4.24 has no content.

