TA1.9;The contribution of the sectors covered by the EU ETS with respect to the EU Climate ambition should be of -62 % compared to 2005 (increasing the linear emissions reduction factor from 2.2 % per year up to 4.4 %);TA2.21;+;The implementation of TA1.9 is likely to have a positive impact on TA2.21, as reducing greenhouse gas emissions from EU ETS sectors will contribute to achieving the EU's climate ambition and increasing the share of renewable energy.
TA2.21;The EU will need to install, on average, approximately 45 GW per year of PV to reach the share of 45% of energy coming from renewables set out in the RePowerEU Plan;TA1.9;-;The target TA2.21 may have a negative impact on TA1.9, as the rapid deployment of solar photovoltaic could lead to increased energy demand and potentially higher emissions if not managed properly.
TA2.3;Member States shall ensure that the contribution of renewable fuels of non-biological origin used for final energy and non-energy purposes shall be at least 42 % of the hydrogen used for final energy and non-energy purposes in industry by 2030, and 60 % by 2035;TA2.14;+;The implementation of TA2.3 is likely to have a positive impact on TA2.14, as increasing the use of renewable fuels of non-biological origin will contribute to reducing greenhouse gas emissions from industry and promoting sustainable energy production.
TA2.14;Member States shall endeavour to increase the share of energy from renewable sources and from waste heat and cold in district heating and cooling by an indicative 2,2 percentage points as an annual average calculated for the period 2021 to 2030;TA2.3;+;The target TA2.14 may have a positive impact on TA2.3, as increasing the share of renewable energy in district heating and cooling will contribute to reducing greenhouse gas emissions and promoting sustainable energy production.
TA2.30;The revised directive will make zero-emission buildings the new standard for new buildings. Under the agreement all new residential and non-residential buildings must have zero on-site emissions from fossil fuels, as of 1 January 2028 for publicly-owned buildings and as of 1 January 2030 for all other new buildings, with a possibility for specific exemptions;TA2.25;+;The implementation of TA2.30 is likely to have a positive impact on TA2.25, as promoting zero-emission buildings will contribute to reducing buildings' final energy consumption and greenhouse gas emissions.
TA2.25;Reduce buildings' final energy consumption by 14%;TA2.30;+;The target TA2.25 may have a positive impact on TA2.30, as reducing final energy consumption will contribute to achieving the goal of zero-emission buildings and promoting sustainable energy production.
TA3.1;Halve the amount of residual (non-recycled) municipal waste;TA2.33;+;The implementation of TA3.1 is likely to have a positive impact on TA2.33, as reducing municipal waste will contribute to increasing the recycling rate and promoting a circular economy.
TA2.33;The national measures will have to ensure that at least 55% of the decrease of the average primary energy use is achieved through the renovation of the worst-performing buildings;TA3.1;+;The target TA2.33 may have a positive impact on TA3.1, as renovating worst-performing buildings will contribute to reducing energy consumption and promoting a circular economy.
TA4.1;Ensure that all new cars and vans registered from 2035 onwards are zero-emission;TA2.21;-;The implementation of TA4.1 may have a negative impact on TA2.21, as the increased demand for electric vehicles could lead to higher energy consumption and potentially higher emissions if not managed properly.
TA4.2;Increase the production of advanced biofuels;TA2.14;+;The implementation of TA4.2 is likely to have a positive impact on TA2.14, as increasing the production of advanced biofuels will contribute to reducing greenhouse gas emissions from transport and promoting sustainable energy production.
