TA6.38;Promoting the sustainable forest bioeconomy for long-lived wood products;TA3.39;From 2025, beverage bottles listed in Part F of the Annex which are manufactured from polyethylene terephthalate as the major component (‘PET bottles’) contain at least 25 % recycled plastic, calculated as an average for all PET bottles placed on the market on the territory of that Member State;+;The promotion of sustainable forest bioeconomy can lead to increased demand for wood products, which in turn can drive the use of recycled materials in packaging, such as PET bottles, to reduce waste and increase recycling rates.

TA6.38;Promoting the sustainable forest bioeconomy for long-lived wood products;TA3.42;From 15 August 2018, the recovery targets for the WEEE falling within the following categories of Annex III shall be: - 85% for Category 1 (temperature exchange equipment) or Category 4 (large equipment with any external dimension more than 50 cm);+;The sustainable forest bioeconomy can contribute to the development of new, innovative wood products that can replace traditional materials used in WEEE, thereby increasing the recovery targets for certain categories.

TA6.38;Promoting the sustainable forest bioeconomy for long-lived wood products;TA3.45;By 2025, the preparing for re-use and recycling of municipal waste shall be increased to a minimum of 55% by weight (60% by 2030, 65% by 2035);+;The promotion of sustainable forest bioeconomy can lead to increased production of wood-based materials that can be recycled and reused, contributing to the preparation for re-use and recycling of municipal waste.

TA6.54;Promoting non-wood forest-based bioeconomy, including ecotourism;TA3.39;From 2025, beverage bottles listed in Part F of the Annex which are manufactured from polyethylene terephthalate as the major component (‘PET bottles’) contain at least 25 % recycled plastic, calculated as an average for all PET bottles placed on the market on the territory of that Member State;+;The promotion of non-wood forest-based bioeconomy, including ecotourism, can lead to increased demand for sustainable tourism practices, which in turn can drive the use of recycled materials in packaging, such as PET bottles, to reduce waste and increase recycling rates.

TA6.54;Promoting non-wood forest-based bioeconomy, including ecotourism;TA3.42;From 15 August 2018, the recovery targets for the WEEE falling within the following categories of Annex III shall be: - 85% for Category 1 (temperature exchange equipment) or Category 4 (large equipment with any external dimension more than 50 cm);+;The non-wood forest-based bioeconomy can contribute to the development of new, innovative products that can replace traditional materials used in WEEE, thereby increasing the recovery targets for certain categories.

TA6.54;Promoting non-wood forest-based bioeconomy, including ecotourism;TA3.45;By 2025, the preparing for re-use and recycling of municipal waste shall be increased to a minimum of 55% by weight (60% by 2030, 65% by 2035);+;The promotion of non-wood forest-based bioeconomy can lead to increased production of biodegradable materials that can be recycled and reused, contributing to the preparation for re-use and recycling of municipal waste.

