target_code;target_content;NACE_level1;NACE_level1_extra1;NACE_level1_extra2;NACE_level2;NACE_level2_extra1;NACE_level2_extra2;NACE_level_3;NACE_level_3_extra1;NACE level3_extra2;justification;confidence_score
TA2.24;Each Member State shall ensure that at least 3 % of the total floor area of heated and/or cooled buildings...;F - Construction;D - Electricity, Gas, Steam and Air Conditioning Supply;;F41 - Construction of buildings;D35 - Electricity, gas, steam and air conditioning supply;;F41.2 - Construction of residential and non-residential buildings;D35.1 - Electric power generation, transmission and distribution;;The target involves renovating buildings to be energy-efficient, relevant to construction and energy supply.;8
TA2.25;Reduce buildings' final energy consumption by 14%;F - Construction;D - Electricity, Gas, Steam and Air Conditioning Supply;;F41 - Construction of buildings;D35 - Electricity, gas, steam and air conditioning supply;;F41.2 - Construction of residential and non-residential buildings;D35.1 - Electric power generation, transmission and distribution;;The target involves reducing energy consumption in buildings, relevant to construction and energy supply.;8
TA2.26;At least double the annual energy renovation rate of residential and non-residential buildings by 2030...;F - Construction;D - Electricity, Gas, Steam and Air Conditioning Supply;;F41 - Construction of buildings;D35 - Electricity, gas, steam and air conditioning supply;;F41.2 - Construction of residential and non-residential buildings;D35.1 - Electric power generation, transmission and distribution;;The target involves increasing energy renovation rate in buildings, relevant to construction and energy supply.;8
TA2.27;Indicative national targets aiming to achieve the deep renovation of at least 35 million building units by 2030...;F - Construction;D - Electricity, Gas, Steam and Air Conditioning Supply;;F41 - Construction of buildings;D35 - Electricity, gas, steam and air conditioning supply;;F41.2 - Construction of residential and non-residential buildings;D35.1 - Electric power generation, transmission and distribution;;The target involves deep renovation of buildings, relevant to construction and energy supply.;8
TA2.28;Reduce buildings' energy consumption for heating and cooling by 18%;F - Construction;D - Electricity, Gas, Steam and Air Conditioning Supply;;F41 - Construction of buildings;D35 - Electricity, gas, steam and air conditioning supply;;F41.2 - Construction of residential and non-residential buildings;D35.1 - Electric power generation, transmission and distribution;;The target involves reducing energy consumption in buildings, relevant to construction and energy supply.;8
TA2.29;For the non-residential building stock, the revised rules require to gradually improve it via minimum energy performance standards...;F - Construction;D - Electricity, Gas, Steam and Air Conditioning Supply;;F41 - Construction of buildings;D35 - Electricity, gas, steam and air conditioning supply;;F41.2 - Construction of residential and non-residential buildings;D35.1 - Electric power generation, transmission and distribution;;The target involves improving energy performance in buildings, relevant to construction and energy supply.;8
TA2.3;Member States shall ensure that the contribution of renewable fuels of non-biological origin used for final energy and non-energy purposes...;D - Electricity, Gas, Steam and Air Conditioning Supply;C - Manufacturing;;D35 - Electricity, gas, steam and air conditioning supply;C20 - Manufacture of chemicals and chemical products;;D35.1 - Electric power generation, transmission and distribution;C20.1 - Manufacture of basic chemicals;;The target involves renewable fuels in industry, relevant to energy supply and manufacturing.;8
TA2.30;The revised directive will make zero-emission buildings the new standard for new buildings...;F - Construction;D - Electricity, Gas, Steam and Air Conditioning Supply;;F41 - Construction of buildings;D35 - Electricity, gas, steam and air conditioning supply;;F41.2 - Construction of residential and non-residential buildings;D35.1 - Electric power generation, transmission and distribution;;The target involves zero-emission buildings, relevant to construction and energy supply.;8
TA2.31;All existing buildings should be transformed into zero-emission buildings;F - Construction;D - Electricity, Gas, Steam and Air Conditioning Supply;;F41 - Construction of buildings;D35 - Electricity, gas, steam and air conditioning supply;;F41.2 - Construction of residential and non-residential buildings;D35.1 - Electric power generation, transmission and distribution;;The target involves transforming buildings to zero-emission, relevant to construction and energy supply.;8
TA2.32;100% of on-site energy consumption to be covered by renewable energy as for new buildings;F - Construction;D - Electricity, Gas, Steam and Air Conditioning Supply;;F41 - Construction of buildings;D35 - Electricity, gas, steam and air conditioning supply;;F41.2 - Construction of residential and non-residential buildings;D35.1 - Electric power generation, transmission and distribution;;The target involves renewable energy in new buildings, relevant to construction and energy supply.;8
TA2.33;The national measures will have to ensure that at least 55% of the decrease of the average primary energy use is achieved through the renovation of the worst-performing buildings...;F - Construction;D - Electricity, Gas, Steam and Air Conditioning Supply;;F41 - Construction of buildings;D35 - Electricity, gas, steam and air conditioning supply;;F41.2 - Construction of residential and non-residential buildings;D35.1 - Electric power generation, transmission and distribution;;The target involves renovating buildings to reduce energy use, relevant to construction and energy supply.;8
TA2.34;Each Member State will adopt its own national trajectory to reduce the average primary energy use of residential buildings by 16% by 2030...;F - Construction;D - Electricity, Gas, Steam and Air Conditioning Supply;;F41 - Construction of buildings;D35 - Electricity, gas, steam and air conditioning supply;;F41.2 - Construction of residential and non-residential buildings;D35.1 - Electric power generation, transmission and distribution;;The target involves reducing energy use in residential buildings, relevant to construction and energy supply.;8
TA2.35;Member States will also have to set out specific measures on the phase-out of fossil fuels in heating and cooling...;D - Electricity, Gas, Steam and Air Conditioning Supply;F - Construction;;D35 - Electricity, gas, steam and air conditioning supply;F41 - Construction of buildings;;D35.1 - Electric power generation, transmission and distribution;F41.2 - Construction of residential and non-residential buildings;;The target involves phasing out fossil fuels in buildings, relevant to energy supply and construction.;8
TA2.36;See ‘Commission welcomes political agreement on new rules to boost energy performance of buildings across the EU’;F - Construction;D - Electricity, Gas, Steam and Air Conditioning Supply;;F41 - Construction of buildings;D35 - Electricity, gas, steam and air conditioning supply;;F41.2 - Construction of residential and non-residential buildings;D35.1 - Electric power generation, transmission and distribution;;The target involves energy performance in buildings, relevant to construction and energy supply.;7
TA2.37;By 2030, the share of renewable energy in the electricity mix should double to 55-60%, and projections show a share of around 84% by 2050...;D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;The target involves increasing renewable energy in electricity, relevant to energy supply.;9
TA2.38;The strategy sets targets for an installed capacity of at least 60 GW of offshore wind by 2030 and at least 300 GW by 2050...;D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;The target involves offshore wind energy, relevant to energy supply.;9
TA2.39;The strategy sets targets for an installed capacity of at least 1 GW of ocean energy by 2030 and 40 GW by 2050;D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;The target involves ocean energy, relevant to energy supply.;9
TA2.4;Doubling the current deployment rate of individual heat pumps, resulting in a cumulative 10 million units by 2027...;D - Electricity, Gas, Steam and Air Conditioning Supply;F - Construction;;D35 - Electricity, gas, steam and air conditioning supply;F43 - Specialised construction activities;;D35.3 - Steam and air conditioning supply;F43.2 - Electrical, plumbing and other construction installation activities;;The target involves deploying heat pumps, relevant to energy supply and construction.;8
TA2.40;Around 30% of EU primary steel production is expected to be decarbonized on the basis of renewable hydrogen;C - Manufacturing;D - Electricity, Gas, Steam and Air Conditioning Supply;;C24 - Manufacture of basic metals;D35 - Electricity, gas, steam and air conditioning supply;;C24.1 - Manufacture of basic iron and steel and of ferro-alloys;D35.1 - Electric power generation, transmission and distribution;;The target involves decarbonizing steel production with renewable hydrogen, relevant to manufacturing and energy supply.;8
TA2.5;Bring online over 320 GW of solar photovoltaic by 2025 and 600 GW by 2030;D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;The target involves solar photovoltaic energy, relevant to energy supply.;9
TA2.6;Energy demand to be covered by solar heat and geothermal should at least triple (currently rate at 1,5%);D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;The target involves solar heat and geothermal energy, relevant to energy supply.;9
TA2.7;Over this decade, the EU will need to install, on average, approximately 45 GW per year of PV to reach the share of 45% of energy coming from renewables...;D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;The target involves photovoltaic energy, relevant to energy supply.;9
TA2.8;Ensure that energy poor and vulnerable consumers have access to solar energy, e.g. through social housing installations, energy communities, or financing support for individual installations;D - Electricity, Gas, Steam and Air Conditioning Supply;F - Construction;;D35 - Electricity, gas, steam and air conditioning supply;F41 - Construction of buildings;;D35.1 - Electric power generation, transmission and distribution;F41.2 - Construction of residential and non-residential buildings;;The target involves solar energy access, relevant to energy supply and construction.;8
TA2.9;Member States shall collectively ensure that the share of energy from renewable sources in the Union’s gross final consumption of energy in 2030 is at least 42,5 %.;D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;The target involves increasing renewable energy share, relevant to energy supply.;9
