source_subtheme;impact_subtheme;impact_type;impact_weight ;justification 
GHG Reduction;GHG Reduction - Buildings;GHG Reduction - Transports;GHG Removal ;+3;Indivisible 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;+2 ;Reinforcing 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;+1 ;Enabling 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;-1 ;Constraining 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;-2 ;Counteracting 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;-3 ;Cancelling 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;+3 ;Indivisible 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;+2 ;Reinforcing 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;+1 ;Enabling 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;-1 ;Constraining 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;-2 ;Counteracting 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;-3 ;Cancelling 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;+3 ;Indivisible 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;+2 ;Reinforcing 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;+1 ;Enabling 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;-1 ;Constraining 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;-2 ;Counteracting 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste;Circularity/Recycling - Textile Waste;Circularity/Recycling - Plastic & Packaging;Circularity/Recycling - Plastic & Packaging - Bio-based plastics;Circularity/Recycling - Vehicle Circularity;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Critical Raw Materials - Extraction & Import;Net-Zero Technology - Manufacturing ;-3 ;Cancelling 
GHG Reduction ;Waste Reduction - Municipal Waste;Waste Reduction - Food Waste;Waste Reduction - Plastic & Packaging;Circularity/Recycling - Municipal Waste
