TA1.6;Recast;TA1_Climate ambition;Climate Neutrality;This target is assigned to the Climate Neutrality sub-theme as it mentions the recast of climate-related policies, implying a focus on achieving climate neutrality.
TA1.7;Reduce methane emissions by 35 to 37% compared to 2005 levels, by 2030;TA1_Climate ambition;Greenhouse Gas Emissions Reduction;This target is assigned to the Greenhouse Gas Emissions Reduction sub-theme as it specifically aims to reduce methane emissions, a potent greenhouse gas.
TA1.11;Upgrade national targets in line with an EU-wide reduction of 40% in the ESR sectors compared to 2005;TA1_Climate ambition;Emissions Reduction Targets;This target is assigned to the Emissions Reduction Targets sub-theme as it focuses on upgrading national targets to achieve a 40% reduction in ESR sectors.
TA1.15;Reduce buildings’ greenhouse gas emissions by 60%, compared to 2015 levels, by 2030;TA1_Climate ambition;Building Emissions Reduction;This target is assigned to the Building Emissions Reduction sub-theme as it aims to reduce greenhouse gas emissions from buildings by 60%.
TA2.8;Ensure that energy poor and vulnerable consumers have access to solar energy, e.g. through social housing installations, energy communities, or financing support for individual installations;TA2_Clean, affordable and secure energy;Energy Poverty Reduction;This target is assigned to the Energy Poverty Reduction sub-theme as it focuses on ensuring access to solar energy for vulnerable consumers.
TA2.28;Reduce buildings' energy consumption for heating and cooling by 18%;TA2_Clean, affordable and secure energy;Building Energy Efficiency;This target is assigned to the Building Energy Efficiency sub-theme as it aims to reduce energy consumption for heating and cooling in buildings.
TA2.36;See ‘Commission welcomes political agreement on new rules to boost energy performance of buildings across the EU’;TA2_Clean, affordable and secure energy;Building Energy Performance;This target is assigned to the Building Energy Performance sub-theme as it mentions new rules to boost energy performance in buildings.
TA3.3;Double its circular material use rate in the coming decade;TA3_Industrial strategy for a clean and circular economy;Circular Material Use;This target is assigned to the Circular Material Use sub-theme as it aims to double the circular material use rate.
TA3.5;By 2030 producers will have responsibility for their products along the value chain, including when they become waste;TA3_Industrial strategy for a clean and circular economy;Product Responsibility;This target is assigned to the Product Responsibility sub-theme as it focuses on producers taking responsibility for their products along the value chain.
TA3.24;Reduce the generation of food waste in processing and manufacturing by 10% in comparison to the amount generated in 2020;TA3_Industrial strategy for a clean and circular economy;Food Waste Reduction;This target is assigned to the Food Waste Reduction sub-theme as it aims to reduce food waste in processing and manufacturing.
TA3.35;Recycling of aluminium in packaging: 60%;TA3_Industrial strategy for a clean and circular economy;Aluminium Recycling;This target is assigned to the Aluminium Recycling sub-theme as it specifically mentions recycling of aluminium in packaging.
TA3.36;Recycling of glass in packaging: 75%;TA3_Industrial strategy for a clean and circular economy;Glass Recycling;This target is assigned to the Glass Recycling sub-theme as it specifically mentions recycling of glass in packaging.
TA4.1;*The amendments in Dir. 2023/2413 are also intended to support the achievement of the Union’s target of an annual production of sustainable biomethane of 35 billion cubic meters by 2030;TA4_Sustainable and smart mobility;Sustainable Biomethane Production;This target is assigned to the Sustainable Biomethane Production sub-theme as it mentions the production of sustainable biomethane.
TA4.10;EU fisheries are encouraged to continue the positive trend, as observed for the period 2009-2019, towards reducing fuel intensity;TA4_Sustainable and smart mobility;Fuel Efficiency in Fisheries;This target is assigned to the Fuel Efficiency in Fisheries sub-theme as it focuses on reducing fuel intensity in EU fisheries.
TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles, other than special purpose, off-road, off-road special purpose, and vocational vehicles shall be reduced;TA4_Sustainable and smart mobility;Heavy-Duty Vehicle Emissions Reduction;This target is assigned to the Heavy-Duty Vehicle Emissions Reduction sub-theme as it aims to reduce CO2 emissions from heavy-duty vehicles.
TA4.17;This Regulation will, until 31 December 2024, be complemented by additional measures corresponding to a reduction of 10 g CO2/km;TA4_Sustainable and smart mobility;Vehicle Emissions Reduction;This target is assigned to the Vehicle Emissions Reduction sub-theme as it mentions additional measures to reduce CO2 emissions from vehicles.
TA4.22;Build three million public electric charging points by 2030;TA4_Sustainable and smart mobility;Electric Vehicle Charging Infrastructure;This target is assigned to the Electric Vehicle Charging Infrastructure sub-theme as it aims to build a large number of public electric charging points.
TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node;TA4_Sustainable and smart mobility;Hydrogen Refuelling Infrastructure;This target is assigned to the Hydrogen Refuelling Infrastructure sub-theme as it focuses on deploying hydrogen refuelling stations in urban nodes.
TA4.32;Member States shall ensure that, at all airports of the TEN-T core network and TEN-T comprehensive network, the provision of electricity supply to stationary aircraft is ensured;TA4_Sustainable and smart mobility;Airport Electrification;This target is assigned to the Airport Electrification sub-theme as it aims to ensure electricity supply to stationary aircraft at airports.
TA4.38;High-speed rail traffic will double compared to 2015, by 2030;TA4_Sustainable and smart mobility;High-Speed Rail Development;This target is assigned to the High-Speed Rail Development sub-theme as it focuses on doubling high-speed rail traffic.
TA4.40;Rail and waterborne-based intermodal transport will be able to compete on equal footing with road-only transport in the EU;TA4_Sustainable and smart mobility;Sustainable Transport Modes;This target is assigned to the Sustainable Transport Modes sub-theme as it aims to promote rail and waterborne-based intermodal transport.
TA4.46;Zero-emission large zero-emission aircraft will become market ready;TA4_Sustainable and smart mobility;Zero-Emission Aviation;This target is assigned to the Zero-Emission Aviation sub-theme as it mentions the development of zero-emission large aircraft.
TA4.54;Active transport modes, such as cycling, have seen growth with cities announcing over 2300 km of extra cycling infrastructure;TA4_Sustainable and smart mobility;Cycling Infrastructure Development;This target is assigned to the Cycling Infrastructure Development sub-theme as it focuses on promoting active transport modes like cycling.
TA5.3;Reduce nutrient losses by at least 50%, while ensuring no deterioration on soil fertility;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Nutrient Loss Reduction;This target is assigned to the Nutrient Loss Reduction sub-theme as it aims to reduce nutrient losses while maintaining soil fertility.
TA5.9;Increase organic farming with the aim to achieve at least 25% of total farmland under organic farming by 2030;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Organic Farming Promotion;This target is assigned to the Organic Farming Promotion sub-theme as it focuses on increasing organic farming.
TA5.10;Increase renewable energy in agriculture and food sector;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Renewable Energy in Agriculture;This target is assigned to the Renewable Energy in Agriculture sub-theme as it aims to increase renewable energy use in the agriculture and food sector.
TA5.11;Protect the environment and restore natural resources;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Environmental Protection;This target is assigned to the Environmental Protection sub-theme as it focuses on protecting the environment and restoring natural resources.
TA5.20;Foster the competitiveness of the EU supply sector;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Supply Sector Competitiveness;This target is assigned to the Supply Sector Competitiveness sub-theme as it aims to foster the competitiveness of the EU supply sector.
TA5.21;Ensure access to fast broadband to all farmers and all rural areas;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Rural Broadband Access;This target is assigned to the Rural Broadband Access sub-theme as it focuses on ensuring access to fast broadband in rural areas.
TA5.25;Promote better animal welfare to improve animal health and food quality;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Animal Welfare Promotion;This target is assigned to the Animal Welfare Promotion sub-theme as it aims to promote better animal welfare.
TA5.26;Strengthen educational messages on the importance of healthy nutrition, sustainable food production and consumption, and reducing food waste;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Food Education;This target is assigned to the Sustainable Food Education sub-theme as it focuses on strengthening educational messages on sustainable food.
TA5.31;Increase reformulation of food products in line with guidelines for healthy and sustainable diets;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food Product Reformulation;This target is assigned to the Food Product Reformulation sub-theme as it aims to increase reformulation of food products.
TA5.33;Move to healthier and more sustainable diets;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Diet Promotion;This target is assigned to the Sustainable Diet Promotion sub-theme as it focuses on promoting healthier and more sustainable diets.
TA5.35;Strengthen the resilience of the EU food system;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food System Resilience;This target is assigned to the Food System Resilience sub-theme as it aims to strengthen the resilience of the EU food system.
