TA1.1;Achieve a climate-resilient society status, fully adapted to the unavoidable impacts of climate change;TA1_Climate ambition;Climate Resilience;This target is assigned to the Climate Resilience sub-theme because it aims to achieve a society that is fully adapted to the impacts of climate change.;The target's focus on climate resilience aligns with the sub-theme's objective of building resilience to climate change.

TA1.2;Reduce of 55% GHG emissions compared to 1990 levels (2040 target under discussion);TA1_Climate ambition;Greenhouse Gas Reduction;This target is assigned to the Greenhouse Gas Reduction sub-theme because it aims to reduce GHG emissions by 55% compared to 1990 levels.;The target's focus on reducing GHG emissions aligns with the sub-theme's objective of decreasing greenhouse gas emissions.

TA1.3;Achieve an EU net greenhouse gas removal of 310 million tonnes CO2 equivalent per year for the land use, land use change and forestry (LULUCF) sector, by 2030;TA1_Climate ambition;Carbon Sequestration;This target is assigned to the Carbon Sequestration sub-theme because it aims to achieve a net greenhouse gas removal of 310 million tonnes CO2 equivalent per year for the LULUCF sector.;The target's focus on carbon sequestration aligns with the sub-theme's objective of removing carbon dioxide from the atmosphere.

TA1.4;Achieve climate neutrality by 2050;TA1_Climate ambition;Climate Neutrality;This target is assigned to the Climate Neutrality sub-theme because it aims to achieve climate neutrality by 2050.;The target's focus on climate neutrality aligns with the sub-theme's objective of reaching net-zero emissions.

TA2.1;The share of renewable energy in the electricity mix should double to 55-60%, and projections show a share of around 84% by 2050;TA2_Clean, affordable and secure energy;Renewable Energy;This target is assigned to the Renewable Energy sub-theme because it aims to increase the share of renewable energy in the electricity mix.;The target's focus on renewable energy aligns with the sub-theme's objective of promoting renewable energy sources.

TA2.2;By 2030, the share of renewable energy in the heating and cooling sector shall increase by at least 1.1 percentage points as an annual average;TA2_Clean, affordable and secure energy;Renewable Energy;This target is assigned to the Renewable Energy sub-theme because it aims to increase the share of renewable energy in the heating and cooling sector.;The target's focus on renewable energy aligns with the sub-theme's objective of promoting renewable energy sources.

TA2.3;Each Member State shall ensure that at least 3% of the total floor area of heated and/or cooled buildings that are owned by public bodies is renovated each year;TA2_Clean, affordable and secure energy;Energy Efficiency;This target is assigned to the Energy Efficiency sub-theme because it aims to renovate buildings to improve energy efficiency.;The target's focus on energy efficiency aligns with the sub-theme's objective of reducing energy consumption.

TA2.4;Doubling the current deployment rate of individual heat pumps, resulting in a cumulative 10 million units by 2027 and 30 million units by 2030;TA2_Clean, affordable and secure energy;Heat Pumps;This target is assigned to the Heat Pumps sub-theme because it aims to increase the deployment of heat pumps.;The target's focus on heat pumps aligns with the sub-theme's objective of promoting heat pump technology.

