TA3.29;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory. A sustained reduction is achieved if the annual consumption does not exceed 40 lightweight plastic carrier bags per person, or the equivalent target in weight, by 31 December 2025, and subsequently by 31 December in each year thereafter. Proposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Waste Reduction - Plastic & Packaging;This target is assigned to the sub-theme "Waste Reduction - Plastic & Packaging" because it aims to reduce the consumption of lightweight plastic carrier bags, which is a type of plastic packaging waste. The target is specific to reducing plastic waste, making this sub-theme the most relevant.

TA3.29;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory. A sustained reduction is achieved if the annual consumption does not exceed 40 lightweight plastic carrier bags per person, or the equivalent target in weight, by 31 December 2025, and subsequently by 31 December in each year thereafter. Proposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Plastic & Packaging;This target is also assigned to the sub-theme "Circularity/Recycling - Plastic & Packaging" because reducing plastic carrier bag consumption can lead to increased recycling and circularity of plastic packaging materials.

TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Waste Reduction - Municipal Waste;This target is assigned to the sub-theme "Waste Reduction - Municipal Waste" because it aims to reduce packaging waste generated per capita, which is a type of municipal waste.

TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Municipal Waste;This target is also assigned to the sub-theme "Circularity/Recycling - Municipal Waste" because reducing packaging waste can lead to increased recycling and circularity of municipal waste materials.

TA3.31;Member States shall take the necessary measures to attain the recycling targets of 65% by weight of all packaging waste generated by 31 December 2025, and of 70% by weight of all packaging waste generated by 31 December 2030. Proposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Municipal Waste;This target is assigned to the sub-theme "Circularity/Recycling - Municipal Waste" because it sets specific recycling targets for packaging waste, which is a type of municipal waste.

TA3.32;Member States shall take the necessary measures to attain a recycling target of 50% of plastic by weight of plastic contained in packaging waste generated by 31 December 2025, and of 55% by weight of plastic in packaging waste generated by 31 December 2030. Proposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Plastic & Packaging;This target is assigned to the sub-theme "Circularity/Recycling - Plastic & Packaging" because it sets specific recycling targets for plastic packaging waste.

TA3.33;Member States shall take the necessary measures to attain a recycling target of 25% of wood by weight of wood contained in packaging waste generated by 31 December 2025 and of 30% by 31 December 2030. Proposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Municipal Waste;This target is assigned to the sub-theme "Circularity/Recycling - Municipal Waste" because it sets specific recycling targets for wood packaging waste, which is a type of municipal waste.

TA3.34;Member States shall take the necessary measures to attain a recycling target of 70% of ferrous metals by weight of ferrous metals contained in packaging waste generated by 31 December 2025 and of 80% by 31 December 2030 Proposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Municipal Waste;This target is assigned to the sub-theme "Circularity/Recycling - Municipal Waste" because it sets specific recycling targets for ferrous metals packaging waste, which is a type of municipal waste.

TA3.35;Member States shall take the necessary measures to attain a recycling target of 50% of aluminium by weight of aluminium contained in packaging waste generated by 31 December 2025 and of 60% by 31 December 2030 Proposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Municipal Waste;This target is assigned to the sub-theme "Circularity/Recycling - Municipal Waste" because it sets specific recycling targets for aluminium packaging waste, which is a type of municipal waste.

TA3.36;Member States shall take the necessary measures to attain a recycling target of 70% of glass by weight of glass contained in packaging waste generated by 31 December 2025 and of 75% by 31 December 2030 Proposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Municipal Waste;This target is assigned to the sub-theme "Circularity/Recycling - Municipal Waste" because it sets specific recycling targets for glass packaging waste, which is a type of municipal waste.

TA3.37;Member States shall take the necessary measures to attain a recycling target of 75% of paper and cardboard by weight of paper and cardboard contained in packaging waste generated by 31 December 2025 and of 85% by 31 December 2030 Proposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Municipal Waste;This target is assigned to the sub-theme "Circularity/Recycling - Municipal Waste" because it sets specific recycling targets for paper and cardboard packaging waste, which is a type of municipal waste.

TA3.38;Each vehicle belonging to a vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of this Regulation] under Regulation (EU) 2018/858 shall be constructed so that it is: (a) reusable/recyclable to a minimum of 85% by mass, (b) reusable/recoverable to a minimum of 95 % by mass. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Vehicle Circularity;This target is assigned to the sub-theme "Circularity/Recycling - Vehicle Circularity" because it sets specific requirements for vehicle design and end-of-life management, aiming to increase recyclability and reusability of vehicles.

TA3.48;The plastic contained in each vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of the Regulation] under Regulation (EU) 2018/858 shall contain a minimum of 25 % of plastic recycled by weight from post-consumer plastic waste. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Plastic & Packaging;This target is assigned to the sub-theme "Circularity/Recycling - Plastic & Packaging" because it sets a specific requirement for the use of recycled plastic in vehicle production, aiming to increase circularity of plastic materials.

TA3.49;At least 25% of the target set out in the first subparagraph shall be achieved by including plastics recycled from end-of-life vehicles in the vehicle type concerned. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Vehicle Circularity;This target is assigned to the sub-theme "Circularity/Recycling - Vehicle Circularity" because it sets a specific requirement for the use of recycled plastics from end-of-life vehicles in new vehicle production, aiming to increase circularity of vehicle materials.

TA3.50;Member States shall ensure that the following targets are met by the waste management operators: (a) the reuse and recovery, as calculated together, shall be a minimum of 95 %, by average weight per vehicle, excluding batteries, and year, (b) the reuse and recycling, as calculated together, shall be a minimum of 85 %, by average weight per vehicle, excluding batteries, and year. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Vehicle Circularity;This target is assigned to the sub-theme "Circularity/Recycling - Vehicle Circularity" because it sets specific targets for reuse, recovery, and recycling of vehicle materials, aiming to increase circularity of vehicle waste.

TA3.51;Member States shall ensure that waste management operators achieve a yearly target for the recycling of plastics of at least 30 % of the total weight of plastics contained in the vehicles delivered to the waste management operators. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Plastic & Packaging;This target is assigned to the sub-theme "Circularity/Recycling - Plastic & Packaging" because it sets a specific target for the recycling of plastics from vehicles, aiming to increase circularity of plastic materials.

TA3.52;At least 20% of the carbon used in the chemical and plastic products should be from sustainable non-fossil sources by 2030, in full consideration of the EU's biodiversity and circular economy objectives and of the upcoming policy framework for bio-based, biodegradable and compostable plastics. Communication on Sustainable Carbon Cycles;TA3_Industrial strategy for a clean and circular economy;Circularity/Recycling - Plastic & Packaging;This target is assigned to the sub-theme "Circularity/Recycling - Plastic & Packaging" because it sets a specific target for the use of sustainable non-fossil carbon sources in chemical and plastic products, aiming to increase circularity of plastic materials.

TA4.3;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall be reduced, compared to the reference value (91.16 gCO2e/MJ) by: 2% from 1 January 2025, 6% from 1 January 2030, 14.5% from 1 January 2035, 31% from 1 January 2040, 62% from 1 January 2045, 80% from 1 January 2050. Regulation (EU) 2023/1805;TA4_Sustainable and smart mobility;GHG Reduction - Transports;This target is assigned to the sub-theme "GHG Reduction - Transports" because it sets specific targets for reducing GHG intensity of energy used on board ships, aiming to decrease transport-related emissions.

TA4.5;Aviation fuel suppliers shall also ensure that Sustainable Aviation Fuel (SAF) made available to aircraft operators at each Union airport will be at least 2% from 2025, 6% from 2030, 20% from 2035, 34% from 2040, 42% from 2045 and 70% from 2050. Regulation (EU) 2023/2405;TA4_Sustainable and smart mobility;Biofuels;This target is assigned to the sub-theme "Biofuels" because it sets specific targets for the use of Sustainable Aviation Fuel (SAF) in aviation, aiming to increase the share of biofuels in transport.

TA4.6;Of the SAF targets reported above, synthetic aviation fuels should represent a minimum share of 1.2% from 2030, 5% from 2035, 10% from 2034, 15% from 2045, and 35% from 2050. Regulation (EU) 2023/2405;TA4_Sustainable and smart mobility;Other Low-Carbon Fuels;This target is assigned to the sub-theme "Other Low-Carbon Fuels" because it sets specific targets for the use of synthetic aviation fuels, which are a type of low-carbon fuel.

TA4.7;Each Member State shall set an obligation on fuel suppliers to ensure that: (B) the combined share of advanced biofuels and biogas produced from the feedstock listed in Part A of Annex IX and of renewable fuels of non-biological origin in the energy supplied to the transport sector is at least 1% in 2025 and 5.5% in 2030, of which a share of at least 1 percentage point is from renewable fuels of non-biological origin in 2030. Directive (EU) 2023/2413;TA4_Sustainable and smart mobility;Biofuels;This target is assigned to the sub-theme "Biofuels" because it sets specific targets for the use of advanced biofuels and biogas in transport, aiming to increase the share of biofuels in the energy mix.

TA4.8;Member States with maritime ports shall endeavour to ensure that as of 2030 the share of renewable fuels of non-biological origin (RFNBOs) in the total amount of energy supplied to the maritime transport sector is at least 1.2%. Directive (EU) 2023/2413;TA4_Sustainable and smart mobility;Other Low-Carbon Fuels;This target is assigned to the sub-theme "Other Low-Carbon Fuels" because it sets a specific target for the use of renewable fuels of non-biological origin in maritime transport, aiming to increase the share of low-carbon fuels in the energy mix.

TA4.9;Cut the emissions of transport sector by 90% by 2050 relative to 1990. Sustainable and Smart Mobility Strategy;TA4_Sustainable and smart mobility;GHG Reduction - Transports;This target is assigned to the sub-theme "GHG Reduction - Transports" because it sets a specific target for reducing emissions from the transport sector, aiming to decrease transport-related emissions.

TA4.10;EU fisheries are encouraged to continue the positive trend, as observed for the period 2009-2019, towards reducing fuel intensity by reducing the fossil-fuel consumption per kg of landed product for at least an additional 15% for the period 2019-2030. Energy Transition of the EU Fisheries and Aquaculture sector;TA4_Sustainable and smart mobility;Energy Efficiency;This target is assigned to the sub-theme "Energy Efficiency" because it encourages reducing fuel intensity in EU fisheries, aiming to decrease energy consumption and increase energy efficiency.

TA4.11;Reduce the average door-to-door cost of combined transport operations by at least 10% within 7 years Proposal for a Directive to support framework for intermodal transport of goods;TA4_Sustainable and smart mobility;Transport Logistics;This target is assigned to the sub-theme "Transport Logistics" because it aims to reduce the cost of combined transport operations, which can lead to increased efficiency and competitiveness in the transport sector.

TA4.13;For [...] “urban buses” manufacturers shall comply with the 90% (in the reporting period 2030-2034) and 100% (as from 2035) minimum shares in their fleet of new heavy-duty vehicles Regulation (EU) 2024/1610;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;This target is assigned to the sub-theme "Net-Zero Technology - Road Vehicles" because it sets specific targets for the adoption of low-emission vehicles in urban bus fleets, aiming to decrease emissions from road transport.

TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles [...], off-road vehicles and off-road special purpose vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019: (a) 15% for vehicle sub-groups 4-UD, 4-RD, 4-LH, 5-RD, 5-LH, 9-RD, 9-LH, 10-RD and 10-LH for the reporting periods of the years 2025 to 2029, (b) 45% for all vehicle sub-groups other than vocational vehicles for the reporting periods of the years 2030 to 2034, (c) 65% for all vehicle sub-groups for the reporting periods of the years 2035 to 2039, (d) 90% for all vehicle sub-groups for the reporting periods of the year 2040 onwards Regulation (EU) 2024/1610;TA4_Sustainable and smart mobility;GHG Reduction - Transports;This target is assigned to the sub-theme "GHG Reduction - Transports" because it sets specific targets for reducing CO2 emissions from heavy-duty vehicles, aiming to decrease transport-related emissions.

TA4.18;The share of biofuels and biogas produced from the feedstock listed in Part B of Annex IX in the energy content of fuels and electricity supplied to the transport sector shall, except in Cyprus and Malta, be limited to 1.7%. Directive (EU) 2023/2413;TA4_Sustainable and smart mobility;Biofuels;This target is assigned to the sub-theme "Biofuels" because it sets a specific limit for the use of biofuels and biogas produced from certain feedstocks in the transport sector, aiming to ensure sustainable biofuel production.

TA4.19;The yearly quantity of aviation fuel uplifted by a given aircraft operator at a given Union airport shall be at least 90% of the yearly aviation fuel required, to avoid tankering practices which would bring additional emissions from extra weight. Regulation (EU) 2023/2405;TA4_Sustainable and smart mobility;Energy Efficiency;This target is assigned to the sub-theme "Energy Efficiency" because it aims to reduce unnecessary fuel consumption in aviation by minimizing tankering practices, which can lead to increased energy efficiency.

TA4.20;In the first phase, from 2020 up to 2024, the strategic objective is to install at least 6 GW of renewable hydrogen electrolysers in the EU. In the second phase, from 2025 up to 2030, the strategic objective is to install at least 40 GW of renewable hydrogen electrolysers. A Hydrogen Strategy for a climate-neutral Europe;TA4_Sustainable and smart mobility;Renewable Energy - Hydrogen;This target is assigned to the sub-theme "Renewable Energy - Hydrogen" because it sets specific objectives for the installation of renewable hydrogen electrolysers, aiming to increase the production of renewable hydrogen.

TA4.25;Member States shall ensure that, at the end of each year, the following power output targets are met cumulatively: (a) for each light-duty battery electric vehicle registered in their territory, a total power output of at least 1.3 kW is provided through publicly accessible recharging stations, and (b) for each light-duty plug-in hybrid vehicle registered in their territory, a total power output of at least 0.80 kW is provided through publicly accessible recharging stations. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Energy Infrastructure;This target is assigned to the sub-theme "Energy Infrastructure" because it sets specific targets for the provision of power output through publicly accessible recharging stations for electric and hybrid vehicles, aiming to support the adoption of low-emission vehicles.

TA4.26;Member States shall ensure that along the TEN-T core and comprehensive network, publicly accessible recharging pools dedicated to light-duty vehicles deployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Energy Infrastructure;This target is assigned to the sub-theme "Energy Infrastructure" because it sets specific requirements for the deployment of publicly accessible recharging pools for light-duty vehicles along the TEN-T network, aiming to support the adoption of low-emission vehicles.

TA4.27;Member States shall ensure that, by 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 60 km between them [...]. Along the TEN-T comprehensive road network, recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1.500 kW and includes at least one recharging point with an individual power output of at least 350 kW. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Energy Infrastructure;This target is assigned to the sub-theme "Energy Infrastructure" because it sets specific requirements for the deployment of publicly accessible recharging pools for heavy-duty electric vehicles along the TEN-T network, aiming to support the adoption of low-emission vehicles.

TA4.28;By 31 December 2030, in each safe and secure parking area at least four publicly accessible recharging stations dedicated to heavy-duty electric vehicles with an individual power output of at least 100 kW are deployed. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Energy Infrastructure;This target is assigned to the sub-theme "Energy Infrastructure" because it sets a specific requirement for the deployment of publicly accessible recharging stations for heavy-duty electric vehicles in safe and secure parking areas, aiming to support the adoption of low-emission vehicles.

TA4.29;By 31 December 2030, in each urban node publicly accessible recharging points dedicated to heavy-duty electric vehicles with an aggregated power output of at least 1 800 kW are deployed, provided by recharging stations with an individual power output of at least 150 kW. Regulation (EU) 2023/180;TA4_Sustainable and smart mobility;Energy Infrastructure;This target is assigned to the sub-theme "Energy Infrastructure" because it sets a specific requirement for the deployment of publicly accessible recharging points for heavy-duty electric vehicles in urban nodes, aiming to support the adoption of low-emission vehicles.

TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Renewable Energy - Hydrogen;This target is assigned to the sub-theme "Renewable Energy - Hydrogen" because it sets a specific requirement for the deployment of publicly accessible hydrogen refuelling stations in urban nodes, aiming to support the adoption of hydrogen fuel cell vehicles.

