TA1.1;Climate Neutrality (2040 target under discussion);TA5.2;+
TA1.1;Climate Neutrality (2040 target under discussion);TA5.4;+
TA1.2;2040 target under discussion;TA5.2;+
TA1.2;2040 target under discussion;TA5.4;+
TA1.3;Reduce of 55% GHG emissions compared to 1990 levels (2040 target under discussion);TA5.2;+
TA1.3;Reduce of 55% GHG emissions compared to 1990 levels (2040 target under discussion);TA5.4;+
TA1.4;Achieve a climate-resilient society status, fully adapted to the unavoidable impacts of climate change;TA5.35;+
TA1.5;CBAM;TA5.2;-
TA1.6;Recast;TA5.2;+
TA1.7;Reduce methane emissions of 35% if compared to 2005 levels;TA5.2;+
TA1.8;Reach energy neutrality in the wastewater treatment sector by 2040. To reach energy neutrality and the additional treatment of nitrogen, GHG emissions would be reduced by 4,86 million tonnes (37,32 % of the avoidable emissions from the sector);TA5.2;+
TA1.9;The contribution of the sectors covered by the EU ETS with respect to the EU Climate ambition should be of -62 % compared to 2005 (increasing the linear emissions reduction factor from 2.2 % per year up to 4.4 %);TA5.2;+
TA1.10;The total quantity of allowances for the new emissions trading system should follow a linear trajectory to reach the emission reduction target for 2030, taking into account the cost-efficient contribution of the buildings and road transport sectors of 43 % emission reductions by 2030 compared to 2005 and of the additional sectors, a combined cost-efficient contribution of 42 % emission reductions by 2030 compared to 2005.;TA5.2;+
TA1.11;Upgrade national targets in line with an EU-wide reduction of 40% in the ESR sectors compared to 2005. Member States contribute to the overall EU reduction in 2030 with targets ranging from -10% to -50% below 2005 level (sectors: transport, buildings, agriculture and waste);TA5.2;+
TA1.12;Achieve an EU net greenhouse gas removal of 310 million tonnes CO2 equivalent per year for the land use, land use change and forestry (LULUCF) sector by 2030, and Member State-specific targets for 2030 summing up to -42 MtCO2e increase in LULUCF sink between 2016-2018 and 2030.;TA5.2;+
TA1.13;For the period from 2021 to 2025, each Member State shall ensure that greenhouse gas emissions from the sector do not exceed greenhouse gas removals, calculated as the sum of total emissions and total removals on its territory in all of the land accounting categories (no debit rule).;TA5.2;+
TA1.14;Each Member State shall ensure that the annual sum of its greenhouse gas emissions and removals on its territory and in all of the land reporting categories, in each year in the period from 2026 to 2030, does not exceed the limit established by a linear trajectory, ending in 2030 on the target set out for that Member State(no debit rule);TA5.2;+
TA1.15;Reduce buildings’ greenhouse gas emissions by 60%, compared to 2015 levels, by 2030;TA5.2;+
TA1.16;To achieve 55% reduction of GHG emission by 2030, methane emissions related to energy production and consumption should be reduced by 58% compared to the level in 2020;TA5.2;+
TA5.1;nan;TA1.1;-
TA5.2;Reduce overall EU sales of antimicrobials for farmed animals and in aquaculture by 50% by 2030;TA1.7;+
TA5.3;Reduce nutrient losses by at least 50%, while ensuring no deterioration on soil fertility;TA1.4;+
TA5.4;Reduce by 50% the use and risk of chemical pesticides;TA1.7;+
TA5.5;Reduce by 50% the use and risk of chemical pesticides;TA1.7;+
TA5.6;Increase sustainable fishing and aquaculture. Bring fish stocks to sustainable levels. Significant increase in organic aquaculture;TA1.11;+
TA5.7;Tackle climate change: climate change adaptation and mitigation. Ensure that agriculture, fisheries and aquaculture, and the food value chain contribute to the target of reducing greenhouse gas emissions to at least 55% below 1990 levels by 2030 and to the achievement of the objective for a climate-neutral Union in 2050;TA1.3;+
TA5.8;Sustainable use of water. Preserving freshwater, boosting water reuse in agriculture;TA1.13;+
TA5.9;Increase organic farming with the aim to achieve at least 25% of total farmland under organic farming by 2030;TA1.12;+
TA5.10;Increase renewable energy in agriculture and food sector. Adopt energy efficiency solutions in agriculture and food sector, by reducing energy consumption;TA1.10;+
TA5.11;Protect the environment and restore natural resources. Preserve biodiversity and reduce biodiversity loss;TA1.4;+
TA5.12;Secure and ensure access to a range of quality seeds for plant varieties in order to adapt to the pressures of climate change;TA1.4;+
TA5.13;Reduce food waste. Prevent food loss and waste. Halve per capita food waste at retail and consumer levels;TA1.15;+
TA5.14;Scale-up and promote sustainable and socially responsible production methods and circular business models in food processing and retail;TA1.10;+
TA5.15;Reduce the environmental and climate footprint of the EU food system, operating within planetary boundaries;TA1.3;+
TA5.16;Ensure fair income and salaries. Improve income of primary producers to ensure their sustainable livelihood;TA1.1;+
TA5.17;Help farmers and fishers to strengthen their position in the supply chain and to capture a fair share of the added value of sustainable production;TA1.1;+
TA5.18;Improve agricultural rules that strengthen the position of farmers (e.g. producers of products with geographical indications), their cooperatives and producer organisations in the food supply chain;TA1.1;+
TA5.19;Preserve the affordability of food;TA1.1;+
TA5.20;Foster the competitiveness of the EU supply sector;TA1.1;+
TA5.21;Ensure access to fast broadband to all farmers and all rural areas (enabler for jobs, businesses, investments, improvement in quality of life in rural areas and enabler to mainstream precision farming and use of artificial intelligence);TA1.1;+
TA5.22;Create shorter supply chains will support reducing dependence on long-haul transportation;TA1.11;+
TA5.23;Create new job opportunities;TA1.1;+
TA5.24;Ensure Fair, inclusive and ethical value chains. Improve working conditions, ensure occupation health and safety. Ensure workers’ social protection and housing conditions, promote socially responsible production methods, Mitigate the socio-economic consequences impacting the food chain and ensure that the key principles enshrined in the European Pillar of Social Rights are respected, especially when it comes to precarious, seasonal and undeclared workers;TA1.1;+
TA5.25;Promote better animal welfare to improve animal health and food quality;TA1.1;+
TA5.26;Strengthen educational messages on the importance of healthy nutrition, sustainable food production and consumption, and reducing food waste;TA1.15;+
TA5.27;Provide food information and labelling to empower consumers to make informed, healthy and sustainable food choices;TA1.15;+
TA5.28;Extend the mandatory origin or provenance indications to certain products;TA1.15;+
TA5.29;Improve availability of sustainable food. Ensure that the healthy option is always the easiest one. Ensure food supply;TA1.15;+
TA5.30;Ensure affordability and access to sufficient, nutritious and sustainable food;TA1.15;+
