TA6.40;Member States shall achieve thereafter an increasing trend in the total national area of urban green space, including through integration of urban green space into buildings and infrastructure, in urban ecosystem areas, determined in accordance with Article 11(2b), measured every six years after 31 December 2030, until a satisfactory level identified in accordance with Article 11(3) is reached;TA1.15;+
TA6.41;Member States shall achieve, in each urban ecosystem area, determined in accordance with Article 11(2b), an increasing trend of urban tree canopy cover, measured every six years after 31 December 2030, until the satisfactory level identified in accordance with Article 11(3) is reached;TA1.15;+
TA6.42;Member States shall make an inventory of artificial barriers to connectivity of surface waters and remove them, taking into account their socio-economic functions, to contribute to the achievement of the restoration targets set out in Article 4 of this Regulation and of the objective of restoring at least 25.000 km of rivers into free-flowing rivers in the Union;TA1.13;+
TA6.43;Member States shall, by putting in place appropriate and effective measures, improve pollinator diversity and reverse the decline of pollinator populations at the latest by 2030 and achieve thereafter an increasing trend of pollinator populations, following the entry into force of the Regulation and measured every six years after 2030, until satisfactory levels are achieved, as set out in accordance with Article 11(3);TA1.7;+
TA6.44;Member States shall put in place the restoration measures that are necessary to improve to good condition areas of habitat types listed in Annex II which are not in good condition. Such measures shall be in place: (a) on at least 30% by 2030 of the total area of groups 1–6 of habitat types listed in Annex II that is not in good condition; and (b) on at least 60 % by 2040 and on at least 90 % by 2050 of the area of each of the groups 1–6 of habitat types listed in Annex II that is not in good condition;TA1.12;+
TA6.45;Member States shall put in place the restoration measures that are necessary to re-establish the habitat types of groups 1-6 listed in Annex II in areas not covered by those habitat types with the aim to reach their favourable reference area. Such measures shall be in place on areas representing at least 30% of the additional overall surface needed to reach the total favourable reference area of each group of habitat types, as quantified in the national restoration plan referred to in Article 12, by 2030, at least 60% of that surface by 2040, and 100% of that surface by 2050;TA1.12;+
TA6.46;Member States shall ensure, by 2030 at the latest, that the condition is known for at least 50% of the area distributed over all habitat types listed in groups 1–6 of Annex II. The condition of all areas of groups 1–6 of habitat types listed in Annex II shall be known by 2040. Member States shall also ensure, by 2040 at the latest, that the condition is known for at least 50% of the area distributed over all habitat types listed in group 7 of Annex II. The condition of all areas of group 7 of habitat types listed in Annex II shall be known by 2050;TA1.12;+
TA6.47;Member States shall put in place measures which shall aim to achieve an increasing trend at national level of at least two out of the three following indicators in agricultural ecosystems, as further specified in Annex IV, measured in the period from the date of entry into force of this Regulation until 31 December 2030, and every six years thereafter, until the satisfactory levels, identified in accordance with Article 11(3), are reached: (a) grassland butterfly index; (b) stock of organic carbon in cropland mineral soils; (c) share of agricultural land with high-diversity landscape features;TA1.10;+
TA6.48;Member States shall put in place restoration measures which shall aim to ensure that the common farmland bird index at national level based on the species specified in Annex V reaches the following levels: (a) 110 by 2030, 120 by 2040 and 130 by 2050, for Member States listed in Annex V with historically more depleted populations of farmland birds; (b) 105 by 2030, 110 by 2040 and 115 by 2050, for Member States listed in Annex V with historically less depleted populations of farmland birds;TA1.10;+
TA6.49;Member States shall put in place measures which shall aim to restore organic soils in agricultural use constituting drained peatlands. Those measures shall be in place on at least: (a) 30% of such areas by 2030, of which at least a quarter shall be rewetted; (b) 40% of such areas by 2040, of which at least a third shall be rewetted; (c) 50% of such areas by 2050, of which at least a third shall be rewetted;TA1.12;+
TA6.50;The contribution of the sectors covered by the EU ETS with respect to the EU Climate ambition should be of -62 % compared to 2005 (increasing the linear emissions reduction factor from 2.2 % per year up to 4.4 %);TA1.9;+
TA6.51;Member States shall achieve an increasing trend at national level of at least six out of seven of the following indicators in forest ecosystems, as further set out in Annex VI, chosen on the basis of their ability to demonstrate the enhancement of biodiversity of forest ecosystems within the Member States concerned: (a) standing deadwood; (b) lying deadwood; (c) share of forests with uneven-aged structure; (d) forest connectivity; (e) stock of organic carbon; (f) share of forests dominated by native tree species; (g) tree species diversity;TA1.12;+
TA6.52;Member States shall achieve an increasing trend at national level of the common forest bird index, as further set out in Annex VI, measured in the period from the date of entry into force of this Regulation until 31 December 2030, and every six years thereafter, until the satisfactory levels identified in accordance with Article 11(3) are reached;TA1.12;+
TA6.53;nan;TA1.1;-
TA6.54;Promoting the sustainable forest bioeconomy for long-lived wood products;TA1.12;+
TA6.55;Ensuring sustainable use of wood-based resources for bioenergy;TA1.12;+
TA6.56;Promoting non-wood forest-based bioeconomy, including ecotourism;TA1.12;+
TA6.57;Developing skills and empowering people for sustainable forest-based bioeconomy;TA1.12;+
TA6.58;Protecting EU’s last remaining primary and old-growth forests;TA1.12;+
TA6.59;Ensuring forest restoration and reinforced sustainable forest management for climate adaptation and forest resilience;TA1.12;+
TA6.60;Providing financial incentives for forest owners and managers for improving the quantity and quality of EU forests;TA1.12;+
TA6.61;nan;TA1.1;-
TA6.62;Reach no net land take;TA1.4;+
TA6.63;Restore degraded land and soil, including land affected by desertification, drought and floods;TA1.4;+
TA6.64;nan;TA1.1;-
TA6.65;nan;TA1.1;-
TA6.66;nan;TA1.1;-
TA6.67;nan;TA1.1;-
TA6.68;nan;TA1.1;-
TA6.69;nan;TA1.1;-
TA6.70;nan;TA1.1;-
TA6.71;nan;TA1.1;-
TA6.72;nan;TA1.1;-
TA6.73;nan;TA1.1;-
TA6.74;nan;TA1.1;-
TA6.75;nan;TA1.1;-
TA6.76;nan;TA1.1;-
TA6.77;nan;TA1.1;-
TA6.78;nan;TA1.1;-
TA6.79;nan;TA1.1;-
TA6.80;nan;TA1.1;-
TA6.81;nan;TA1.1;-
TA6.82;nan;TA1.1;-
TA6.83;nan;TA1.1;-
TA6.84;nan;TA1.1;-
TA6.85;nan;TA1.1;-
TA6.86;nan;TA1.1;-
TA6.87;nan;TA1.1;-
TA6.88;nan;TA1.1;-
TA6.89;nan;TA1.1;-
TA6.90;nan;TA1.1;-
TA6.91;nan;TA1.1;-
TA6.92;nan;TA1.1;-
TA6.93;nan;TA1.1;-
TA6.94;nan;TA1.1;-
TA6.95;nan;TA1.1;-
TA6.96;nan;TA1.1;-
TA6.97;nan;TA1.1;-
TA6.98;nan;TA1.1;-
TA6.99;nan;TA1.1;-
TA6.100;nan;TA1.1;-
TA6.101;nan;TA1.1;-
TA6.102;nan;TA1.1;-
TA6.103;nan;TA1.1;-
TA6.104;nan;TA1.1;-
TA6.105;nan;TA1.1;-
TA6.106;nan;TA1.1;-
TA6.107;nan;TA1.1;-
TA6.108;nan;TA1.1;-
TA6.109;nan;TA1.1;-
TA6.110;nan;TA1.1;-
TA6.111;nan;TA1.1;-
TA6.112;nan;TA1.1;-
TA6.113;nan;TA1.1;-
TA6.114;nan;TA1.1;-
TA6.115;nan;TA1.1;-
TA6.116;nan;TA1.1;-
TA6.117;nan;TA1.1;-
TA6.118;nan;TA1.1;-
TA6.119;nan;TA1.1;-
TA6.120;nan;TA1.1;-
TA6.121;nan;TA1.1;-
TA6.122;nan;TA1.1;-
TA6.123;nan;TA1.1;-
TA6.124;nan;TA1.1;-
TA6.125;nan;TA1.1;-
TA6.126;nan;TA1.1;-
TA6.127;nan;TA1.1;-
TA6.128;nan;TA1.1;-
TA6.129;nan;TA1.1;-
TA6.130;nan;TA1.1;-
TA6.131;nan;TA1.1;-
TA6.132;nan;TA1.1;-
TA6.133;nan;TA1.1;-
TA6.134;nan;TA1.1;-
TA6.135;nan;TA1.1;-
TA6.136;nan;TA1.1;-
TA6.137;nan;TA1.1;-
TA6.138;nan;TA1.1;-
TA6.139;nan;TA1.1;-
TA6.140;nan;TA1.1;-
TA6.141;nan;TA1.1;-
TA6.142;nan;TA1.1;-
TA6.143;nan;TA1.1;-
TA6.144;nan;TA1.1;-
TA6.145;nan;TA1.1;-
TA6.146;nan;TA1.1;-
TA6.147;nan;TA1.1;-
TA6.148;nan;TA1.1;-
TA6.149;nan;TA1.1;-
TA6.150;nan;TA1.1;-
TA6.151;nan;TA1.1;-
TA6.152;nan;TA1.1;-
TA6.153;nan;TA1.1;-
TA6.154;nan;TA1.1;-
TA6.155;nan;TA1.1;-
TA6.156;nan;TA1.1;-
TA6.157;nan;TA1.1;-
TA6.158;nan;TA1.1;-
TA6.159;nan;TA1.1;-
TA6.160;nan;TA1.1;-
TA6.161;nan;TA1.1;-
TA6.162;Reach no net land take;TA1.4;+
TA6.163;Restore degraded land and soil, including land affected by desertification, drought and floods;TA1.4;+
TA6.164;nan;TA1.1;-
TA6.165;nan;TA1.1;-
TA6.166;nan;TA1.1;-
TA6.167;nan;TA1.1;-
TA6.168;nan;TA1.1;-
TA6.169;nan;TA1.1;-
TA6.170;nan;TA1.1;-
TA6.171;nan;TA1.1;-
TA6.172;nan;TA1.1;-
TA6.173;nan;TA1.1;-
TA6.174;nan;TA1.1;-
TA6.175;nan;TA1.1;-
TA6.176;nan;TA1.1;-
TA6.177;nan;TA1.1;-
TA6.178;nan;TA1.1;-
TA6.179;nan;TA1.1;-
TA6.180;nan;TA1.1;-
TA6.181;nan;TA1.1;-
TA6.182;nan;TA1.1;-
TA6.183;nan;TA1.1;-
TA6.184;nan;TA1.1;-
TA6.185;nan;TA1.1;-
TA6.186;nan;TA1.1;-
TA6.187;nan;TA1.1;-
TA6.188;nan;TA1.1;-
TA6.189;nan;TA1.1;-
TA6.190;nan;TA1.1;-
TA6.191;nan;TA1.1;-
TA6.192;nan;TA1.1;-
TA6.193;nan;TA1.1;-
TA6.194;nan;TA1.1;-
TA6.195;nan;TA1.1;-
TA6.196;nan;TA1.1;-
TA6.197;nan;TA1.1;-
TA6.198;nan;TA1.1;-
TA6.199;nan;TA1.1;-
TA6.200;nan;TA1.1;-
