source_subtheme;source_subtheme_targets;impact_subtheme;impact_type;impact_weight;justification
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Food affordability;-1;The reduction of GHG emissions may lead to increased costs for farmers and food producers, which could impact food prices and, in turn, food security.
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Pesticides Reduction;-1;The implementation of GHG reduction targets may require changes in agricultural practices, potentially limiting the use of certain pesticides and affecting their reduction targets.
Net-Zero Technology - Road Vehicles;TA4.13,TA4.22,TA4.25,TA4.26,TA4.27,TA4.28,TA4.29,TA4.40,TA4.44,TA4.45,TA4.55;Food quality - Healthy Food;+1;The promotion of electric vehicles and sustainable transportation can contribute to a reduction in air pollution, which can have positive effects on public health and, in turn, influence the demand for healthy food options.
Net-Zero Technology - Road Vehicles;TA4.13,TA4.22,TA4.25,TA4.26,TA4.27,TA4.28,TA4.29,TA4.40,TA4.44,TA4.45,TA4.55;Transport Logistics;+2;The development of net-zero technology for road vehicles can reinforce the efficiency and sustainability of transport logistics, enabling the creation of cleaner and more environmentally friendly transportation systems.
Biofuels;TA4.1,TA4.18,TA4.7;Competitive Agriculture;+1;The production and use of biofuels can create new opportunities for farmers and agricultural businesses, contributing to the competitiveness of the agricultural sector.
Biofuels;TA4.1,TA4.18,TA4.7;Food quality;+1;The use of biofuels can reduce greenhouse gas emissions from transportation, which can have positive effects on the environment and, in turn, influence the quality of food production.
Other Low-Carbon Fuels;TA4.4,TA4.5;Pesticides Reduction;-1;The production and use of other low-carbon fuels may require the use of land and resources that could otherwise be used for sustainable agriculture and pesticide reduction.
Hydrogen Distribution;TA4.23,TA4.30,TA4.31;Net-Zero Technology - Maritime Transport;+2;The development of hydrogen distribution infrastructure can reinforce the use of hydrogen as a low-carbon fuel for maritime transport, contributing to the reduction of greenhouse gas emissions from the shipping sector.
Urban Mobility;TA4.54;Food affordability;-1;The promotion of active and sustainable urban mobility can reduce the demand for private vehicles and, in turn, affect the affordability of food, particularly for low-income households that rely on private transportation for grocery shopping.
Transport Logistics;TA4.11,TA4.36,TA4.37,TA4.39,TA4.43,TA4.50,TA4.51,TA4.56;Food quality - Animal Welfare;+1;The improvement of transport logistics can contribute to the reduction of animal welfare issues in the food supply chain, such as reducing transport times and improving handling conditions for animals.
Transport Logistics;TA4.11,TA4.36,TA4.37,TA4.39,TA4.43,TA4.50,TA4.51,TA4.56;Competitive Agriculture;+2;The development of efficient and sustainable transport logistics can reinforce the competitiveness of the agricultural sector, enabling farmers and producers to get their products to market more quickly and efficiently.
