source_subtheme;source_subtheme_targets;impact_subtheme;impact_type;impact_weight;justification
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Renewable Energy;+2;The reduction of greenhouse gas emissions can be achieved through the use of renewable energy sources, which in turn can aid in the achievement of renewable energy targets.
GHG Reduction;TA1.3,TA1.7,TA1.9,TA1.11,TA1.13,TA5.7;Energy Efficiency;+2;Improving energy efficiency can contribute to the reduction of greenhouse gas emissions, thereby supporting the achievement of energy efficiency targets.
Biofuels;TA4.1,TA4.18,TA4.7;Renewable Energy - Hydrogen Production;-1;The production of biofuels may compete with the production of renewable hydrogen, potentially limiting the achievement of hydrogen production targets.
Net-Zero Technology - Road Vehicles;TA4.11,TA4.13,TA4.22,TA4.25,TA4.26,TA4.27,TA4.28,TA4.29,TA4.44,TA4.45,TA4.55;Renewable Energy - Solar;+2;The development of net-zero technology for road vehicles can be supported by the use of renewable energy sources like solar power, which can aid in the achievement of solar energy targets.
Net-Zero Technology - Maritime Transport;TA4.33,TA4.34,TA4.45,TA4.57,TA4.58;Renewable Energy - Ocean/Offshore;+2;The implementation of net-zero technology in maritime transport can be facilitated by the use of offshore renewable energy sources, which can contribute to the achievement of offshore energy targets.
Urban Mobility;TA4.54;Energy Efficiency - Buildings;+1;Improving urban mobility can lead to increased energy efficiency in buildings, as more efficient transportation systems can reduce energy consumption, thereby supporting the achievement of energy efficiency targets in buildings.
Transport Logistics;TA4.11,TA4.36,TA4.37,TA4.39,TA4.40,TA4.43,TA4.50,TA4.51,TA4.56;Renewable Energy - Heating & Cooling;-1;The optimization of transport logistics may lead to increased energy demand for heating and cooling, potentially limiting the achievement of renewable heating and cooling targets.
Other Low-Carbon Fuels;TA4.4,TA4.5,TA4.6;Renewable Energy;+1;The development of other low-carbon fuels can create conditions that further the use of renewable energy sources, supporting the achievement of renewable energy targets.
Hydrogen Distribution;TA4.23,TA4.30,TA4.31;Renewable Energy - Hydrogen Production;+3;The distribution of hydrogen is inextricably linked to the production of renewable hydrogen, as it is necessary for the use of hydrogen as a low-carbon energy carrier.
Rail;TA4.37,TA4.38,TA4.40;Energy Efficiency;+2;The development of rail transport can aid in the achievement of energy efficiency targets, as rail is generally a more energy-efficient mode of transportation compared to road or air travel.
